Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
7-January-2020,5.89,5.89,5.89,5.89,5.887640449438202247,267,3,1572.00,267,100.00,0.00,0.00
6-January-2020,5.79,6.20,5.79,6.20,5.981132075471698113,265,5,1585.00,265,100.00,0.41,0.41
3-January-2020,5.55,6.09,5.55,6.09,6.078216560509554140,3925,8,23857.00,3925,100.00,0.54,0.54
2-January-2020,5.60,5.90,5.60,5.80,5.845637583892617449,149,5,871.00,149,100.00,0.30,0.20
1-January-2020,5.65,5.65,5.65,5.65,5.647058823529411764,17,3,96.00,17,100.00,0.00,0.00
31-December-2019,5.75,5.90,5.60,5.60,5.689873417721518987,158,4,899.00,158,100.00,0.30,-0.15
30-December-2019,5.44,5.89,5.44,5.89,5.758656873032528856,953,11,5488.00,953,100.00,0.45,0.45
27-December-2019,5.70,6.00,5.70,5.72,5.700573423086512091,4011,19,22865.00,4011,100.00,0.30,0.02
26-December-2019,5.73,6.00,5.73,6.00,5.740740740740740740,27,2,155.00,27,100.00,0.27,0.27
24-December-2019,5.73,5.73,5.73,5.73,5.666666666666666666,9,1,51.00,9,100.00,0.00,0.00
23-December-2019,5.47,6.03,5.47,6.03,5.818659658344283837,1522,11,8856.00,1522,100.00,0.56,0.56
20-December-2019,5.48,5.75,5.48,5.75,5.623087621696801112,719,6,4043.00,719,100.00,0.27,0.27
19-December-2019,6.03,6.03,5.47,5.48,5.474213836477987421,795,10,4352.00,795,100.00,0.56,-0.55
18-December-2019,5.56,5.75,5.53,5.75,5.542884071630537229,1061,9,5881.00,853,80.40,0.22,0.19
17-December-2019,6.08,6.38,5.78,5.78,5.788932207060862031,9234,26,53455.00,7029,76.12,0.60,-0.30
16-December-2019,6.40,6.40,6.08,6.08,6.272759760564638613,11193,1371,70211.00,9692,86.59,0.32,-0.32
13-December-2019,6.40,6.40,6.30,6.40,6.399905219687224967,14771,14,94533.00,14751,99.86,0.10,0.00
12-December-2019,5.90,6.39,5.80,6.10,6.186141903995430826,38519,79,238284.00,25517,66.25,0.59,0.20
11-December-2019,6.67,6.67,6.05,6.10,6.125714493866660190,329429,1884,2017988.00,256523,77.87,0.62,-0.57
10-December-2019,6.36,6.36,6.36,6.36,6.359905574723079716,5507,9,35024.00,5507,100.00,0.00,0.00
9-December-2019,6.06,6.06,6.06,6.06,6.059963381141287763,6554,5,39717.00,6554,100.00,0.00,0.00
6-December-2019,5.78,5.78,5.78,5.78,5.779957664308947286,19369,12,111952.00,19369,100.00,0.00,0.00
5-December-2019,5.51,5.51,5.51,5.51,5.509892879647132955,7935,8,43721.00,7935,100.00,0.00,0.00
4-December-2019,5.25,5.25,5.25,5.25,5.249411764705882352,1275,4,6693.00,1275,100.00,0.00,0.00
3-December-2019,5.00,5.00,5.00,5.00,5.000000000000000000,1000,2,5000.00,1000,100.00,0.00,0.00
2-December-2019,4.77,4.77,4.77,4.77,4.769089236430542778,1087,8,5184.00,1087,100.00,0.00,0.00
29-November-2019,4.55,4.55,4.55,4.55,4.549855491329479768,1384,5,6297.00,1384,100.00,0.00,0.00
28-November-2019,4.34,4.34,4.10,4.34,4.262860149289467825,952244,67,4059283.00,766670,80.51,0.24,0.00
27-November-2019,3.98,4.14,3.98,4.14,4.134304291287386215,76900,20,317928.00,74901,97.40,0.16,0.16
26-November-2019,4.00,4.03,3.65,3.95,3.839005400831789507,586206,76,2250448.00,580670,99.06,0.38,-0.05
25-November-2019,3.84,3.84,3.84,3.84,3.839900456242223143,9644,14,37032.00,9644,100.00,0.00,0.00
22-November-2019,3.55,3.88,3.55,3.66,3.623683534549190855,3893,29,14107.00,3387,87.00,0.33,0.11
20-November-2019,3.73,3.73,3.73,3.73,3.729894736842105263,4750,3,17717.00,4750,100.00,0.00,0.00
19-November-2019,3.92,3.92,3.92,3.92,3.920000000000000000,25,1,98.00,25,100.00,0.00,0.00
18-November-2019,4.12,4.12,4.12,4.12,4.117647058823529411,17,2,70.00,17,100.00,0.00,0.00
13-November-2019,4.50,4.50,4.33,4.33,4.389033942558746736,383,3,1681.00,383,100.00,0.17,-0.17
11-November-2019,4.54,4.65,4.40,4.55,4.500344827586206896,2900,21,13051.00,2800,96.55,0.25,0.01
8-November-2019,4.40,4.52,4.20,4.52,4.399164054336468129,957,5,4210.00,875,91.43,0.32,0.12
7-November-2019,3.99,4.36,3.99,4.36,4.165454545454545454,3300,8,13746.00,2150,65.15,0.37,0.37
6-November-2019,4.40,4.42,4.20,4.20,4.208628659476117103,6490,13,27314.00,6366,98.09,0.22,-0.20
5-November-2019,4.61,4.61,4.38,4.42,4.460658334800211230,28405,29,126705.00,25729,90.58,0.23,-0.19
4-November-2019,4.61,4.80,4.61,4.61,4.623623833935624842,118990,64,550165.00,112901,94.88,0.19,0.00
1-November-2019,4.61,4.85,4.61,4.85,4.844897959183673469,1225,2,5935.00,1225,100.00,0.24,0.24
31-October-2019,4.62,4.62,4.62,4.62,4.620000000000000000,200,2,924.00,200,100.00,0.00,0.00
30-October-2019,4.70,4.70,4.50,4.61,4.633027522935779816,109,3,505.00,109,100.00,0.20,-0.09
29-October-2019,4.50,4.50,4.50,4.50,4.500000000000000000,50,2,225.00,50,100.00,0.00,0.00
27-October-2019,4.67,4.70,4.67,4.67,4.669421487603305785,121,3,565.00,121,100.00,0.03,0.00
25-October-2019,4.48,4.60,4.48,4.60,4.489051094890510948,137,2,615.00,137,100.00,0.12,0.12
24-October-2019,5.05,5.05,4.70,4.70,4.710566037735849056,2650,5,12483.00,2650,100.00,0.35,-0.35
23-October-2019,4.59,5.05,4.57,4.81,4.597805955264282661,7019,18,32272.00,6989,99.57,0.48,0.22
22-October-2019,5.30,5.30,4.81,4.81,4.811188811188811188,143,14,688.00,142,99.30,0.49,-0.49
18-October-2019,5.06,5.06,5.06,5.06,5.050000000000000000,20,2,101.00,15,75.00,0.00,0.00
17-October-2019,5.32,5.32,5.32,5.32,5.309090909090909090,55,3,292.00,55,100.00,0.00,0.00
16-October-2019,5.60,5.60,5.60,5.60,5.600000000000000000,100,1,560.00,100,100.00,0.00,0.00
15-October-2019,5.89,5.89,5.89,5.89,5.000000000000000000,1,1,5.00,1,100.00,0.00,0.00
14-October-2019,6.19,6.19,6.19,6.19,6.186046511627906976,172,3,1064.00,172,100.00,0.00,0.00
11-October-2019,5.94,5.94,5.94,5.94,5.900000000000000000,20,3,118.00,10,50.00,0.00,0.00
10-October-2019,5.70,6.25,5.70,6.25,5.724911971830985915,2272,19,13007.00,2172,95.60,0.55,0.55
9-October-2019,5.89,6.00,5.89,6.00,5.888888888888888888,351,3,2067.00,351,100.00,0.11,0.11
7-October-2019,6.25,6.25,5.69,6.19,5.754923413566739606,457,6,2630.00,457,100.00,0.56,-0.06
4-October-2019,5.98,5.98,5.98,5.98,5.954545454545454545,22,2,131.00,22,100.00,0.00,0.00
3-October-2019,5.75,6.00,5.50,5.81,5.793427230046948356,426,7,2468.00,225,52.82,0.50,0.06
1-October-2019,5.70,6.25,5.70,5.74,5.991197183098591549,568,5,3403.00,568,100.00,0.55,0.04
30-September-2019,6.30,6.60,5.99,5.99,6.100332225913621262,1505,6,9181.00,1504,99.93,0.61,-0.31
27-September-2019,6.30,6.30,5.71,6.30,5.790450928381962864,377,7,2183.00,377,100.00,0.59,0.00
26-September-2019,5.64,6.11,5.64,6.00,5.719821162444113263,1342,10,7676.00,1316,98.06,0.47,0.36
25-September-2019,6.45,6.45,5.91,5.91,5.913043478260869565,46,3,272.00,46,100.00,0.54,-0.54
24-September-2019,5.74,6.20,5.74,6.18,5.794209702660406885,1278,15,7405.00,1278,100.00,0.46,0.44
23-September-2019,6.04,6.04,6.04,6.04,6.039762818276944541,2867,5,17316.00,2867,100.00,0.00,0.00
20-September-2019,6.34,6.35,6.04,6.35,6.349642912744407971,456051,14,2895761.00,456002,99.99,0.31,0.01
19-September-2019,6.00,6.35,5.90,6.35,6.136534839924670433,2124,8,13034.00,2114,99.53,0.45,0.35
18-September-2019,5.74,6.21,5.74,6.21,5.934407364787111622,1738,7,10314.00,1728,99.42,0.47,0.47
17-September-2019,6.05,6.05,5.70,6.04,5.768181818181818181,660,12,3807.00,648,98.18,0.35,-0.01
16-September-2019,5.80,6.12,5.55,5.99,5.609843937575030012,833,12,4673.00,802,96.28,0.57,0.19
13-September-2019,5.85,5.95,5.83,5.83,5.833697476330705170,31581,19,184234.00,31581,100.00,0.12,-0.02
12-September-2019,5.61,6.18,5.61,6.13,5.849804452466907340,26592,23,155558.00,25942,97.56,0.57,0.52
11-September-2019,5.89,5.89,5.89,5.89,5.878048780487804878,82,3,482.00,82,100.00,0.00,0.00
9-September-2019,6.12,6.12,6.12,6.12,6.115384615384615384,208,3,1272.00,208,100.00,0.00,0.00
6-September-2019,6.28,6.28,5.83,5.83,6.000000000000000000,16,2,96.00,8,50.00,0.45,-0.45
4-September-2019,5.70,6.00,5.70,5.99,5.929343629343629343,2590,8,15357.00,2590,100.00,0.30,0.29
3-September-2019,5.57,6.00,5.57,6.00,5.586206896551724137,29,4,162.00,29,100.00,0.43,0.43
30-August-2019,5.76,5.76,5.76,5.76,5.760000000000000000,75,1,432.00,75,100.00,0.00,0.00
29-August-2019,6.00,6.00,6.00,6.00,6.000000000000000000,587,5,3522.00,587,100.00,0.00,0.00
28-August-2019,6.10,6.50,6.10,6.18,6.124202938730246742,3607,49,22090.00,2383,66.07,0.40,0.08
27-August-2019,6.00,7.13,5.85,6.42,5.995825602968460111,2156,31,12927.00,2004,92.95,1.28,0.42
26-August-2019,6.30,7.65,6.30,6.49,6.502504173622704507,599,13,3895.00,521,86.98,1.35,0.19
23-August-2019,5.82,7.00,5.82,7.00,5.829268292682926829,41,2,239.00,41,100.00,1.18,1.18
22-August-2019,6.50,7.66,6.42,6.43,6.599236641221374045,262,16,1729.00,229,87.40,1.24,-0.07
21-August-2019,7.18,7.71,7.12,7.12,7.128956623681125439,853,7,6081.00,850,99.65,0.59,-0.06
20-August-2019,7.93,7.93,6.75,7.91,7.903743315508021390,748,4,5912.00,743,99.33,1.18,-0.02
19-August-2019,7.40,7.69,7.36,7.36,7.372273677920525844,3347,18,24675.00,2328,69.55,0.33,-0.04
16-August-2019,7.25,8.70,7.25,8.17,7.256162915326902465,933,6,6770.00,928,99.46,1.45,0.92
14-August-2019,8.15,8.15,8.00,8.00,8.000000000000000000,3,3,24.00,3,100.00,0.15,-0.15
13-August-2019,8.30,8.68,7.41,7.41,7.601739130434782608,575,7,4371.00,525,91.30,1.27,-0.89
9-August-2019,8.00,8.00,8.00,8.00,8.000000000000000000,50,3,400.00,50,100.00,0.00,0.00
8-August-2019,8.49,8.49,7.61,7.80,7.837080722447475119,2713,20,21262.00,2213,81.57,0.88,-0.69
7-August-2019,9.94,9.94,8.17,8.17,8.203313772868484639,2897,19,23765.00,2448,84.50,1.77,-1.77
6-August-2019,7.54,9.18,7.54,9.07,8.953147877013177159,1366,9,12230.00,1299,95.10,1.64,1.53
5-August-2019,7.50,8.37,7.50,8.37,7.657682884144207210,2857,6,21878.00,2337,81.80,0.87,0.87
2-August-2019,7.50,8.40,7.39,7.61,7.728015988372093023,5504,22,42535.00,4596,83.50,1.01,0.11
1-August-2019,7.80,9.98,7.80,7.81,7.862244897959183673,392,9,3082.00,391,99.74,2.18,0.01
31-July-2019,7.00,9.00,6.90,8.94,8.454767726161369193,409,17,3458.00,244,59.66,2.10,1.94
30-July-2019,9.51,11.89,8.24,8.59,8.719767711962833914,21525,56,187693.00,17806,82.72,3.65,-0.92
29-July-2019,11.00,12.98,10.00,10.30,10.310116086235489220,603,10,6217.00,588,97.51,2.98,-0.70
26-July-2019,11.70,11.70,10.30,10.87,11.116402116402116402,189,24,2101.00,41,21.69,1.40,-0.83
25-July-2019,12.09,12.09,9.16,9.86,10.280898876404494382,2314,16,23790.00,1262,54.54,2.93,-2.23
24-July-2019,10.22,10.25,10.22,10.25,10.243371212121212121,1056,9,10817.00,1056,100.00,0.03,0.03
23-July-2019,10.20,11.68,10.20,10.41,10.632841328413284132,542,6,5763.00,442,81.55,1.48,0.21
22-July-2019,11.00,11.00,9.20,10.99,10.785519125683060109,732,6,7895.00,712,97.27,1.80,-0.01
19-July-2019,11.00,13.43,11.00,11.20,12.015723270440251572,954,19,11463.00,568,59.54,2.43,0.20
18-July-2019,10.25,12.88,10.25,12.79,11.287878787878787878,132,7,1490.00,130,98.48,2.63,2.54
17-July-2019,11.61,12.88,11.25,11.37,11.505928853754940711,1265,28,14555.00,1217,96.21,1.63,-0.24
