Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
7-January-2020,13.00,13.00,12.99,12.99,12.944444444444444444,18,2,233.00,9,50.00,0.01,-0.01
6-January-2020,12.70,12.70,12.70,12.70,12.600000000000000000,5,1,63.00,5,100.00,0.00,0.00
3-January-2020,12.70,13.35,12.70,13.35,12.727272727272727272,11,2,140.00,11,100.00,0.65,0.65
31-December-2019,13.90,13.90,12.65,12.75,12.966666666666666666,60,5,778.00,50,83.33,1.25,-1.15
30-December-2019,13.30,13.30,13.30,13.30,13.000000000000000000,2,1,26.00,2,100.00,0.00,0.00
27-December-2019,13.00,14.00,13.00,14.00,13.826086956521739130,115,4,1590.00,115,100.00,1.00,1.00
26-December-2019,13.65,13.65,12.40,13.65,13.633663366336633663,101,5,1377.00,101,100.00,1.25,0.00
24-December-2019,13.00,13.10,13.00,13.00,13.000000000000000000,81,4,1053.00,81,100.00,0.10,0.00
23-December-2019,12.60,12.60,11.55,12.50,12.538461538461538461,208,8,2608.00,203,97.60,1.05,-0.10
20-December-2019,12.90,12.90,11.70,12.00,12.215116279069767441,344,10,4202.00,250,72.67,1.20,-0.90
19-December-2019,12.30,12.30,12.30,12.30,12.300000000000000000,70,2,861.00,70,100.00,0.00,0.00
18-December-2019,12.90,12.90,11.75,11.75,11.761904761904761904,21,2,247.00,21,100.00,1.15,-1.15
17-December-2019,11.25,12.35,11.25,12.35,12.077375122428991185,1021,16,12331.00,821,80.41,1.10,1.10
16-December-2019,11.75,12.30,11.75,11.80,11.765853658536585365,410,12,4824.00,410,100.00,0.55,0.05
13-December-2019,12.35,12.90,12.35,12.35,12.413654618473895582,249,10,3091.00,127,51.00,0.55,0.00
11-December-2019,12.65,13.00,12.65,13.00,12.656862745098039215,102,4,1291.00,102,100.00,0.35,0.35
10-December-2019,13.30,13.30,13.30,13.30,13.300000000000000000,170,3,2261.00,160,94.12,0.00,0.00
9-December-2019,14.00,14.00,14.00,14.00,14.000000000000000000,200,3,2800.00,200,100.00,0.00,0.00
6-December-2019,16.20,16.20,14.70,14.70,15.021084337349397590,332,13,4987.00,332,100.00,1.50,-1.50
5-December-2019,15.45,15.45,15.45,15.45,15.400000000000000000,5,1,77.00,5,100.00,0.00,0.00
4-December-2019,16.25,16.25,16.25,16.25,16.200000000000000000,5,1,81.00,5,100.00,0.00,0.00
3-December-2019,16.10,16.90,16.10,16.90,16.233333333333333333,120,2,1948.00,120,100.00,0.80,0.80
2-December-2019,15.75,17.30,15.75,16.90,16.031615925058548009,854,9,13691.00,854,100.00,1.55,1.15
29-November-2019,16.45,17.25,15.65,16.55,16.406058995482327929,3763,19,61736.00,3763,100.00,1.60,0.10
26-November-2019,16.45,16.45,16.45,16.45,16.000000000000000000,1,1,16.00,1,100.00,0.00,0.00
25-November-2019,15.70,15.70,15.70,15.70,15.000000000000000000,1,1,15.00,1,100.00,0.00,0.00
22-November-2019,13.65,15.00,13.65,15.00,13.920000000000000000,50,3,696.00,50,100.00,1.35,1.35
19-November-2019,14.35,14.35,14.35,14.35,14.346153846153846153,26,1,373.00,26,100.00,0.00,0.00
14-November-2019,15.10,15.10,15.10,15.10,15.096000000000000000,125,2,1887.00,125,100.00,0.00,0.00
13-November-2019,15.85,15.85,15.85,15.85,15.818181818181818181,22,2,348.00,22,100.00,0.00,0.00
5-November-2019,15.85,15.85,15.85,15.85,15.846153846153846153,13,2,206.00,13,100.00,0.00,0.00
1-November-2019,16.70,16.70,16.65,16.65,16.699099099099099099,555,3,9268.00,555,100.00,0.05,-0.05
25-October-2019,17.50,17.50,17.50,17.50,17.000000000000000000,1,1,17.00,1,100.00,0.00,0.00
24-October-2019,16.80,16.80,16.80,16.80,16.000000000000000000,1,1,16.00,1,100.00,0.00,0.00
23-October-2019,16.00,16.00,16.00,16.00,16.000000000000000000,1,1,16.00,1,100.00,0.00,0.00
22-October-2019,16.00,16.00,16.00,16.00,16.000000000000000000,423,4,6768.00,423,100.00,0.00,0.00
18-October-2019,16.80,16.80,16.80,16.80,16.797752808988764044,89,2,1495.00,89,100.00,0.00,0.00
17-October-2019,17.65,17.65,17.65,17.65,17.600000000000000000,5,1,88.00,5,100.00,0.00,0.00
16-October-2019,18.55,18.55,18.55,18.55,18.000000000000000000,1,1,18.00,1,100.00,0.00,0.00
11-October-2019,17.80,17.80,17.80,17.80,17.000000000000000000,1,1,17.00,1,100.00,0.00,0.00
9-October-2019,18.70,18.70,18.70,18.70,18.000000000000000000,1,1,18.00,1,100.00,0.00,0.00
7-October-2019,17.95,17.95,17.95,17.95,17.940000000000000000,50,1,897.00,50,100.00,0.00,0.00
3-October-2019,17.00,17.10,17.00,17.10,17.080459770114942528,87,2,1486.00,87,100.00,0.10,0.10
30-September-2019,17.00,17.00,17.00,17.00,17.000000000000000000,5,1,85.00,5,100.00,0.00,0.00
13-September-2019,16.50,16.50,16.50,16.50,16.000000000000000000,1,1,16.00,1,100.00,0.00,0.00
6-September-2019,15.82,15.82,15.82,15.82,15.000000000000000000,1,1,15.00,1,100.00,0.00,0.00
4-September-2019,15.19,15.19,15.19,15.19,15.000000000000000000,1,1,15.00,1,100.00,0.00,0.00
30-August-2019,13.17,14.50,13.17,14.50,14.140776699029126213,412,9,5826.00,412,100.00,1.33,1.33
28-August-2019,14.60,15.14,13.85,13.86,14.106666666666666666,150,3,2116.00,149,99.33,1.29,-0.74
23-August-2019,14.56,14.57,14.56,14.57,14.545454545454545454,22,4,320.00,20,90.91,0.01,0.01
22-August-2019,13.89,13.89,13.89,13.89,13.000000000000000000,1,1,13.00,1,100.00,0.00,0.00
20-August-2019,13.23,13.23,13.23,13.23,13.227848101265822784,158,3,2090.00,100,63.29,0.00,0.00
19-August-2019,12.60,12.60,12.60,12.60,12.000000000000000000,1,1,12.00,1,100.00,0.00,0.00
16-August-2019,11.20,12.00,11.20,12.00,11.211722488038277511,836,7,9373.00,833,99.64,0.80,0.80
14-August-2019,11.60,11.60,11.60,11.60,11.545454545454545454,11,2,127.00,11,100.00,0.00,0.00
