Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
3-January-2020,17.10,17.10,17.10,17.10,17.100000000000000000,20,1,342.00,20,100.00,0.00,0.00
1-January-2020,17.90,17.90,17.90,17.90,17.000000000000000000,1,1,17.00,1,100.00,0.00,0.00
13-December-2019,17.10,17.10,17.10,17.10,17.100000000000000000,3010,2,51471.00,3010,100.00,0.00,0.00
4-December-2019,18.00,18.00,18.00,18.00,18.000000000000000000,1,1,18.00,1,100.00,0.00,0.00
29-November-2019,18.50,18.80,18.00,18.00,18.474885844748858447,2190,3,40460.00,2190,100.00,0.80,-0.50
25-November-2019,18.05,18.05,18.05,18.05,18.000000000000000000,18,2,324.00,18,100.00,0.00,0.00
18-November-2019,18.95,18.95,18.95,18.95,18.949751243781094527,2010,2,38089.00,2010,100.00,0.00,0.00
7-November-2019,19.15,19.15,19.15,19.15,19.120000000000000000,25,1,478.00,25,100.00,0.00,0.00
6-November-2019,19.00,19.00,19.00,19.00,19.000000000000000000,25,1,475.00,25,100.00,0.00,0.00
5-November-2019,18.50,18.50,18.50,18.50,18.480000000000000000,25,1,462.00,25,100.00,0.00,0.00
31-October-2019,17.85,17.85,17.85,17.85,17.800000000000000000,10,1,178.00,10,100.00,0.00,0.00
30-October-2019,17.85,17.85,17.00,17.00,17.040000000000000000,525,2,8946.00,525,100.00,0.85,-0.85
29-October-2019,17.00,17.00,17.00,17.00,17.000000000000000000,100,1,1700.00,100,100.00,0.00,0.00
25-October-2019,17.10,17.10,17.10,17.10,17.100000000000000000,500,1,8550.00,500,100.00,0.00,0.00
23-October-2019,17.95,17.95,17.95,17.95,17.920000000000000000,25,1,448.00,25,100.00,0.00,0.00
22-October-2019,17.10,17.10,17.10,17.10,17.100000000000000000,1600,5,27360.00,1600,100.00,0.00,0.00
11-October-2019,18.00,18.00,18.00,18.00,18.000000000000000000,129051,4,2322918.00,129051,100.00,0.00,0.00
3-October-2019,18.00,18.00,18.00,18.00,18.000000000000000000,1,1,18.00,1,100.00,0.00,0.00
30-September-2019,18.00,18.00,18.00,18.00,18.000000000000000000,295000,2,5310000.00,295000,100.00,0.00,0.00
24-September-2019,18.45,18.45,18.45,18.45,18.440000000000000000,25,1,461.00,25,100.00,0.00,0.00
23-September-2019,18.50,18.50,18.25,18.25,18.309606769537083125,10045,3,183920.00,10045,100.00,0.25,-0.25
18-September-2019,18.90,18.90,18.90,18.90,18.880000000000000000,25,4,472.00,25,100.00,0.00,0.00
