Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
7-January-2020,262.05,290.00,262.05,280.60,282.850282485875706214,1062,22,300387.00,1021,96.14,27.95,18.55
6-January-2020,280.00,280.00,260.00,275.05,273.238938053097345132,678,21,185256.00,527,77.73,20.00,-4.95
3-January-2020,291.90,292.00,276.05,284.90,286.105590062111801242,805,38,230315.00,572,71.06,15.95,-7.00
2-January-2020,270.00,291.90,270.00,288.95,285.192143727161997563,3284,115,936571.00,2370,72.17,21.90,18.95
1-January-2020,261.80,274.95,261.70,262.95,264.098159509202453987,489,17,129144.00,373,76.28,13.25,1.15
31-December-2019,246.00,269.90,246.00,260.30,261.487167070217917675,2065,61,539971.00,1537,74.43,23.90,14.30
30-December-2019,228.00,243.90,228.00,243.65,239.453244274809160305,1048,36,250947.00,1006,95.99,15.90,15.65
27-December-2019,228.00,234.00,224.00,224.10,226.622792937399678972,623,24,141186.00,523,83.95,10.00,-3.90
26-December-2019,221.50,226.00,220.00,226.00,222.461247637051039697,529,16,117682.00,529,100.00,6.00,4.50
24-December-2019,222.00,224.00,221.50,221.50,222.309178743961352657,207,7,46018.00,202,97.58,2.50,-0.50
23-December-2019,222.00,225.00,222.00,222.65,224.575959933222036727,599,14,134521.00,508,84.81,3.00,0.65
20-December-2019,221.35,224.90,221.35,222.00,222.197674418604651162,172,9,38218.00,172,100.00,3.55,0.65
19-December-2019,219.00,222.00,219.00,221.40,220.863354037267080745,161,8,35559.00,161,100.00,3.00,2.40
18-December-2019,219.60,221.00,219.60,221.00,220.217893217893217893,693,10,152611.00,693,100.00,1.40,1.40
17-December-2019,219.60,225.00,219.45,221.00,220.755517826825127334,589,20,130025.00,539,91.51,5.55,1.40
16-December-2019,218.00,249.00,214.00,219.60,220.479727730097662030,3379,79,745001.00,2210,65.40,35.00,1.60
13-December-2019,208.00,218.00,208.00,214.00,213.966622162883845126,749,32,160261.00,681,90.92,10.00,6.00
12-December-2019,216.00,216.00,193.10,208.80,201.132566197544595114,23377,327,4701876.00,19114,81.76,22.90,-7.20
11-December-2019,240.00,240.50,205.65,210.05,220.477196784972455522,11073,172,2441344.00,10089,91.11,34.85,-29.95
10-December-2019,245.00,245.00,240.00,240.00,240.536875858909757214,2183,25,525092.00,1703,78.01,5.00,-5.00
9-December-2019,240.10,244.70,240.00,243.10,240.408088235294117647,544,13,130782.00,519,95.40,4.70,3.00
