Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
12-September-2019,43.00,44.80,41.95,42.00,42.200333889816360601,599,10,25278.00,574,95.83,2.85,-1.00
11-September-2019,40.00,44.00,40.00,44.00,41.877300613496932515,326,12,13652.00,218,66.87,4.00,4.00
9-September-2019,44.00,44.00,42.00,43.00,42.710000000000000000,100,7,4271.00,50,50.00,2.00,-1.00
6-September-2019,48.85,48.85,43.00,45.00,44.937500000000000000,176,17,7909.00,101,57.39,5.85,-3.85
5-September-2019,42.00,42.00,37.15,41.70,41.421348314606741573,178,15,7373.00,120,67.42,4.85,-0.30
4-September-2019,40.00,41.00,38.00,39.10,39.576109936575052854,2838,32,112317.00,2138,75.33,3.00,-0.90
3-September-2019,43.00,43.00,37.00,41.05,39.795285901353120907,2291,31,91171.00,1154,50.37,6.00,-1.95
30-August-2019,41.95,42.00,40.00,41.00,40.587301587301587301,315,11,12785.00,290,92.06,2.00,-0.95
29-August-2019,41.95,42.50,41.95,42.30,42.225000000000000000,40,4,1689.00,10,25.00,0.55,0.35
28-August-2019,42.00,44.00,39.15,41.25,40.960709759188846641,789,21,32318.00,504,63.88,4.85,-0.75
27-August-2019,46.95,46.95,40.00,40.05,40.743529411764705882,425,18,17316.00,415,97.65,6.95,-6.90
26-August-2019,40.00,45.50,38.15,40.00,39.286363636363636363,1320,19,51858.00,1175,89.02,7.35,0.00
23-August-2019,37.00,43.00,37.00,38.15,40.276190476190476190,525,12,21145.00,317,60.38,6.00,1.15
22-August-2019,44.00,44.00,39.05,40.60,43.133571854502087060,1677,18,72335.00,1620,96.60,4.95,-3.40
21-August-2019,38.00,44.00,38.00,42.85,41.795514511873350923,758,20,31681.00,696,91.82,6.00,4.85
20-August-2019,42.00,44.00,40.00,42.00,40.072158154859967051,3035,13,121619.00,3035,100.00,4.00,0.00
19-August-2019,35.10,45.00,35.10,45.00,41.769230769230769230,65,6,2715.00,55,84.62,9.90,9.90
16-August-2019,41.00,45.00,36.30,41.75,40.414096916299559471,454,16,18348.00,350,77.09,8.70,0.75
14-August-2019,41.00,41.00,41.00,41.00,41.000000000000000000,1,1,41.00,1,100.00,0.00,0.00
13-August-2019,41.50,42.55,40.05,42.50,42.153696498054474708,514,10,21667.00,514,100.00,2.50,1.00
9-August-2019,41.00,42.00,41.00,42.00,41.980000000000000000,250,4,10495.00,250,100.00,1.00,1.00
8-August-2019,41.50,41.50,40.50,41.50,41.083333333333333333,240,4,9860.00,240,100.00,1.00,0.00
7-August-2019,40.00,42.55,40.00,41.00,40.907327586206896551,464,15,18981.00,365,78.66,2.55,1.00
6-August-2019,42.55,42.55,40.10,40.15,40.887096774193548387,62,4,2535.00,37,59.68,2.45,-2.40
5-August-2019,39.15,42.70,38.70,40.80,39.637762237762237762,715,12,28341.00,590,82.52,4.00,1.65
2-August-2019,37.25,43.95,37.25,42.95,40.305232558139534883,2408,40,97055.00,1927,80.02,6.70,5.70
1-August-2019,41.00,42.90,40.20,41.00,41.961452928094885100,1349,17,56606.00,1324,98.15,2.70,0.00
31-July-2019,42.70,42.70,39.95,41.55,40.787928221859706362,613,22,25003.00,538,87.76,2.75,-1.15
30-July-2019,41.00,42.95,38.00,39.70,39.470036921329167850,3521,46,138974.00,1530,43.45,4.95,-1.30
29-July-2019,43.00,43.00,37.70,40.95,40.482089552238805970,670,14,27123.00,420,62.69,5.30,-2.05
26-July-2019,39.90,40.55,38.00,40.30,39.679672189559950115,5613,70,222722.00,3490,62.18,2.55,0.40
25-July-2019,37.95,37.95,35.00,36.95,36.245513866231647634,1226,34,44437.00,1041,84.91,2.95,-1.00
24-July-2019,40.95,41.20,35.50,35.60,36.165814745972738537,12912,63,466973.00,12069,93.47,5.70,-5.35
23-July-2019,46.65,46.65,38.25,39.40,38.688419851682829435,26295,93,1017312.00,24339,92.56,8.40,-7.25
22-July-2019,46.85,46.85,39.05,42.50,42.070073557878435927,2583,45,108667.00,1636,63.34,7.80,-4.35
19-July-2019,41.10,45.10,40.00,42.70,42.415258931044032124,7222,42,306323.00,6397,88.58,5.10,1.60
18-July-2019,40.90,41.05,39.50,41.05,40.319168591224018475,2165,28,87291.00,2164,99.95,1.55,0.15
17-July-2019,48.95,48.95,36.00,37.35,39.020585602864083876,7821,65,305180.00,5989,76.58,12.95,-11.60
16-July-2019,49.80,49.80,43.00,44.50,44.645951035781544256,531,27,23707.00,429,80.79,6.80,-5.30
15-July-2019,48.50,48.50,38.80,43.10,43.919638286981743729,5861,62,257413.00,5035,85.91,9.70,-5.40
12-July-2019,53.00,53.00,43.00,45.25,45.265410016510731975,7268,54,328989.00,5947,81.82,10.00,-7.75
11-July-2019,54.00,54.00,52.00,52.00,53.056338028169014084,71,5,3767.00,71,100.00,2.00,-2.00
10-July-2019,51.00,57.50,51.00,54.30,53.275000000000000000,80,8,4262.00,57,71.25,6.50,3.30
9-July-2019,53.00,54.90,53.00,53.00,53.311475409836065573,61,6,3252.00,36,59.02,1.90,0.00
8-July-2019,54.00,54.00,50.00,53.00,50.333333333333333333,252,6,12684.00,250,99.21,4.00,-1.00
5-July-2019,56.10,56.10,54.00,56.00,55.196078431372549019,51,4,2815.00,26,50.98,2.10,-0.10
4-July-2019,54.00,61.95,50.05,55.95,54.225903614457831325,1328,15,72012.00,1208,90.96,11.90,1.95
3-July-2019,62.00,62.45,54.00,54.00,58.886178861788617886,369,11,21729.00,332,89.97,8.45,-8.00
2-July-2019,46.10,61.00,46.10,54.85,53.283450704225352112,1704,30,90795.00,1448,84.98,14.90,8.75
1-July-2019,53.60,53.60,48.10,52.00,50.826446280991735537,363,10,18450.00,340,93.66,5.50,-1.60
28-June-2019,52.95,52.95,51.95,52.00,52.000000000000000000,22,3,1144.00,11,50.00,1.00,-0.95
27-June-2019,55.00,55.00,47.00,49.70,51.941340782122905027,1790,19,92975.00,1235,68.99,8.00,-5.30
26-June-2019,54.00,54.00,46.00,47.60,46.986577181208053691,298,16,14002.00,233,78.19,8.00,-6.40
25-June-2019,58.00,58.00,42.35,47.80,46.285714285714285714,56,6,2592.00,31,55.36,15.65,-10.20
24-June-2019,49.95,49.95,46.05,49.00,48.606648199445983379,361,7,17547.00,350,96.95,3.90,-0.95
21-June-2019,52.95,52.95,46.00,46.50,46.934065934065934065,182,8,8542.00,180,98.90,6.95,-6.45
20-June-2019,49.75,49.75,46.25,46.25,46.542222222222222222,225,6,10472.00,190,84.44,3.50,-3.50
19-June-2019,48.00,52.50,46.05,46.05,50.514170040485829959,247,8,12477.00,222,89.88,6.45,-1.95
18-June-2019,45.55,49.80,45.55,46.75,46.871237458193979933,598,12,28029.00,461,77.09,4.25,1.20
17-June-2019,49.00,57.60,49.00,50.45,49.382352941176470588,1768,16,87308.00,1341,75.85,8.60,1.45
14-June-2019,50.00,50.50,47.00,49.25,47.331103678929765886,1196,12,56608.00,1171,97.91,3.50,-0.75
13-June-2019,49.30,53.00,49.00,49.70,49.819491525423728813,1180,17,58787.00,592,50.17,4.00,0.40
12-June-2019,47.25,56.70,47.25,54.00,52.606796116504854368,206,9,10837.00,137,66.50,9.45,6.75
11-June-2019,57.00,57.00,57.00,57.00,57.000000000000000000,1579,14,90003.00,1400,88.66,0.00,0.00
10-June-2019,54.70,59.55,51.00,57.90,59.195450385671329585,15298,79,905572.00,14063,91.93,8.55,3.20
7-June-2019,51.50,51.50,48.00,49.65,49.583657587548638132,257,11,12743.00,197,76.65,3.50,-1.85
6-June-2019,50.00,51.00,49.00,49.05,49.590909090909090909,110,8,5455.00,50,45.45,2.00,-0.95
4-June-2019,46.05,51.00,46.05,51.00,49.814371257485029940,501,10,24957.00,475,94.81,4.95,4.95
3-June-2019,52.00,52.00,48.30,51.95,49.622206200432588320,1387,7,68826.00,1332,96.03,3.70,-0.05
31-May-2019,53.95,54.40,46.00,52.75,51.918439716312056737,1692,29,87846.00,1211,71.57,8.40,-1.20
30-May-2019,48.00,48.00,44.00,45.40,45.853456221198156682,1085,17,49751.00,930,85.71,4.00,-2.60
29-May-2019,42.50,48.40,42.50,48.00,46.204778156996587030,293,7,13538.00,171,58.36,5.90,5.50
28-May-2019,53.00,53.00,43.30,50.00,48.343137254901960784,102,9,4931.00,67,65.69,9.70,-3.00
27-May-2019,49.90,49.95,49.90,49.90,49.906666666666666666,75,4,3743.00,75,100.00,0.05,0.00
24-May-2019,50.00,50.00,49.00,49.00,49.206349206349206349,63,4,3100.00,38,60.32,1.00,-1.00
23-May-2019,48.50,51.00,42.10,47.80,46.322869955156950672,1115,29,51650.00,702,62.96,8.90,-0.70
22-May-2019,45.00,53.00,44.00,51.55,48.947300215982721382,2315,33,113313.00,2142,92.53,9.00,6.55
21-May-2019,48.00,48.00,42.60,45.95,45.756729810568295114,1003,21,45894.00,946,94.32,5.40,-2.05
20-May-2019,53.00,53.00,46.00,47.80,48.197350993377483443,1510,39,72778.00,1105,73.18,7.00,-5.20
17-May-2019,46.50,49.30,42.50,47.20,46.351268725160501375,3271,28,151615.00,2225,68.02,6.80,0.70
16-May-2019,50.00,50.00,42.20,44.85,45.430051813471502590,1351,33,61376.00,1049,77.65,7.80,-5.15
15-May-2019,55.90,55.90,45.00,48.15,49.972943125345113197,1811,23,90501.00,1682,92.88,10.90,-7.75
14-May-2019,53.00,53.00,52.00,52.00,52.009090909090909090,1100,4,57210.00,1100,100.00,1.00,-1.00
13-May-2019,47.05,54.95,47.05,54.00,51.600000000000000000,10,3,516.00,5,50.00,7.90,6.95
10-May-2019,53.10,54.85,53.10,53.90,54.077669902912621359,103,9,5570.00,38,36.89,1.75,0.80
9-May-2019,55.00,55.00,53.10,53.10,53.416666666666666666,120,2,6410.00,120,100.00,1.90,-1.90
8-May-2019,56.60,56.60,55.00,55.00,55.189781021897810218,137,4,7561.00,137,100.00,1.60,-1.60
7-May-2019,59.90,59.90,49.90,56.85,52.096551724137931034,145,13,7554.00,137,94.48,10.00,-3.05
6-May-2019,57.95,57.95,44.30,50.50,52.281094527363184079,402,24,21017.00,307,76.37,13.65,-7.45
3-May-2019,57.95,57.95,54.00,54.00,54.664733178654292343,862,12,47121.00,862,100.00,3.95,-3.95
2-May-2019,57.95,58.00,56.00,56.00,57.755555555555555555,225,5,12995.00,200,88.89,2.00,-1.95
30-April-2019,57.00,57.90,55.00,56.30,56.480000000000000000,100,5,5648.00,25,25.00,2.90,-0.70
26-April-2019,58.65,58.65,56.00,56.55,56.857142857142857142,70,4,3980.00,35,50.00,2.65,-2.10
25-April-2019,59.00,60.95,55.00,55.40,56.496296296296296296,270,14,15254.00,163,60.37,5.95,-3.60
24-April-2019,57.50,57.50,56.00,56.00,57.071428571428571428,14,3,799.00,14,100.00,1.50,-1.50
23-April-2019,59.70,59.75,55.00,55.75,57.487179487179487179,312,13,17936.00,150,48.08,4.75,-3.95
22-April-2019,60.00,60.00,54.20,55.00,55.571872571872571872,2574,29,143042.00,2264,87.96,5.80,-5.00
18-April-2019,60.00,62.00,59.50,60.00,60.192224622030237580,463,13,27869.00,413,89.20,2.50,0.00
16-April-2019,57.00,60.00,55.05,57.00,58.396330275229357798,545,18,31826.00,350,64.22,4.95,0.00
15-April-2019,58.95,58.95,55.00,55.45,56.096260938743038981,3771,37,211539.00,3562,94.46,3.95,-3.50
12-April-2019,61.90,61.90,54.50,58.50,58.911167512690355329,394,11,23211.00,305,77.41,7.40,-3.40
11-April-2019,56.05,60.90,56.05,60.90,56.864406779661016949,118,3,6710.00,98,83.05,4.85,4.85
10-April-2019,70.00,70.00,58.15,61.90,61.831683168316831683,808,11,49960.00,780,96.53,11.85,-8.10
9-April-2019,60.90,60.90,60.90,60.90,60.866666666666666666,15,2,913.00,15,100.00,0.00,0.00
8-April-2019,61.00,61.00,61.00,61.00,61.000000000000000000,35,3,2135.00,35,100.00,0.00,0.00
5-April-2019,62.25,62.25,59.00,59.00,61.200000000000000000,60,5,3672.00,50,83.33,3.25,-3.25
4-April-2019,59.95,59.95,57.00,59.95,57.899543378995433789,219,5,12680.00,219,100.00,2.95,0.00
3-April-2019,60.80,60.90,58.40,58.40,59.518644067796610169,590,10,35116.00,320,54.24,2.50,-2.40
2-April-2019,59.50,59.50,56.00,56.05,56.933862433862433862,1512,19,86084.00,1452,96.03,3.50,-3.45
1-April-2019,62.00,62.00,57.00,59.00,59.229729729729729729,370,12,21915.00,270,72.97,5.00,-3.00
29-March-2019,60.00,62.75,60.00,60.00,60.062111801242236024,322,5,19340.00,322,100.00,2.75,0.00
28-March-2019,60.00,64.00,60.00,60.50,63.535087719298245614,114,4,7243.00,114,100.00,4.00,0.50
27-March-2019,66.00,66.00,55.05,57.30,57.570588235294117647,510,20,29361.00,459,90.00,10.95,-8.70
26-March-2019,61.95,61.95,59.00,59.00,59.615384615384615384,156,6,9300.00,156,100.00,2.95,-2.95
25-March-2019,64.00,64.00,58.20,58.20,59.382000000000000000,500,8,29691.00,500,100.00,5.80,-5.80
22-March-2019,63.00,63.00,59.00,59.55,61.058139534883720930,86,6,5251.00,61,70.93,4.00,-3.45
20-March-2019,63.80,63.90,63.75,63.90,63.856171039844509232,1029,5,65708.00,1029,100.00,0.15,0.10
19-March-2019,64.00,64.00,59.00,59.00,59.400000000000000000,195,6,11583.00,194,99.49,5.00,-5.00
18-March-2019,61.05,61.05,59.00,59.20,60.588888888888888888,180,7,10906.00,180,100.00,2.05,-1.85
15-March-2019,64.80,64.80,62.00,62.00,63.200000000000000000,160,4,10112.00,150,93.75,2.80,-2.80
14-March-2019,60.20,60.20,60.20,60.20,60.200000000000000000,15,1,903.00,15,100.00,0.00,0.00
13-March-2019,59.90,64.00,59.90,61.10,63.112612612612612612,666,9,42033.00,570,85.59,4.10,1.20
12-March-2019,58.00,61.85,58.00,59.80,60.183364839319470699,529,11,31837.00,422,79.77,3.85,1.80
11-March-2019,61.95,62.00,60.05,61.90,61.850666666666666666,375,7,23194.00,350,93.33,1.95,-0.05
8-March-2019,58.00,62.00,58.00,60.55,59.845723421262989608,2502,28,149734.00,1495,59.75,4.00,2.55
7-March-2019,59.05,59.90,56.10,56.45,57.311987802553840289,5247,43,300716.00,4142,78.94,3.80,-2.60
6-March-2019,62.00,63.00,60.30,62.55,60.652892561983471074,121,5,7339.00,121,100.00,2.70,0.55
5-March-2019,73.45,73.45,58.05,61.45,60.834782608695652173,805,17,48972.00,600,74.53,15.40,-12.00
1-March-2019,60.00,65.00,60.00,64.40,61.372413793103448275,725,15,44495.00,675,93.10,5.00,4.40
28-February-2019,57.05,61.80,57.05,60.00,58.222222222222222222,45,3,2620.00,30,66.67,4.75,2.95
27-February-2019,62.95,62.95,62.00,62.00,62.383333333333333333,60,3,3743.00,35,58.33,0.95,-0.95
26-February-2019,61.00,63.50,59.00,62.00,62.224489795918367346,245,5,15245.00,145,59.18,4.50,1.00
25-February-2019,61.00,61.00,61.00,61.00,61.000000000000000000,20,2,1220.00,20,100.00,0.00,0.00
22-February-2019,62.00,65.00,60.05,62.25,62.992050874403815580,629,16,39622.00,440,69.95,4.95,0.25
21-February-2019,61.00,61.00,56.20,56.90,58.326775021385799828,1169,25,68184.00,923,78.96,4.80,-4.10
20-February-2019,59.00,62.85,57.05,60.80,60.655737704918032786,122,6,7400.00,110,90.16,5.80,1.80
19-February-2019,65.30,65.30,54.10,54.65,56.705614567526555386,659,12,37369.00,529,80.27,11.20,-10.65
18-February-2019,60.50,60.50,57.05,59.95,58.635000000000000000,200,4,11727.00,150,75.00,3.45,-0.55
15-February-2019,58.00,63.95,58.00,59.25,61.157676348547717842,241,9,14739.00,171,70.95,5.95,1.25
14-February-2019,60.30,60.30,60.00,60.25,60.105945945945945945,925,10,55598.00,855,92.43,0.30,-0.05
13-February-2019,60.00,61.90,56.25,56.50,56.991410488245931283,2212,23,126065.00,2071,93.63,5.65,-3.50
12-February-2019,57.25,64.20,57.25,58.50,59.247659574468085106,5875,35,348080.00,4180,71.15,6.95,1.25
11-February-2019,71.80,72.00,62.65,62.65,67.300000000000000000,100,3,6730.00,88,88.00,9.35,-9.15
8-February-2019,70.80,70.80,62.10,65.80,66.891719745222929936,157,7,10502.00,155,98.73,8.70,-5.00
7-February-2019,71.70,71.70,61.20,64.70,65.794736842105263157,380,6,25002.00,260,68.42,10.50,-7.00
6-February-2019,70.80,70.80,64.25,69.90,65.559105431309904153,626,7,41040.00,506,80.83,6.55,-0.90
5-February-2019,72.20,72.20,70.85,70.85,72.133333333333333333,210,2,15148.00,200,95.24,1.35,-1.35
4-February-2019,61.85,75.00,61.85,70.00,71.464467005076142131,394,19,28157.00,207,52.54,13.15,8.15
1-February-2019,70.00,70.00,70.00,70.00,70.000000000000000000,1300,6,91000.00,1300,100.00,0.00,0.00
31-January-2019,67.10,70.00,67.00,69.75,69.293729372937293729,303,10,20996.00,303,100.00,3.00,2.65
30-January-2019,66.20,66.50,66.20,66.50,66.475000000000000000,120,3,7977.00,110,91.67,0.30,0.30
29-January-2019,61.30,66.00,61.30,66.00,63.256944444444444444,144,3,9109.00,144,100.00,4.70,4.70
28-January-2019,71.00,74.25,66.10,68.95,69.408163265306122448,245,12,17005.00,245,100.00,8.15,-2.05
25-January-2019,70.00,71.00,70.00,71.00,70.019417475728155339,515,3,36060.00,515,100.00,1.00,1.00
24-January-2019,75.75,75.75,70.00,70.00,72.353233830845771144,201,5,14543.00,201,100.00,5.75,-5.75
23-January-2019,75.00,75.00,68.00,68.60,70.122500000000000000,400,13,28049.00,300,75.00,7.00,-6.40
22-January-2019,69.25,72.00,69.25,70.20,69.891666666666666666,600,12,41935.00,300,50.00,2.75,0.95
21-January-2019,76.50,76.50,65.00,72.30,72.634653077224617796,2551,36,185291.00,1491,58.45,11.50,-4.20
18-January-2019,65.10,70.90,65.00,69.10,67.983333333333333333,420,11,28553.00,270,64.29,5.90,4.00
17-January-2019,62.05,70.45,62.05,68.50,68.683741648106904231,1796,24,123356.00,1108,61.69,8.40,6.45
16-January-2019,75.00,75.00,72.50,73.20,73.913669064748201438,1946,21,143836.00,1081,55.55,2.50,-1.80
15-January-2019,73.50,73.50,73.40,73.50,73.472160356347438752,449,5,32989.00,449,100.00,0.10,0.00
14-January-2019,79.00,79.75,67.70,73.90,73.631024096385542168,1992,37,146673.00,1382,69.38,12.05,-5.10
11-January-2019,71.70,71.75,67.15,68.15,69.652259332023575638,509,8,35453.00,316,62.08,4.60,-3.55
10-January-2019,69.10,72.00,68.00,70.20,69.971933471933471933,962,15,67313.00,632,65.70,4.00,1.10
9-January-2019,74.00,76.95,70.00,70.65,71.539565016196205460,2161,31,154597.00,1776,82.18,6.95,-3.35
