Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
7-January-2020,31.35,31.35,31.35,31.35,31.300000000000000000,10,1,313.00,10,100.00,0.00,0.00
6-January-2020,31.50,31.50,30.00,30.00,31.111111111111111111,198,6,6160.00,198,100.00,1.50,-1.50
3-January-2020,28.95,30.35,27.55,30.00,28.984615384615384615,65,5,1884.00,65,100.00,2.80,1.05
2-January-2020,28.95,30.45,28.95,28.95,29.280000000000000000,200,5,5856.00,200,100.00,1.50,0.00
1-January-2020,30.45,30.45,30.45,30.45,30.400000000000000000,15,2,456.00,15,100.00,0.00,0.00
31-December-2019,30.45,30.45,27.55,29.00,27.883076923076923076,650,11,18124.00,650,100.00,2.90,-1.45
30-December-2019,29.50,29.50,26.80,29.00,26.943636363636363636,550,11,14819.00,550,100.00,2.70,-0.50
27-December-2019,26.60,28.25,26.60,28.20,28.103030303030303030,165,6,4637.00,165,100.00,1.65,1.60
26-December-2019,27.75,28.00,26.70,28.00,27.181818181818181818,330,13,8970.00,330,100.00,1.30,0.25
24-December-2019,28.10,28.10,28.10,28.10,28.099567099567099567,231,4,6491.00,231,100.00,0.00,0.00
23-December-2019,32.65,32.65,29.55,29.55,32.043315508021390374,1870,14,59921.00,1870,100.00,3.10,-3.10
20-December-2019,29.50,31.40,29.50,31.10,30.131147540983606557,305,5,9190.00,305,100.00,1.90,1.60
19-December-2019,30.95,30.95,29.95,29.95,30.059829059829059829,117,7,3517.00,117,100.00,1.00,-1.00
18-December-2019,29.15,29.50,29.00,29.50,29.042735042735042735,117,4,3398.00,117,100.00,0.50,0.35
17-December-2019,28.75,29.95,28.00,29.15,29.093457943925233644,107,8,3113.00,107,100.00,1.95,0.40
16-December-2019,29.00,29.00,27.55,28.75,28.931147540983606557,610,8,17648.00,610,100.00,1.45,-0.25
13-December-2019,29.00,29.50,29.00,29.00,29.020833333333333333,192,6,5572.00,192,100.00,0.50,0.00
12-December-2019,29.00,30.10,28.05,29.30,29.315384615384615384,260,10,7622.00,260,100.00,2.05,0.30
11-December-2019,29.50,29.50,29.50,29.50,29.500000000000000000,10,1,295.00,10,100.00,0.00,0.00
10-December-2019,28.00,28.50,28.00,28.45,28.459500000000000000,2000,7,56919.00,2000,100.00,0.50,0.45
9-December-2019,27.00,28.50,26.20,28.50,26.538984406237504998,2501,4,66374.00,2501,100.00,2.30,1.50
6-December-2019,27.55,27.55,27.55,27.55,27.533333333333333333,15,2,413.00,15,100.00,0.00,0.00
5-December-2019,30.00,31.40,29.00,29.00,29.036190476190476190,525,4,15244.00,525,100.00,2.40,-1.00
4-December-2019,30.25,30.25,29.00,30.00,30.169462610179129940,3517,17,106106.00,3517,100.00,1.25,-0.25
3-December-2019,26.15,28.85,26.15,28.85,28.396694214876033057,121,5,3436.00,121,100.00,2.70,2.70
2-December-2019,27.50,27.50,27.50,27.50,27.000000000000000000,1,1,27.00,1,100.00,0.00,0.00
29-November-2019,26.00,26.20,24.55,26.20,25.999011857707509881,1012,3,26311.00,1012,100.00,1.65,0.20
28-November-2019,26.05,26.05,25.00,25.00,25.678362573099415204,171,5,4391.00,171,100.00,1.05,-1.05
27-November-2019,23.00,24.85,23.00,24.85,24.151503006012024048,2495,11,60258.00,2495,100.00,1.85,1.85
26-November-2019,25.00,25.00,23.35,23.70,23.426268656716417910,1675,17,39239.00,1675,100.00,1.65,-1.30
25-November-2019,24.15,26.00,24.15,24.55,24.729729729729729729,925,17,22875.00,925,100.00,1.85,0.40
22-November-2019,25.20,27.00,25.20,25.40,25.227436823104693140,3878,30,97832.00,3878,100.00,1.80,0.20
21-November-2019,25.35,27.20,25.35,26.50,25.431593794076163610,709,29,18031.00,709,100.00,1.85,1.15
20-November-2019,29.00,29.00,26.60,26.65,26.639423076923076923,1040,20,27705.00,1036,99.62,2.40,-2.35
19-November-2019,30.50,30.50,27.80,27.80,28.581182620058804312,3061,28,87487.00,2535,82.82,2.70,-2.70
18-November-2019,29.40,29.40,26.60,29.25,26.725352112676056338,10934,37,292215.00,10125,92.60,2.80,-0.15
15-November-2019,29.15,29.15,26.45,28.00,28.476683029453015427,5704,34,162431.00,5704,100.00,2.70,-1.15
14-November-2019,27.80,27.80,27.80,27.80,27.800000000000000000,680,2,18904.00,680,100.00,0.00,0.00
13-November-2019,26.50,26.50,26.50,26.50,26.499530516431924882,1065,5,28222.00,1065,100.00,0.00,0.00
11-November-2019,25.25,25.25,25.25,25.25,25.248936170212765957,470,7,11867.00,470,100.00,0.00,0.00
8-November-2019,23.00,24.05,23.00,24.05,23.941457586618876941,1674,11,40078.00,1674,100.00,1.05,1.05
7-November-2019,22.40,22.95,22.40,22.95,22.661936220536660957,12261,16,277858.00,12261,100.00,0.55,0.55
6-November-2019,21.05,21.90,19.95,21.90,21.681851715234230911,5422,21,117559.00,4422,81.56,1.95,0.85
5-November-2019,20.90,20.90,20.90,20.90,20.900000000000000000,2000,9,41800.00,2000,100.00,0.00,0.00
4-November-2019,20.70,20.70,19.95,19.95,19.964705882352941176,1530,6,30546.00,1530,100.00,0.75,-0.75
1-November-2019,19.80,21.00,19.80,21.00,19.818911685994647636,1121,6,22217.00,1121,100.00,1.20,1.20
31-October-2019,20.80,20.80,20.80,20.80,20.800000000000000000,1000,2,20800.00,1000,100.00,0.00,0.00
30-October-2019,21.85,21.85,21.85,21.85,21.850000000000000000,2300,2,50255.00,2300,100.00,0.00,0.00
24-October-2019,23.00,23.00,23.00,23.00,23.000000000000000000,5,1,115.00,5,100.00,0.00,0.00
22-October-2019,23.10,23.10,22.00,22.00,22.100000000000000000,110,2,2431.00,110,100.00,1.10,-1.10
16-October-2019,22.10,22.10,22.10,22.10,22.000000000000000000,5,1,110.00,5,100.00,0.00,0.00
15-October-2019,21.50,21.50,21.50,21.50,21.400000000000000000,5,1,107.00,5,100.00,0.00,0.00
14-October-2019,20.70,20.70,20.70,20.70,20.600000000000000000,5,1,103.00,5,100.00,0.00,0.00
4-October-2019,19.90,20.35,19.90,20.00,20.273238556475550695,6401,4,129769.00,6401,100.00,0.45,0.10
3-October-2019,20.00,20.00,19.90,19.90,19.914285714285714285,35,4,697.00,35,100.00,0.10,-0.10
1-October-2019,19.75,19.75,18.80,19.60,18.933333333333333333,60,3,1136.00,60,100.00,0.95,-0.15
27-September-2019,19.50,19.50,19.00,19.00,19.019047619047619047,105,2,1997.00,105,100.00,0.50,-0.50
24-September-2019,19.00,19.00,19.00,19.00,19.000000000000000000,5,1,95.00,5,100.00,0.00,0.00
23-September-2019,18.30,18.30,18.30,18.30,18.280000000000000000,25,1,457.00,25,100.00,0.00,0.00
19-September-2019,16.20,17.80,16.20,17.80,16.854166666666666666,144,4,2427.00,144,100.00,1.60,1.60
18-September-2019,16.75,18.00,16.75,17.00,16.841549295774647887,1136,8,19132.00,875,77.02,1.25,0.25
17-September-2019,17.60,19.00,17.60,17.60,17.606003752345215759,1066,8,18768.00,1066,100.00,1.40,0.00
16-September-2019,17.65,18.55,17.65,18.50,17.735159817351598173,1095,5,19420.00,1095,100.00,0.90,0.85
13-September-2019,18.55,18.55,18.55,18.55,18.550000000000000000,100,1,1855.00,100,100.00,0.00,0.00
11-September-2019,20.00,20.00,18.20,19.50,18.391304347826086956,115,5,2115.00,115,100.00,1.80,-0.50
9-September-2019,19.10,19.10,19.10,19.10,19.100000000000000000,50,1,955.00,50,100.00,0.00,0.00
6-September-2019,20.05,20.05,20.05,20.05,20.050000000000000000,100,1,2005.00,100,100.00,0.00,0.00
