Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
22-July-2019,32.90,32.90,32.90,32.90,32.500000000000000000,2,1,65.00,2,100.00,0.00,0.00
19-July-2019,34.60,34.60,34.60,34.60,34.333333333333333333,3,3,103.00,3,100.00,0.00,0.00
17-July-2019,33.00,33.00,33.00,33.00,33.000000000000000000,43,4,1419.00,43,100.00,0.00,0.00
16-July-2019,34.00,34.00,33.00,33.00,33.031250000000000000,32,4,1057.00,32,100.00,1.00,-1.00
15-July-2019,34.00,34.00,32.50,32.50,33.250000000000000000,24,2,798.00,12,50.00,1.50,-1.50
10-July-2019,34.00,34.00,34.00,34.00,34.000000000000000000,5,2,170.00,5,100.00,0.00,0.00
8-July-2019,34.00,34.00,34.00,34.00,34.000000000000000000,13,4,442.00,13,100.00,0.00,0.00
2-July-2019,34.00,34.00,34.00,34.00,34.000000000000000000,1,1,34.00,1,100.00,0.00,0.00
25-June-2019,34.50,34.50,34.50,34.50,34.500000000000000000,4,3,138.00,2,50.00,0.00,0.00
17-June-2019,33.00,33.00,33.00,33.00,33.000000000000000000,5,1,165.00,5,100.00,0.00,0.00
23-April-2019,33.30,33.30,33.30,33.30,33.300000000000000000,250,1,8325.00,250,100.00,0.00,0.00
4-April-2019,35.00,35.00,35.00,35.00,35.000000000000000000,2,1,70.00,2,100.00,0.00,0.00
3-April-2019,35.00,35.00,35.00,35.00,35.000000000000000000,12,2,420.00,12,100.00,0.00,0.00
22-March-2019,33.50,33.50,33.50,33.50,33.333333333333333333,3,2,100.00,3,100.00,0.00,0.00
20-March-2019,31.95,31.95,31.95,31.95,31.000000000000000000,1,1,31.00,1,100.00,0.00,0.00
20-February-2019,30.45,30.45,30.45,30.45,30.000000000000000000,1,1,30.00,1,100.00,0.00,0.00
8-February-2019,29.00,29.00,29.00,29.00,29.000000000000000000,26,1,754.00,26,100.00,0.00,0.00
5-February-2019,29.00,29.00,29.00,29.00,29.000000000000000000,14,1,406.00,14,100.00,0.00,0.00
1-February-2019,32.85,32.85,29.75,29.75,32.811881188118811881,101,3,3314.00,101,100.00,3.10,-3.10
31-January-2019,31.30,31.30,31.30,31.30,31.277777777777777777,36,2,1126.00,36,100.00,0.00,0.00
14-January-2019,29.85,29.85,29.85,29.85,29.850000000000000000,20,2,597.00,20,100.00,0.00,0.00
11-January-2019,29.85,29.85,29.85,29.85,29.846846846846846846,111,5,3313.00,111,100.00,0.00,0.00
10-January-2019,29.85,29.85,29.85,29.85,29.000000000000000000,1,1,29.00,1,100.00,0.00,0.00
8-January-2019,32.00,32.00,31.40,31.40,31.555555555555555555,9,4,284.00,9,100.00,0.60,-0.60
