Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
7-January-2020,2.34,2.34,2.24,2.24,2.337142857142857142,525,5,1227.00,525,100.00,0.10,-0.10
6-January-2020,2.22,2.33,2.22,2.33,2.221198156682027649,434,3,964.00,434,100.00,0.11,0.11
3-January-2020,2.05,2.22,2.05,2.22,2.165289256198347107,121,5,262.00,121,100.00,0.17,0.17
2-January-2020,2.07,2.12,2.07,2.12,2.116541353383458646,266,3,563.00,266,100.00,0.05,0.05
1-January-2020,2.06,2.07,2.06,2.07,2.062500000000000000,192,3,396.00,192,100.00,0.01,0.01
31-December-2019,2.06,2.06,2.06,2.06,2.040816326530612244,49,3,100.00,49,100.00,0.00,0.00
30-December-2019,2.20,2.20,2.16,2.16,2.166666666666666666,24,2,52.00,24,100.00,0.04,-0.04
27-December-2019,2.25,2.47,2.25,2.26,2.299242424242424242,264,4,607.00,264,100.00,0.22,0.01
26-December-2019,2.41,2.41,2.34,2.36,2.371212121212121212,264,3,626.00,264,100.00,0.07,-0.05
24-December-2019,2.41,2.41,2.41,2.41,2.409090909090909090,44,2,106.00,44,100.00,0.00,0.00
23-December-2019,2.41,2.41,2.41,2.41,2.400000000000000000,55,5,132.00,55,100.00,0.00,0.00
20-December-2019,2.52,2.53,2.52,2.53,2.525000000000000000,120,3,303.00,120,100.00,0.01,0.01
19-December-2019,2.64,2.65,2.64,2.64,2.638709677419354838,465,5,1227.00,465,100.00,0.01,0.00
18-December-2019,2.75,2.75,2.75,2.75,2.750000000000000000,168,5,462.00,168,100.00,0.00,0.00
17-December-2019,2.89,2.89,2.89,2.89,2.888888888888888888,243,5,702.00,243,100.00,0.00,0.00
16-December-2019,2.80,2.89,2.80,2.89,2.886639676113360323,741,9,2139.00,741,100.00,0.09,0.09
13-December-2019,2.50,2.76,2.50,2.76,2.722222222222222222,54,3,147.00,54,100.00,0.26,0.26
12-December-2019,2.76,2.76,2.63,2.63,2.637096774193548387,124,5,327.00,124,100.00,0.13,-0.13
11-December-2019,2.76,2.76,2.76,2.76,2.758333333333333333,360,8,993.00,360,100.00,0.00,0.00
6-December-2019,2.90,2.90,2.90,2.90,2.898148148148148148,108,3,313.00,108,100.00,0.00,0.00
5-December-2019,2.90,2.95,2.90,2.90,2.929845422116527942,1682,7,4928.00,1682,100.00,0.05,0.00
4-December-2019,3.00,3.00,2.90,2.90,2.933333333333333333,210,5,616.00,210,100.00,0.10,-0.10
2-December-2019,3.00,3.00,3.00,3.00,3.000000000000000000,3789,6,11367.00,3789,100.00,0.00,0.00
29-November-2019,2.93,3.00,2.93,3.00,2.965931863727454909,499,9,1480.00,499,100.00,0.07,0.07
28-November-2019,3.00,3.15,2.90,3.08,2.956676136363636363,1408,9,4163.00,1408,100.00,0.25,0.08
27-November-2019,2.87,3.00,2.87,3.00,2.997142857142857142,350,13,1049.00,350,100.00,0.13,0.13
26-November-2019,2.87,2.87,2.87,2.87,2.869942196531791907,692,9,1986.00,692,100.00,0.00,0.00
25-November-2019,3.02,3.02,2.87,2.87,2.985221674876847290,406,6,1212.00,406,100.00,0.15,-0.15
22-November-2019,3.02,3.02,2.87,3.02,3.004115226337448559,243,7,730.00,243,100.00,0.15,0.00
21-November-2019,2.88,3.02,2.88,3.02,2.911654135338345864,532,7,1549.00,532,100.00,0.14,0.14
20-November-2019,2.75,2.88,2.75,2.88,2.853061224489795918,245,6,699.00,245,100.00,0.13,0.13
19-November-2019,2.75,2.75,2.75,2.75,2.748768472906403940,406,6,1116.00,406,100.00,0.00,0.00
15-November-2019,2.75,2.76,2.75,2.76,2.754266211604095563,293,7,807.00,293,100.00,0.01,0.01
14-November-2019,2.65,2.75,2.65,2.75,2.650406504065040650,123,5,326.00,123,100.00,0.10,0.10
13-November-2019,2.70,2.70,2.62,2.62,2.622641509433962264,53,3,139.00,53,100.00,0.08,-0.08
11-November-2019,2.75,2.75,2.75,2.75,2.750000000000000000,200,6,550.00,200,100.00,0.00,0.00
8-November-2019,2.80,2.80,2.80,2.80,2.795275590551181102,127,4,355.00,127,100.00,0.00,0.00
7-November-2019,2.80,2.80,2.80,2.80,2.799019607843137254,408,7,1142.00,408,100.00,0.00,0.00
6-November-2019,2.80,2.90,2.80,2.80,2.808139534883720930,172,5,483.00,172,100.00,0.10,0.00
5-November-2019,2.85,2.85,2.85,2.85,2.846153846153846153,104,5,296.00,104,100.00,0.00,0.00
4-November-2019,3.00,3.05,3.00,3.00,3.005917159763313609,169,6,508.00,169,100.00,0.05,0.00
31-October-2019,3.00,3.09,3.00,3.00,3.000000000000000000,81,7,243.00,81,100.00,0.09,0.00
30-October-2019,3.20,3.20,3.05,3.09,3.108208955223880597,268,5,833.00,268,100.00,0.15,-0.11
25-October-2019,3.25,3.25,3.20,3.20,3.233944954128440366,218,6,705.00,218,100.00,0.05,-0.05
24-October-2019,3.30,3.30,3.30,3.30,3.291666666666666666,24,1,79.00,24,100.00,0.00,0.00
23-October-2019,3.03,3.18,3.03,3.15,3.123333333333333333,600,7,1874.00,600,100.00,0.15,0.12
22-October-2019,3.03,3.03,3.03,3.03,3.026041666666666666,192,2,581.00,192,100.00,0.00,0.00
18-October-2019,3.17,3.17,3.17,3.17,3.166666666666666666,240,4,760.00,240,100.00,0.00,0.00
17-October-2019,3.15,3.15,3.10,3.15,3.118055555555555555,288,6,898.00,288,100.00,0.05,0.00
16-October-2019,3.15,3.15,3.15,3.15,3.147058823529411764,170,6,535.00,170,100.00,0.00,0.00
15-October-2019,3.30,3.30,3.30,3.30,3.291666666666666666,24,1,79.00,24,100.00,0.00,0.00
14-October-2019,3.35,3.35,3.26,3.26,3.344512195121951219,328,2,1097.00,328,100.00,0.09,-0.09
11-October-2019,3.57,3.57,3.40,3.40,3.516666666666666666,120,3,422.00,120,100.00,0.17,-0.17
10-October-2019,3.57,3.57,3.57,3.57,3.569105691056910569,123,4,439.00,123,100.00,0.00,0.00
9-October-2019,3.74,3.74,3.57,3.57,3.578947368421052631,152,6,544.00,152,100.00,0.17,-0.17
7-October-2019,3.80,3.80,3.73,3.74,3.793103448275862068,696,12,2640.00,696,100.00,0.07,-0.06
4-October-2019,3.85,3.85,3.80,3.80,3.821576763485477178,241,6,921.00,241,100.00,0.05,-0.05
1-October-2019,3.73,3.87,3.73,3.87,3.751724137931034482,290,2,1088.00,290,100.00,0.14,0.14
30-September-2019,3.80,3.80,3.80,3.80,3.800000000000000000,360,7,1368.00,360,100.00,0.00,0.00
27-September-2019,3.85,3.85,3.85,3.85,3.850000000000000000,120,3,462.00,120,100.00,0.00,0.00
26-September-2019,3.90,3.90,3.85,3.85,3.847222222222222222,144,5,554.00,144,100.00,0.05,-0.05
25-September-2019,3.86,3.92,3.86,3.92,3.864583333333333333,480,8,1855.00,480,100.00,0.06,0.06
24-September-2019,3.85,3.85,3.85,3.85,3.849362688296639629,863,7,3322.00,863,100.00,0.00,0.00
23-September-2019,3.90,3.90,3.90,3.90,3.898809523809523809,168,4,655.00,168,100.00,0.00,0.00
20-September-2019,3.90,3.90,3.90,3.90,3.898437500000000000,384,6,1497.00,384,100.00,0.00,0.00
19-September-2019,3.96,3.96,3.96,3.96,3.958333333333333333,504,6,1995.00,504,100.00,0.00,0.00
17-September-2019,4.01,4.01,4.01,4.01,4.010000000000000000,1000,1,4010.00,1000,100.00,0.00,0.00
12-September-2019,4.08,4.08,4.00,4.00,4.000000000000000000,48,2,192.00,48,100.00,0.08,-0.08
11-September-2019,4.00,4.10,4.00,4.00,4.008264462809917355,121,5,485.00,121,100.00,0.10,0.00
9-September-2019,4.02,4.02,4.02,4.02,4.019296254256526674,881,9,3541.00,881,100.00,0.00,0.00
6-September-2019,4.10,4.11,4.10,4.10,4.095238095238095238,105,5,430.00,105,100.00,0.01,0.00
5-September-2019,4.31,4.31,4.31,4.31,4.300000000000000000,80,1,344.00,80,100.00,0.00,0.00
4-September-2019,4.31,4.31,4.31,4.31,4.266666666666666666,15,2,64.00,15,100.00,0.00,0.00
3-September-2019,4.53,4.53,4.53,4.53,4.529177718832891246,754,2,3415.00,754,100.00,0.00,0.00
30-August-2019,4.76,4.76,4.76,4.76,4.666666666666666666,6,2,28.00,6,100.00,0.00,0.00
29-August-2019,5.01,5.01,5.01,5.01,5.000000000000000000,5,1,25.00,5,100.00,0.00,0.00
28-August-2019,5.27,5.27,5.27,5.27,5.200000000000000000,5,1,26.00,5,100.00,0.00,0.00
27-August-2019,5.54,5.54,5.54,5.54,5.454545454545454545,11,2,60.00,11,100.00,0.00,0.00
26-August-2019,5.83,5.83,5.83,5.83,5.828571428571428571,210,2,1224.00,210,100.00,0.00,0.00
