Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
7-January-2020,1298.40,1315.10,1290.10,1307.35,1301.001300954032957502,2306,370,3000109.00,1055,45.75,25.00,8.95
6-January-2020,1315.60,1330.00,1276.45,1286.70,1293.593722499266647110,3409,632,4409861.00,1428,41.89,53.55,-28.90
3-January-2020,1290.00,1324.90,1285.00,1321.45,1304.330445544554455445,2424,173,3161697.00,2424,100.00,39.90,31.45
2-January-2020,1285.00,1304.00,1284.00,1294.65,1293.184389140271493212,884,80,1143175.00,884,100.00,20.00,9.65
1-January-2020,1287.90,1297.00,1280.00,1287.00,1286.249492900608519269,493,57,634121.00,493,100.00,17.00,-0.90
31-December-2019,1305.00,1305.00,1275.00,1284.10,1284.795366795366795366,1554,80,1996572.00,1554,100.00,30.00,-20.90
30-December-2019,1277.00,1310.00,1260.00,1287.35,1282.702412868632707774,1492,164,1913792.00,1492,100.00,50.00,10.35
27-December-2019,1280.00,1280.00,1250.00,1275.75,1267.391803278688524590,1830,173,2319327.00,1830,100.00,30.00,-4.25
26-December-2019,1265.00,1278.00,1235.00,1268.50,1255.153125000000000000,2560,168,3213192.00,2560,100.00,43.00,3.50
24-December-2019,1278.50,1278.50,1240.00,1255.15,1252.356117566643882433,1463,147,1832197.00,1463,100.00,38.50,-23.35
23-December-2019,1265.00,1284.00,1230.00,1260.95,1258.778328882106066386,5242,440,6598516.00,5242,100.00,54.00,-4.05
20-December-2019,1329.00,1349.00,1262.55,1266.40,1289.878758949880668257,16760,1040,21618368.00,16760,100.00,86.45,-62.60
19-December-2019,1452.00,1483.00,1450.00,1476.80,1469.452660406885758998,5112,929,7511842.00,3347,65.47,33.00,24.80
18-December-2019,1473.60,1475.00,1441.85,1451.15,1454.428270042194092827,3318,662,4825793.00,1707,51.45,33.15,-22.45
17-December-2019,1480.55,1494.00,1467.50,1473.60,1481.170698131760078662,5085,383,7531753.00,2509,49.34,26.50,-6.95
16-December-2019,1486.00,1517.10,1471.10,1479.85,1493.150230414746543778,6510,898,9720408.00,1437,22.07,46.00,-6.15
13-December-2019,1498.80,1522.00,1472.10,1486.20,1500.089667250437828371,2855,422,4282756.00,967,33.87,49.90,-12.60
12-December-2019,1461.55,1491.00,1446.35,1484.25,1476.751828153564899451,4376,748,6462266.00,2103,48.06,44.65,22.70
11-December-2019,1460.00,1469.40,1441.00,1459.85,1455.927016645326504481,1562,391,2274158.00,786,50.32,28.40,-0.15
10-December-2019,1458.85,1462.00,1447.20,1449.70,1453.284454756380510440,2155,374,3131828.00,970,45.01,14.80,-9.15
9-December-2019,1441.90,1462.40,1437.90,1452.90,1450.820010404022888850,5767,736,8366879.00,4114,71.34,24.50,11.00
6-December-2019,1435.00,1448.80,1425.00,1444.60,1440.962240402769037130,9534,1613,13738134.00,6680,70.06,23.80,9.60
5-December-2019,1455.55,1455.55,1435.80,1439.60,1442.383975812547241118,1323,473,1908274.00,581,43.92,19.75,-15.95
4-December-2019,1474.00,1474.85,1446.00,1449.40,1453.998734977862112586,1581,220,2298772.00,1040,65.78,28.85,-24.60
3-December-2019,1479.00,1479.00,1455.85,1461.20,1461.994786235662148070,4795,1226,7010265.00,3146,65.61,23.15,-17.80
2-December-2019,1453.60,1491.10,1448.00,1479.45,1473.011585365853658536,3280,569,4831478.00,1403,42.77,43.10,25.85
29-November-2019,1463.75,1479.70,1441.00,1445.70,1453.208148148148148148,9450,1407,13732817.00,3617,38.28,38.70,-18.05
28-November-2019,1439.05,1483.25,1432.75,1446.10,1449.576283037337435323,7151,749,10365920.00,2789,39.00,50.50,7.05
27-November-2019,1427.35,1440.00,1416.00,1438.70,1433.070130967469370511,2367,465,3392077.00,1192,50.36,24.00,11.35
26-November-2019,1416.80,1432.20,1407.45,1414.45,1421.817829457364341085,3354,797,4768777.00,1260,37.57,24.75,-2.35
25-November-2019,1427.50,1427.50,1405.00,1407.25,1412.487084870848708487,1897,492,2679488.00,900,47.44,22.50,-20.25
22-November-2019,1421.00,1444.50,1405.05,1412.90,1416.116180503615058588,4011,1010,5680042.00,2610,65.07,39.45,-8.10
21-November-2019,1458.00,1458.00,1436.00,1439.60,1445.362198168193172356,1201,301,1735880.00,565,47.04,22.00,-18.40
20-November-2019,1474.60,1474.60,1440.05,1449.00,1457.761990950226244343,2210,392,3221654.00,1220,55.20,34.55,-25.60
19-November-2019,1475.00,1479.55,1453.40,1471.40,1469.264577656675749318,3670,588,5392201.00,2021,55.07,26.15,-3.60
18-November-2019,1460.35,1476.45,1447.20,1454.80,1452.942486085343228200,1617,329,2349408.00,556,34.38,29.25,-5.55
15-November-2019,1485.95,1485.95,1455.00,1467.45,1464.689066942362367536,3869,746,5666882.00,2019,52.18,30.95,-18.50
14-November-2019,1497.00,1497.00,1464.00,1468.30,1478.254844144903117101,2374,360,3509377.00,875,36.86,33.00,-28.70
13-November-2019,1457.55,1534.90,1420.00,1491.05,1467.056543634856887868,15687,2148,23013716.00,2847,18.15,114.90,33.50
11-November-2019,1470.00,1470.00,1444.60,1457.05,1453.835046248715313463,1946,412,2829163.00,1045,53.70,25.40,-12.95
8-November-2019,1481.30,1481.30,1442.65,1461.65,1457.910230179028132992,3910,708,5700429.00,1411,36.09,38.65,-19.65
7-November-2019,1472.40,1491.75,1457.00,1485.75,1476.637178375252963284,3459,442,5107688.00,1510,43.65,34.75,13.35
6-November-2019,1450.00,1469.10,1430.10,1462.20,1454.826747720364741641,2961,364,4307742.00,925,31.24,39.00,12.20
5-November-2019,1463.60,1472.25,1445.05,1448.50,1464.646939167146421032,26055,458,38161376.00,1046,4.01,27.20,-15.10
4-November-2019,1468.00,1476.85,1451.50,1456.45,1461.006242197253433208,2403,316,3510798.00,1149,47.82,25.35,-11.55
1-November-2019,1459.00,1479.95,1451.70,1458.55,1462.664156206415620641,3585,539,5243651.00,1849,51.58,28.25,-0.45
31-October-2019,1458.90,1498.00,1448.80,1457.65,1473.726810488850148906,13767,2287,20288797.00,7851,57.03,49.20,-1.25
30-October-2019,1494.00,1494.00,1442.50,1448.35,1451.162965006667586333,21747,1314,31558441.00,4297,19.76,51.50,-45.65
29-October-2019,1524.00,1524.65,1462.50,1470.05,1480.297497817864416642,6874,1409,10175565.00,3870,56.30,62.15,-53.95
27-October-2019,1500.00,1524.85,1500.00,1517.05,1513.552185548617305976,1121,152,1696692.00,765,68.24,24.85,17.05
25-October-2019,1524.00,1525.90,1482.85,1496.10,1491.383154537547115105,13796,428,20575122.00,1612,11.68,43.05,-27.90
24-October-2019,1547.70,1547.70,1507.65,1514.90,1519.525194592380172060,2441,289,3709161.00,1159,47.48,40.05,-32.80
23-October-2019,1551.70,1566.55,1531.00,1535.60,1548.628191375241364514,4661,749,7218156.00,1274,27.33,35.55,-16.10
22-October-2019,1549.95,1580.05,1520.00,1540.05,1549.420706841866787494,4414,451,6839143.00,1988,45.04,60.05,-9.90
18-October-2019,1525.00,1565.00,1524.00,1552.65,1540.506739146622980117,26858,706,41374930.00,2091,7.79,41.00,27.65
17-October-2019,1520.00,1534.00,1507.90,1521.40,1521.467751924267893479,11303,1756,17197150.00,8955,79.23,26.10,1.40
16-October-2019,1518.80,1536.65,1506.00,1519.10,1520.978668541959681200,4266,552,6488495.00,2124,49.79,30.65,0.30
15-October-2019,1483.95,1520.00,1445.70,1496.80,1488.176160084457027688,20839,791,31012103.00,5058,24.27,74.30,12.85
14-October-2019,1488.00,1503.45,1463.00,1473.65,1482.988777555110220440,2495,281,3700057.00,962,38.56,40.45,-14.35
11-October-2019,1475.00,1505.45,1470.20,1483.05,1490.220137990513152220,4638,677,6911641.00,1176,25.36,35.25,8.05
10-October-2019,1486.00,1490.00,1455.70,1465.35,1473.104502271788517141,2421,276,3566386.00,842,34.78,34.30,-20.65
9-October-2019,1483.00,1507.10,1465.80,1486.85,1488.666081787581465301,27926,684,41572489.00,1800,6.45,41.30,3.85
7-October-2019,1475.00,1482.35,1444.00,1464.50,1465.129045817570407734,2379,265,3485542.00,879,36.95,38.35,-10.50
4-October-2019,1462.40,1501.50,1448.00,1460.40,1472.424995809821777752,17899,400,26354935.00,1363,7.61,53.50,-2.00
3-October-2019,1485.00,1485.00,1453.00,1462.85,1463.286470463688333686,4723,373,6911102.00,3119,66.04,32.00,-22.15
1-October-2019,1548.80,1553.00,1448.10,1485.15,1495.004845924453280318,8048,1259,12031799.00,3684,45.78,104.90,-63.65
30-September-2019,1527.60,1534.35,1501.20,1521.00,1515.922388059701492537,3685,492,5586174.00,1105,29.99,33.15,-6.60
27-September-2019,1466.00,1550.90,1466.00,1545.75,1531.442880836306980951,19897,2748,30471119.00,5145,25.86,84.90,79.75
26-September-2019,1557.40,1583.80,1405.50,1460.50,1474.671789242590559824,34618,2723,51050188.00,9287,26.83,178.30,-96.90
25-September-2019,1573.40,1574.25,1511.00,1540.50,1543.030269948392219134,10076,1706,15547573.00,2253,22.36,63.25,-32.90
24-September-2019,1565.00,1578.45,1548.50,1573.40,1569.958188059861610255,37286,1921,58537461.00,5517,14.80,29.95,8.40
23-September-2019,1430.00,1580.00,1417.00,1554.70,1521.452053575401593022,22473,3220,34191592.00,9559,42.54,163.00,124.70
20-September-2019,1318.15,1530.00,1318.00,1413.30,1431.325987649099060993,23642,2125,33839409.00,9419,39.84,212.00,95.15
19-September-2019,1327.25,1331.80,1319.00,1322.15,1323.747074707470747074,1111,145,1470683.00,527,47.43,12.80,-5.10
18-September-2019,1334.20,1335.00,1324.45,1325.90,1329.175736961451247165,882,101,1172333.00,576,65.31,10.55,-8.30
17-September-2019,1355.00,1355.20,1332.00,1335.70,1339.412070759625390218,1922,258,2574350.00,629,32.73,23.20,-19.30
16-September-2019,1345.00,1370.00,1331.20,1343.30,1352.873142442914099311,2759,442,3732577.00,1041,37.73,38.80,-1.70
13-September-2019,1333.60,1364.00,1326.00,1349.25,1344.304472712351251538,2437,370,3276070.00,573,23.51,38.00,15.65
12-September-2019,1338.20,1345.00,1328.00,1332.65,1334.668967062514004033,22315,185,29783138.00,377,1.69,17.00,-5.55
11-September-2019,1338.00,1346.95,1321.85,1327.20,1335.123033707865168539,1780,230,2376519.00,841,47.25,25.10,-10.80
9-September-2019,1313.00,1337.35,1307.10,1324.30,1327.889981879368366554,3863,334,5129639.00,1251,32.38,30.25,11.30
6-September-2019,1319.50,1338.50,1312.00,1320.70,1323.630723291307232913,3014,281,3989423.00,1772,58.79,26.50,1.20
5-September-2019,1329.25,1333.00,1314.00,1316.05,1321.443750000000000000,800,199,1057155.00,424,53.00,19.00,-13.20
4-September-2019,1332.00,1339.00,1314.85,1318.40,1326.784687395519893012,2991,443,3968413.00,801,26.78,24.15,-13.60
3-September-2019,1340.00,1340.75,1320.00,1331.15,1334.252844839127136418,22409,475,29899272.00,3342,14.91,20.75,-8.85
30-August-2019,1345.00,1353.00,1327.85,1337.85,1334.499203005806671979,17566,405,23441813.00,628,3.58,25.15,-7.15
29-August-2019,1351.60,1360.20,1328.70,1333.00,1340.018796465142376209,21387,654,28658982.00,1543,7.21,31.50,-18.60
28-August-2019,1381.80,1390.00,1352.40,1361.30,1364.690205144713353428,34171,769,46632829.00,1926,5.64,37.60,-20.50
27-August-2019,1414.40,1417.75,1374.00,1380.75,1398.690387858347386172,2965,367,4147117.00,893,30.12,43.75,-33.65
26-August-2019,1361.00,1427.95,1334.15,1400.05,1353.162263912176911639,31609,606,42772106.00,1369,4.33,93.80,39.05
23-August-2019,1348.95,1350.00,1328.25,1339.10,1339.005464480874316939,2013,300,2695418.00,743,36.91,21.75,-9.85
22-August-2019,1356.50,1356.50,1341.00,1349.00,1349.015801354401805869,1329,214,1792842.00,316,23.78,15.50,-7.50
21-August-2019,1359.50,1372.20,1354.80,1359.15,1360.884615384615384615,1040,161,1415320.00,426,40.96,17.40,-0.35
20-August-2019,1365.30,1376.40,1360.65,1364.25,1366.625000000000000000,1128,241,1541553.00,380,33.69,15.75,-1.05
19-August-2019,1372.20,1381.00,1353.00,1375.05,1361.906121345073173663,33277,494,45320150.00,1469,4.41,28.00,2.85
16-August-2019,1365.00,1367.40,1338.55,1359.75,1358.991484316050447342,9277,448,12607364.00,7718,83.19,28.85,-5.25
14-August-2019,1400.00,1400.00,1313.20,1349.95,1348.581652939505822209,7042,850,9496712.00,1652,23.46,86.80,-50.05
