Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
20-September-2019,155.95,165.50,152.50,153.60,158.353858444172390181,96386,1776,15263095.00,42630,44.23,13.00,-2.35
19-September-2019,160.25,160.80,153.00,155.95,156.448410445642917967,70460,1352,11023355.00,18010,25.56,7.80,-4.30
18-September-2019,145.50,163.70,144.60,158.35,155.998681434599156118,117552,2608,18337957.00,25587,21.77,19.10,12.85
17-September-2019,141.00,146.35,140.00,143.10,143.055727489440006691,47822,991,6841211.00,23944,50.07,6.35,2.10
16-September-2019,136.80,143.10,136.50,140.70,141.263650085313033206,30476,945,4305151.00,17470,57.32,6.60,3.90
13-September-2019,136.55,141.40,136.00,137.45,138.590342386787141056,37297,1200,5169004.00,17175,46.05,5.40,0.90
12-September-2019,138.00,139.60,135.50,136.20,137.118166249505993940,15182,546,2081728.00,9133,60.16,4.10,-1.80
11-September-2019,139.00,145.60,138.00,141.25,141.695007030245011517,66854,1683,9472878.00,32725,48.95,7.60,2.25
9-September-2019,136.00,138.00,135.90,137.55,137.207226492815672537,30831,1066,4230236.00,22381,72.59,2.10,1.55
6-September-2019,136.50,138.00,135.55,135.75,136.754584978261955924,20011,778,2736596.00,14644,73.18,2.45,-0.75
5-September-2019,137.00,138.00,135.15,135.65,136.565858151673319005,6514,263,889590.00,3687,56.60,2.85,-1.35
4-September-2019,132.55,136.70,131.40,135.55,134.251711479313423950,10079,627,1353123.00,5680,56.35,5.30,3.00
3-September-2019,131.25,133.40,131.10,132.00,132.365278289716181349,2713,145,359107.00,1699,62.62,2.30,0.75
30-August-2019,133.95,134.20,130.75,133.30,130.889361714505113497,343796,462,44999239.00,337322,98.12,3.45,-0.65
29-August-2019,132.40,135.30,131.60,132.45,132.863130688841442858,26697,697,3547047.00,13965,52.31,3.70,0.05
28-August-2019,135.30,139.60,131.15,131.85,134.285290643612877283,39791,723,5343346.00,18981,47.70,8.45,-3.45
27-August-2019,131.00,138.00,131.00,136.35,135.265276854007316262,48112,975,6507883.00,32148,66.82,7.00,5.35
26-August-2019,127.00,130.60,125.55,130.10,128.296770262035344302,21333,1075,2736955.00,5954,27.91,5.05,3.10
23-August-2019,125.00,127.80,122.90,125.55,124.747622436436565957,15457,378,1928224.00,8510,55.06,4.90,0.55
22-August-2019,127.85,129.90,125.65,126.25,127.054328934663662697,15535,327,1973789.00,9603,61.82,4.25,-1.60
21-August-2019,127.15,131.40,126.00,128.95,128.453851293309153383,20954,590,2691622.00,11053,52.75,5.40,1.80
20-August-2019,130.95,131.45,127.00,127.40,128.377864456362749878,6153,223,789909.00,3251,52.84,4.45,-3.55
19-August-2019,128.00,133.00,126.10,129.85,130.023224728487886382,23940,540,3112756.00,8173,34.14,6.90,1.85
16-August-2019,130.30,130.30,126.50,128.00,128.034509672743491107,17937,293,2296555.00,8863,49.41,3.80,-2.30
14-August-2019,137.00,137.00,130.50,131.00,132.066064516129032258,7750,181,1023512.00,3705,47.81,6.50,-6.00
13-August-2019,136.45,137.00,130.00,132.30,132.844565217391304347,34040,529,4522029.00,20009,58.78,7.00,-4.15
9-August-2019,134.20,137.95,133.00,133.75,135.636908308507116848,30210,547,4097591.00,17360,57.46,4.95,-0.45
8-August-2019,133.70,135.50,132.50,133.35,133.787806599611787541,11334,202,1516351.00,7077,62.44,3.00,-0.35
7-August-2019,133.00,136.40,131.50,132.30,134.645042979942693409,17450,362,2349556.00,9880,56.62,4.90,-0.70
6-August-2019,131.40,136.10,131.35,133.15,133.485241701938070839,17956,381,2396861.00,7747,43.14,4.75,1.75
5-August-2019,135.00,135.00,128.00,131.45,130.490872210953346855,39440,715,5146560.00,13061,33.12,7.00,-3.55
2-August-2019,134.60,138.30,133.75,135.55,136.139992965177629264,22744,501,3096368.00,9711,42.70,4.55,0.95
1-August-2019,136.00,141.50,133.00,135.20,137.818372264972478571,73034,1194,10065427.00,16571,22.69,8.50,-0.80
31-July-2019,132.30,137.35,130.30,135.60,134.071534517099631309,23597,576,3163686.00,9011,38.19,7.05,3.30
30-July-2019,132.45,140.50,130.75,132.85,137.010421700670266635,95186,1446,13041474.00,40014,42.04,9.75,0.40
29-July-2019,129.50,133.90,129.50,132.95,132.838309223350774597,9747,374,1294775.00,6156,63.16,4.40,3.45
26-July-2019,130.00,134.10,129.10,130.95,131.845369418433410208,35989,749,4744983.00,17974,49.94,5.00,0.95
25-July-2019,127.95,132.45,127.95,130.20,130.097695852534562211,24955,530,3246588.00,12494,50.07,4.50,2.25
24-July-2019,132.00,134.00,125.10,126.10,128.204957595920482124,36671,643,4701404.00,20341,55.47,8.90,-5.90
23-July-2019,132.90,135.00,130.35,131.50,132.467872643943302880,32947,722,4364419.00,14809,44.95,4.65,-1.40
22-July-2019,133.00,133.10,127.90,131.85,130.455744015397570070,41565,784,5422393.00,16646,40.05,5.20,-1.15
19-July-2019,133.40,138.65,131.00,132.80,134.245052612003905220,64529,1410,8662699.00,33394,51.75,7.65,-0.60
18-July-2019,126.15,135.50,126.15,131.80,131.927552549576193912,126119,2449,16638571.00,52757,41.83,9.35,5.65
17-July-2019,121.00,127.65,121.00,126.00,125.019825856153298375,61788,1028,7724725.00,32770,53.04,6.65,5.00
16-July-2019,121.50,123.50,118.75,120.60,121.821237279057311194,29872,435,3639044.00,24940,83.49,4.75,-0.90
15-July-2019,119.15,123.90,118.15,120.55,120.405976925708243928,32157,504,3871895.00,20018,62.25,5.75,1.40
12-July-2019,118.50,119.00,117.20,117.70,118.400755124056094929,5562,127,658545.00,3275,58.88,1.80,-0.80
11-July-2019,118.90,119.05,117.00,118.65,117.953253777472527472,23296,376,2747839.00,13894,59.64,2.05,-0.25
10-July-2019,118.50,119.00,116.60,117.00,117.914508383846335511,12703,228,1497868.00,7712,60.71,2.40,-1.50
9-July-2019,117.05,119.40,117.00,118.90,118.913551015001490214,60394,696,7181665.00,45652,75.59,2.40,1.85
8-July-2019,119.30,119.50,116.10,117.65,117.018542779401390708,29769,486,3483525.00,14976,50.31,3.40,-1.65
5-July-2019,123.50,123.50,117.00,118.60,120.980857013982859720,55425,842,6705364.00,44251,79.84,6.50,-4.90
4-July-2019,124.00,124.00,122.00,122.70,122.940616367536536057,64799,820,7966429.00,47174,72.80,2.00,-1.30
3-July-2019,126.40,126.40,122.75,123.10,124.387366337441841482,98008,1554,12190957.00,80886,82.53,3.65,-3.30
2-July-2019,125.00,127.55,123.20,126.55,126.398089412475456879,26484,429,3347527.00,13076,49.37,4.35,1.55
1-July-2019,123.95,125.70,123.10,123.35,123.822884059267209253,33543,335,4153391.00,27169,81.00,2.60,-0.60
28-June-2019,120.95,131.85,118.50,123.95,125.716226908794635162,255292,3097,32094347.00,124673,48.84,13.35,3.00
27-June-2019,118.25,119.80,117.65,118.95,118.442037141249296567,7108,139,841886.00,4111,57.84,2.15,0.70
26-June-2019,117.00,118.50,117.00,118.00,118.109195402298850574,9048,121,1068652.00,7204,79.62,1.50,1.00
25-June-2019,118.10,118.95,116.00,117.95,118.349692431131318534,7478,156,885019.00,5185,69.34,2.95,-0.15
24-June-2019,118.00,119.00,117.20,118.10,118.259009295810518273,15706,217,1857376.00,12219,77.80,1.80,0.10
21-June-2019,118.10,119.50,117.40,117.85,118.336773305813553491,11628,236,1376020.00,4496,38.67,2.10,-0.25
20-June-2019,115.40,118.85,114.90,118.40,117.626481715006305170,7930,175,932778.00,4354,54.91,3.95,3.00
19-June-2019,116.65,117.50,114.00,115.45,115.345370434302285438,14483,207,1670547.00,8659,59.79,3.50,-1.20
18-June-2019,120.90,120.90,116.25,116.70,117.457290711384776627,15266,298,1793103.00,6747,44.20,4.65,-4.20
17-June-2019,120.00,121.95,117.50,118.00,119.989632204908073399,112753,1020,13529191.00,58684,52.05,4.45,-2.00
14-June-2019,118.00,119.10,116.55,117.50,118.501249960444289737,31601,213,3744758.00,19305,61.09,2.55,-0.50
13-June-2019,118.50,119.00,117.10,117.50,118.090953072085147556,4134,67,488188.00,2911,70.42,1.90,-1.00
12-June-2019,118.00,119.15,117.85,118.30,118.763939174511223750,5524,88,656052.00,3629,65.70,1.30,0.30
11-June-2019,117.15,119.00,116.00,118.75,118.690567876032290990,43108,299,5116513.00,24707,57.31,3.00,1.60
10-June-2019,117.50,120.00,117.15,118.10,118.853017034548944337,33344,170,3963035.00,25413,76.21,2.85,0.60
7-June-2019,119.10,120.10,118.15,118.70,119.160981195756991321,66368,507,7908476.00,45066,67.90,1.95,-0.40
6-June-2019,120.50,125.00,118.25,118.85,122.031021572472811552,39263,490,4791304.00,18278,46.55,6.75,-1.65
4-June-2019,117.90,122.60,117.90,120.50,120.017644037584217045,33099,451,3972464.00,14552,43.96,4.70,2.60
3-June-2019,115.20,119.00,115.20,117.90,118.608892209975714552,26765,228,3174567.00,17903,66.89,3.80,2.70
31-May-2019,122.85,122.90,116.00,118.25,119.540686672073533387,25893,314,3095267.00,13392,51.72,6.90,-4.60
30-May-2019,121.00,137.00,120.00,121.70,126.576726603287028253,142317,1875,18014020.00,61572,43.26,17.00,0.70
29-May-2019,120.90,121.00,115.60,116.20,119.033491165261577549,17318,269,2061422.00,9971,57.58,5.40,-4.70
28-May-2019,118.20,121.00,118.20,120.25,119.920155373327578765,4634,89,555710.00,3200,69.05,2.80,2.05
27-May-2019,120.00,123.20,119.00,119.40,120.049131411520587176,58313,360,7000425.00,45197,77.51,4.20,-0.60
24-May-2019,118.20,119.50,117.50,119.45,119.277517564402810304,13664,87,1629808.00,12340,90.31,2.00,1.25
23-May-2019,119.90,120.50,117.05,118.15,119.683317761860271981,48165,221,5764547.00,41738,86.66,3.45,-1.75
22-May-2019,116.40,120.00,114.35,117.80,117.852535832414553472,10884,215,1282707.00,4846,44.52,5.65,1.40
21-May-2019,119.20,119.20,113.00,113.95,114.931968693558097531,6644,156,763608.00,2333,35.11,6.20,-5.25
20-May-2019,120.20,120.85,116.70,117.10,118.549558723693143245,5892,107,698494.00,2750,46.67,4.15,-3.10
17-May-2019,118.65,118.65,115.50,117.15,117.328529094827586206,7424,142,871047.00,4446,59.89,3.15,-1.50
16-May-2019,114.40,123.00,111.45,118.65,119.008600306597032764,38487,618,4580284.00,17304,44.96,11.55,4.25
15-May-2019,114.10,114.90,112.00,112.20,113.006131549609810479,1794,66,202733.00,1292,72.02,2.90,-1.90
14-May-2019,112.90,115.95,110.15,112.80,111.895007342143906020,2724,57,304802.00,1271,46.66,5.80,-0.10
13-May-2019,114.75,114.75,112.05,113.20,113.576204523107177974,6102,100,693042.00,4204,68.90,2.70,-1.55
10-May-2019,116.00,116.75,112.70,114.10,115.213273340832395950,8890,151,1024246.00,4178,47.00,4.05,-1.90
9-May-2019,114.50,114.50,107.20,112.60,112.743149671539326507,16897,134,1905021.00,14704,87.02,7.30,-1.90
8-May-2019,113.00,120.20,112.05,114.35,115.885828198622689380,13795,335,1598645.00,6900,50.02,8.15,1.35
7-May-2019,109.65,120.50,109.65,114.15,117.307282765873537531,30428,608,3569426.00,12266,40.31,10.85,4.50
6-May-2019,109.90,111.70,106.00,109.75,108.900019508388607101,10252,245,1116443.00,4008,39.09,5.70,-0.15
3-May-2019,117.50,118.90,108.00,111.00,113.925903993486065361,27019,708,3078164.00,9414,34.84,10.90,-6.50
2-May-2019,103.95,124.80,99.50,118.35,116.767989269654891871,90957,1642,10620866.00,19256,21.17,25.30,14.40
30-April-2019,103.90,113.50,103.30,106.15,106.681157689398463314,25119,386,2679724.00,8071,32.13,10.20,2.25
26-April-2019,96.80,97.00,93.20,94.65,95.682170542635658914,129,10,12343.00,31,24.03,3.80,-2.15
25-April-2019,97.95,97.95,96.75,96.95,96.961538461538461538,26,5,2521.00,13,50.00,1.20,-1.00
24-April-2019,97.35,99.00,95.60,96.50,96.886156008432888264,2846,69,275738.00,906,31.83,3.40,-0.85
23-April-2019,99.05,100.10,92.20,96.15,97.581753554502369668,844,31,82359.00,407,48.22,7.90,-2.90
22-April-2019,101.70,101.70,98.20,99.70,99.699344149119779081,5794,111,577658.00,1810,31.24,3.50,-2.00
18-April-2019,101.50,101.50,100.00,100.50,100.677477477477477477,555,27,55876.00,280,50.45,1.50,-1.00
16-April-2019,101.00,102.95,99.95,101.70,101.074850299401197604,668,32,67518.00,441,66.02,3.00,0.70
15-April-2019,100.45,102.95,100.45,101.85,101.650882825040128410,1246,30,126657.00,611,49.04,2.50,1.40
12-April-2019,99.50,100.00,98.00,98.60,99.003496503496503496,858,36,84945.00,317,36.95,2.00,-0.90
11-April-2019,97.50,100.90,97.25,99.35,98.149669845928099779,1363,47,133778.00,440,32.28,3.65,1.85
10-April-2019,98.00,99.10,97.00,98.05,97.794117647058823529,8738,113,854525.00,3570,40.86,2.10,0.05
9-April-2019,99.50,100.00,98.00,99.80,99.118101545253863134,906,11,89801.00,803,88.63,2.00,0.30
8-April-2019,97.55,99.50,97.50,97.95,98.626823694849709966,5689,58,561088.00,1760,30.94,2.00,0.40
5-April-2019,99.25,99.25,96.00,97.45,97.956190476190476190,1050,30,102854.00,570,54.29,3.25,-1.80
4-April-2019,97.45,99.10,97.15,98.75,98.461642675698560541,5905,80,581416.00,1010,17.10,1.95,1.30
3-April-2019,99.50,100.75,98.85,98.90,99.234890109890109890,728,18,72243.00,482,66.21,1.90,-0.60
2-April-2019,102.50,102.80,99.00,102.05,101.881048086943576001,13434,223,1368670.00,5064,37.70,3.80,-0.45
1-April-2019,101.20,102.95,100.50,100.75,101.008969996906897618,3233,43,326562.00,1700,52.58,2.45,-0.45
29-March-2019,99.45,100.80,97.20,97.45,99.652966895690193628,8005,149,797722.00,362,4.52,3.60,-2.00
28-March-2019,96.05,103.00,96.05,98.45,99.021020695633329721,9229,186,913865.00,2619,28.38,6.95,2.40
27-March-2019,98.90,98.90,92.25,94.30,96.759246003340491529,4191,100,405518.00,1683,40.16,6.65,-4.60
26-March-2019,98.95,99.50,97.65,98.85,98.605709876543209876,1296,26,127793.00,1016,78.40,1.85,-0.10
25-March-2019,99.45,100.00,96.30,99.25,98.292531120331950207,1446,32,142131.00,800,55.33,3.70,-0.20
22-March-2019,99.80,102.95,97.50,98.80,100.581207278328680080,10387,162,1044737.00,3825,36.82,5.45,-1.00
20-March-2019,99.75,100.20,97.10,97.35,98.446373850868232890,979,25,96379.00,287,29.32,3.10,-2.40
19-March-2019,100.05,100.05,97.20,98.25,98.603074141048824593,1106,32,109055.00,466,42.13,2.85,-1.80
18-March-2019,100.75,100.75,98.00,99.10,98.793673276676109537,2118,37,209245.00,945,44.62,2.75,-1.65
15-March-2019,103.10,104.00,97.05,98.95,100.877701934015927189,1758,96,177343.00,570,32.42,6.95,-4.15
14-March-2019,104.00,104.35,99.00,99.70,100.851361031518624641,5584,122,563154.00,2150,38.50,5.35,-4.30
13-March-2019,103.00,104.80,101.50,102.95,103.278545306785859406,9844,152,1016674.00,2515,25.55,3.30,-0.05
12-March-2019,100.15,105.00,100.00,101.40,102.846318637952418536,8869,172,912144.00,1402,15.81,5.00,1.25
11-March-2019,99.00,109.10,94.50,98.85,102.190534191752218548,40229,784,4111023.00,5758,14.31,14.60,-0.15
8-March-2019,95.00,97.00,94.35,94.50,95.256371814092953523,2001,55,190608.00,776,38.78,2.65,-0.50
7-March-2019,95.45,95.45,92.10,93.45,93.745744295545092357,2761,62,258832.00,1523,55.16,3.35,-2.00
6-March-2019,97.05,98.85,95.00,97.65,97.374162323157110945,5372,104,523094.00,2816,52.42,3.85,0.60
5-March-2019,105.00,105.00,95.70,96.70,98.401731354642313546,10512,199,1034399.00,3808,36.23,9.30,-8.30
1-March-2019,88.00,102.85,87.60,100.00,98.225190020182934684,23287,346,2287370.00,10765,46.23,15.25,12.00
28-February-2019,84.00,88.00,84.00,86.95,85.015855039637599093,1766,35,150138.00,825,46.72,4.00,2.95
27-February-2019,84.50,86.10,84.50,85.90,85.509433962264150943,53,8,4532.00,22,41.51,1.60,1.40
26-February-2019,83.00,86.00,83.00,85.60,85.083067092651757188,2191,73,186417.00,1015,46.33,3.00,2.60
25-February-2019,84.00,86.00,82.00,85.90,84.527849740932642487,3088,77,261022.00,1696,54.92,4.00,1.90
22-February-2019,83.40,86.00,83.00,85.25,84.415596919127086007,3116,53,263039.00,2062,66.17,3.00,1.85
21-February-2019,81.90,82.00,80.50,80.50,81.507299270072992700,548,18,44666.00,420,76.64,1.50,-1.40
20-February-2019,80.50,83.75,80.50,82.05,82.025830258302583025,271,9,22229.00,251,92.62,3.25,1.55
19-February-2019,80.85,81.70,79.00,80.30,80.673935091277890466,1972,26,159089.00,476,24.14,2.70,-0.55
18-February-2019,85.00,85.00,78.55,79.50,81.107692307692307692,1430,49,115984.00,690,48.25,6.45,-5.50
15-February-2019,83.00,84.90,81.90,83.85,83.100000000000000000,1500,40,124650.00,272,18.13,3.00,0.85
14-February-2019,84.70,84.70,81.00,81.00,81.994800693240901213,577,22,47311.00,240,41.59,3.70,-3.70
13-February-2019,83.85,86.65,80.65,82.50,83.754658385093167701,1288,68,107876.00,621,48.21,6.00,-1.35
12-February-2019,83.50,88.00,82.45,87.20,84.936986301369863013,1825,60,155010.00,1110,60.82,5.55,3.70
11-February-2019,84.40,84.95,83.05,83.40,83.977037037037037037,2700,56,226738.00,1786,66.15,1.90,-1.00
8-February-2019,82.70,82.70,80.50,81.45,81.983361064891846921,601,18,49272.00,319,53.08,2.20,-1.25
7-February-2019,80.75,83.10,80.50,81.80,81.298058252427184466,1030,38,83737.00,505,49.03,2.60,1.05
6-February-2019,84.00,84.00,79.55,80.95,81.892395982783357245,697,31,57079.00,357,51.22,4.45,-3.05
5-February-2019,87.00,87.00,81.05,81.85,83.555781966377992868,1963,69,164020.00,1053,53.64,5.95,-5.15
4-February-2019,83.25,88.50,83.00,86.95,85.404105195638229634,1559,64,133145.00,631,40.47,5.50,3.70
1-February-2019,86.65,87.80,83.40,84.75,85.660529344073647871,1738,43,148878.00,660,37.97,4.40,-1.90
31-January-2019,84.00,88.15,83.00,86.75,85.209219858156028368,846,28,72087.00,381,45.04,5.15,2.75
30-January-2019,83.00,87.60,83.00,86.50,84.848484848484848484,495,19,42000.00,330,66.67,4.60,3.50
29-January-2019,85.90,85.90,82.55,83.00,83.819615912208504801,1458,32,122209.00,819,56.17,3.35,-2.90
28-January-2019,86.00,87.20,82.25,83.75,85.580318650421743205,10670,195,913142.00,1295,12.14,4.95,-2.25
25-January-2019,89.60,89.90,86.70,87.45,88.053747534516765285,2028,68,178573.00,899,44.33,3.20,-2.15
24-January-2019,91.40,91.65,89.10,89.15,90.437639198218262806,1796,56,162426.00,978,54.45,2.55,-2.25
23-January-2019,91.70,92.50,90.70,90.70,91.792760180995475113,1105,43,101431.00,712,64.43,1.80,-1.00
22-January-2019,93.25,94.00,90.60,91.85,92.441295546558704453,988,25,91332.00,173,17.51,3.40,-1.40
21-January-2019,92.00,93.70,91.20,92.00,92.311264822134387351,1012,26,93419.00,429,42.39,2.50,0.00
18-January-2019,93.15,94.75,91.65,92.35,92.896174863387978142,549,18,51000.00,297,54.10,3.10,-0.80
