Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
7-January-2020,22.45,22.45,22.40,22.40,22.000000000000000000,2,2,44.00,1,50.00,0.05,-0.05
6-January-2020,21.45,21.60,21.40,21.60,21.400000000000000000,5,4,107.00,2,40.00,0.20,0.15
3-January-2020,20.70,20.70,18.80,20.60,19.325581395348837209,86,12,1662.00,80,93.02,1.90,-0.10
2-January-2020,21.50,21.50,19.75,19.75,20.500000000000000000,2,2,41.00,1,50.00,1.75,-1.75
1-January-2020,20.90,20.90,20.75,20.75,20.666666666666666666,6,3,124.00,5,83.33,0.15,-0.15
31-December-2019,20.20,20.20,20.20,20.20,20.000000000000000000,1,1,20.00,1,100.00,0.00,0.00
30-December-2019,19.80,20.30,19.80,20.20,19.882389545737398879,1607,13,31951.00,1606,99.94,0.50,0.40
27-December-2019,19.85,19.85,19.85,19.85,19.000000000000000000,1,1,19.00,1,100.00,0.00,0.00
26-December-2019,18.10,19.00,18.10,19.00,18.117647058823529411,51,2,924.00,51,100.00,0.90,0.90
24-December-2019,19.05,19.05,19.05,19.05,19.000000000000000000,1,1,19.00,1,100.00,0.00,0.00
23-December-2019,19.10,19.15,18.30,19.10,18.809230769230769230,325,12,6113.00,226,69.54,0.85,0.00
20-December-2019,19.40,19.40,17.60,19.25,18.012953367875647668,386,9,6953.00,385,99.74,1.80,-0.15
19-December-2019,18.50,18.50,18.50,18.50,18.000000000000000000,1,1,18.00,1,100.00,0.00,0.00
18-December-2019,17.95,17.95,17.95,17.95,17.000000000000000000,1,1,17.00,1,100.00,0.00,0.00
17-December-2019,18.30,19.00,18.05,18.05,18.388059701492537313,402,20,7392.00,402,100.00,0.95,-0.25
16-December-2019,19.50,19.50,18.05,18.95,18.230158730158730158,252,8,4594.00,227,90.08,1.45,-0.55
13-December-2019,18.35,19.15,18.35,19.00,18.974522292993630573,157,3,2979.00,157,100.00,0.80,0.65
12-December-2019,17.50,18.35,17.50,18.25,17.821011673151750972,257,17,4580.00,246,95.72,0.85,0.75
11-December-2019,17.50,17.50,17.50,17.50,17.000000000000000000,1,1,17.00,1,100.00,0.00,0.00
10-December-2019,16.20,17.00,16.20,17.00,16.500000000000000000,2,2,33.00,2,100.00,0.80,0.80
9-December-2019,16.15,16.20,16.15,16.20,16.000000000000000000,2,2,32.00,1,50.00,0.05,0.05
6-December-2019,15.50,15.50,15.50,15.50,15.000000000000000000,1,1,15.00,1,100.00,0.00,0.00
5-December-2019,14.80,15.50,14.80,15.50,14.864864864864864864,111,3,1650.00,111,100.00,0.70,0.70
4-December-2019,15.55,15.55,15.55,15.55,15.000000000000000000,1,1,15.00,1,100.00,0.00,0.00
2-December-2019,15.60,15.60,15.60,15.60,15.598006644518272425,301,3,4695.00,301,100.00,0.00,0.00
29-November-2019,15.60,15.60,15.60,15.60,15.588235294117647058,17,2,265.00,17,100.00,0.00,0.00
28-November-2019,15.60,15.60,14.80,15.60,14.839353612167300380,1052,4,15611.00,1052,100.00,0.80,0.00
27-November-2019,14.90,14.90,14.90,14.90,14.896396396396396396,222,5,3307.00,222,100.00,0.00,0.00
26-November-2019,13.55,14.20,13.55,14.20,13.801526717557251908,131,3,1808.00,131,100.00,0.65,0.65
25-November-2019,13.55,13.55,13.00,13.55,13.001108647450110864,902,5,11727.00,902,100.00,0.55,0.00
22-November-2019,12.95,12.95,12.95,12.95,12.945945945945945945,111,5,1437.00,111,100.00,0.00,0.00
21-November-2019,12.40,12.40,11.30,12.35,12.339622641509433962,106,7,1308.00,106,100.00,1.10,-0.05
20-November-2019,11.80,11.85,10.75,11.85,11.386809269162210338,1683,15,19164.00,1150,68.33,1.10,0.05
19-November-2019,10.30,11.30,10.30,11.30,10.698234349919743178,1246,11,13330.00,1244,99.84,1.00,1.00
18-November-2019,11.90,11.90,10.80,10.80,10.802325581395348837,86,3,929.00,85,98.84,1.10,-1.10
15-November-2019,11.35,12.45,11.35,11.35,11.479809976247030878,421,6,4833.00,421,100.00,1.10,0.00
14-November-2019,11.90,11.90,11.90,11.90,11.899900695134061569,5035,6,59916.00,5035,100.00,0.00,0.00
13-November-2019,12.50,12.50,12.50,12.50,12.500000000000000000,3906,10,48825.00,3906,100.00,0.00,0.00
11-November-2019,13.15,13.15,13.15,13.15,13.140350877192982456,57,3,749.00,57,100.00,0.00,0.00
8-November-2019,13.80,13.80,13.80,13.80,13.799011532125205930,607,7,8376.00,607,100.00,0.00,0.00
7-November-2019,14.55,15.10,14.50,14.50,14.549763033175355450,211,3,3070.00,211,100.00,0.60,-0.05
