Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
2-July-2019,6.35,6.35,6.35,6.35,6.346153846153846153,26,2,165.00,26,100.00,0.00,0.00
1-July-2019,6.68,6.68,6.68,6.68,6.680000000000000000,500,1,3340.00,500,100.00,0.00,0.00
28-June-2019,7.02,7.02,7.02,7.02,7.020000000000000000,500,1,3510.00,500,100.00,0.00,0.00
27-June-2019,7.38,7.38,7.38,7.38,7.366666666666666666,30,1,221.00,30,100.00,0.00,0.00
26-June-2019,7.04,7.04,7.04,7.04,7.038983050847457627,590,6,4153.00,585,99.15,0.00,0.00
24-June-2019,7.41,7.42,7.41,7.41,7.415178571428571428,224,4,1661.00,224,100.00,0.01,0.00
21-June-2019,8.00,8.00,7.80,7.80,7.893333333333333333,150,10,1184.00,150,100.00,0.20,-0.20
20-June-2019,7.80,8.19,7.80,8.19,7.995000000000000000,200,3,1599.00,200,100.00,0.39,0.39
19-June-2019,7.80,7.80,7.80,7.80,7.800000000000000000,10,1,78.00,10,100.00,0.00,0.00
18-June-2019,8.06,8.06,8.06,8.06,8.059770114942528735,2610,8,21036.00,2610,100.00,0.00,0.00
17-June-2019,8.51,8.51,8.48,8.48,8.488603988603988603,3510,7,29795.00,3510,100.00,0.03,-0.03
14-June-2019,8.76,8.92,8.76,8.92,8.885964912280701754,1254,8,11143.00,1254,100.00,0.16,0.16
13-June-2019,9.22,9.22,9.22,9.22,9.200000000000000000,35,3,322.00,35,100.00,0.00,0.00
11-June-2019,9.70,9.70,9.70,9.70,9.700000000000000000,200,1,1940.00,200,100.00,0.00,0.00
10-June-2019,9.50,9.50,9.50,9.50,9.500000000000000000,2,1,19.00,2,100.00,0.00,0.00
4-June-2019,10.00,10.00,10.00,10.00,10.000000000000000000,8,2,80.00,8,100.00,0.00,0.00
3-June-2019,10.70,10.70,10.20,10.21,10.244444444444444444,45,3,461.00,45,100.00,0.50,-0.49
31-May-2019,10.40,10.70,10.25,10.70,10.417421885567428648,7393,15,77016.00,4191,56.69,0.45,0.30
30-May-2019,10.85,10.85,10.75,10.75,10.820915032679738562,765,6,8278.00,765,100.00,0.10,-0.10
29-May-2019,11.60,12.40,11.30,11.30,11.450420954162768942,2138,6,24481.00,2138,100.00,1.10,-0.30
28-May-2019,11.85,11.85,11.85,11.85,11.849666983824928639,1051,11,12454.00,1051,100.00,0.00,0.00
27-May-2019,12.80,12.80,12.45,12.45,12.465306938612277544,5001,13,62339.00,5001,100.00,0.35,-0.35
24-May-2019,13.10,13.10,13.10,13.10,13.099933377748167888,1501,11,19663.00,1501,100.00,0.00,0.00
23-May-2019,13.80,13.80,13.75,13.75,13.795774647887323943,426,6,5877.00,426,100.00,0.05,-0.05
22-May-2019,14.70,14.70,14.45,14.45,14.482107806130152498,6623,17,95915.00,6623,100.00,0.25,-0.25
21-May-2019,15.55,15.95,14.70,15.20,15.111835283661679751,6751,19,102020.00,6721,99.56,1.25,-0.35
20-May-2019,16.50,16.50,15.45,15.45,16.076744186046511627,430,5,6913.00,430,100.00,1.05,-1.05
17-May-2019,16.15,16.15,15.40,16.00,16.136445242369838420,557,5,8988.00,557,100.00,0.75,-0.15
16-May-2019,14.90,15.40,14.90,15.40,14.959326424870466321,3860,13,57743.00,3860,100.00,0.50,0.50
15-May-2019,13.50,14.75,13.40,14.75,14.513651315789473684,6080,19,88243.00,4590,75.49,1.35,1.25
14-May-2019,13.40,14.80,13.40,14.05,14.696013042833852082,6747,31,99154.00,5806,86.05,1.40,0.65
13-May-2019,15.40,15.40,14.10,14.10,15.086746987951807228,415,6,6261.00,415,100.00,1.30,-1.30
10-May-2019,14.75,14.80,14.70,14.70,14.700268489138393946,4097,8,60227.00,4087,99.76,0.10,-0.05
9-May-2019,14.60,15.55,14.35,15.45,14.461689403849747710,10702,14,154769.00,10637,99.39,1.20,0.85
8-May-2019,15.55,15.60,14.80,15.00,15.006342494714587737,13717,16,205842.00,12462,90.85,0.80,-0.55
7-May-2019,15.85,17.00,15.50,15.55,16.190370880614871478,27583,57,446579.00,25080,90.93,1.50,-0.30
6-May-2019,15.70,17.30,15.70,16.20,16.847727707310854738,15689,48,264324.00,14383,91.68,1.60,0.50
3-May-2019,16.50,17.90,16.50,16.50,17.562033449872436927,10583,47,185859.00,10018,94.66,1.40,0.00
2-May-2019,17.05,18.75,17.05,17.20,17.307584234426352893,39859,91,689863.00,32405,81.30,1.70,0.15
30-April-2019,17.90,17.90,17.90,17.90,17.896414342629482071,251,4,4492.00,251,100.00,0.00,0.00
26-April-2019,19.85,19.85,19.85,19.85,19.846560846560846560,189,11,3751.00,189,100.00,0.00,0.00
25-April-2019,24.95,24.95,22.05,22.05,22.103553454323623608,6557,34,144933.00,6366,97.09,2.90,-2.90
24-April-2019,24.75,24.75,24.10,24.45,24.731759520563148048,63074,111,1559931.00,56941,90.28,0.65,-0.30
23-April-2019,22.50,22.50,22.50,22.50,22.500000000000000000,6932,9,155970.00,6932,100.00,0.00,0.00
22-April-2019,21.45,21.45,20.50,21.45,21.437453113278319579,21328,57,457218.00,21328,100.00,0.95,0.00
18-April-2019,20.45,20.45,20.45,20.45,20.450000000000000000,440,3,8998.00,440,100.00,0.00,0.00
16-April-2019,19.50,19.50,19.50,19.50,19.500000000000000000,15020,43,292890.00,15020,100.00,0.00,0.00
15-April-2019,18.60,18.60,18.60,18.60,18.600000000000000000,4550,6,84630.00,4550,100.00,0.00,0.00
12-April-2019,17.75,17.75,16.95,17.75,17.735952412958731012,29756,35,527751.00,29756,100.00,0.80,0.00
11-April-2019,16.95,16.95,15.35,16.95,16.899344015485536079,83691,106,1414323.00,83691,100.00,1.60,0.00
10-April-2019,16.15,16.15,16.15,16.15,16.149416909620991253,1372,12,22157.00,1372,100.00,0.00,0.00
9-April-2019,15.40,15.40,15.40,15.40,15.399705014749262536,1356,9,20882.00,1356,100.00,0.00,0.00
8-April-2019,14.00,14.70,14.00,14.70,14.042395693135935397,8916,10,125202.00,8916,100.00,0.70,0.70
