Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
6-January-2020,3.10,3.10,3.10,3.10,3.100000000000000000,600,2,1860.00,600,100.00,0.00,0.00
1-January-2020,2.96,3.10,2.96,2.96,3.054558011049723756,1448,4,4423.00,1448,100.00,0.14,0.00
31-December-2019,2.96,2.96,2.96,2.96,2.960000000000000000,250,1,740.00,250,100.00,0.00,0.00
30-December-2019,2.82,2.82,2.82,2.82,2.820000000000000000,50,1,141.00,50,100.00,0.00,0.00
18-December-2019,2.69,2.69,2.69,2.69,2.682926829268292682,82,1,220.00,82,100.00,0.00,0.00
11-December-2019,2.68,2.68,2.68,2.68,2.676991150442477876,226,2,605.00,226,100.00,0.00,0.00
10-December-2019,2.82,2.82,2.82,2.82,2.800000000000000000,10,1,28.00,10,100.00,0.00,0.00
9-December-2019,2.96,2.96,2.96,2.96,2.900000000000000000,10,1,29.00,10,100.00,0.00,0.00
6-December-2019,3.11,3.11,3.11,3.11,3.100000000000000000,10,1,31.00,10,100.00,0.00,0.00
5-December-2019,3.27,3.27,3.27,3.27,3.200000000000000000,10,1,32.00,10,100.00,0.00,0.00
4-December-2019,3.44,3.44,3.44,3.44,3.400000000000000000,10,1,34.00,10,100.00,0.00,0.00
3-December-2019,3.62,3.62,3.62,3.62,3.600000000000000000,5,1,18.00,5,100.00,0.00,0.00
20-November-2019,3.81,3.81,3.81,3.81,3.800000000000000000,10,1,38.00,10,100.00,0.00,0.00
1-November-2019,4.01,4.01,4.01,4.01,4.000000000000000000,1,1,4.00,1,100.00,0.00,0.00
31-October-2019,4.44,4.44,4.22,4.22,4.211538461538461538,52,3,219.00,52,100.00,0.22,-0.22
30-October-2019,4.44,4.44,4.44,4.44,4.439560439560439560,1001,4,4444.00,1001,100.00,0.00,0.00
17-October-2019,4.67,4.67,4.67,4.67,4.000000000000000000,1,1,4.00,1,100.00,0.00,0.00
16-October-2019,4.91,4.91,4.91,4.91,4.000000000000000000,1,1,4.00,1,100.00,0.00,0.00
15-October-2019,5.16,5.16,5.16,5.16,5.000000000000000000,1,1,5.00,1,100.00,0.00,0.00
14-October-2019,5.43,5.43,5.43,5.43,5.000000000000000000,1,1,5.00,1,100.00,0.00,0.00
11-October-2019,5.71,5.71,5.71,5.71,5.000000000000000000,1,1,5.00,1,100.00,0.00,0.00
10-October-2019,6.01,6.01,6.01,6.01,6.000000000000000000,2,2,12.00,2,100.00,0.00,0.00
9-October-2019,6.32,6.32,6.32,6.32,6.000000000000000000,1,1,6.00,1,100.00,0.00,0.00
7-October-2019,6.65,6.65,6.65,6.65,6.000000000000000000,1,1,6.00,1,100.00,0.00,0.00
4-October-2019,7.00,7.00,7.00,7.00,7.000000000000000000,1,1,7.00,1,100.00,0.00,0.00
30-September-2019,7.36,7.36,7.36,7.36,7.000000000000000000,1,1,7.00,1,100.00,0.00,0.00
23-September-2019,7.74,7.74,7.74,7.74,7.000000000000000000,1,1,7.00,1,100.00,0.00,0.00
19-September-2019,8.14,8.14,8.14,8.14,8.000000000000000000,1,1,8.00,1,100.00,0.00,0.00
16-August-2019,8.56,8.56,8.56,8.56,8.538461538461538461,13,2,111.00,13,100.00,0.00,0.00
6-August-2019,9.01,9.01,9.01,9.01,9.010000000000000000,100,1,901.00,100,100.00,0.00,0.00
8-July-2019,9.48,9.48,9.48,9.48,9.471428571428571428,70,2,663.00,70,100.00,0.00,0.00
30-May-2019,9.03,9.97,9.03,9.97,9.166666666666666666,6,2,55.00,6,100.00,0.94,0.94
29-May-2019,9.50,9.50,9.50,9.50,9.500000000000000000,50,1,475.00,50,100.00,0.00,0.00
28-May-2019,10.00,10.00,10.00,10.00,10.000000000000000000,16,2,160.00,16,100.00,0.00,0.00
27-May-2019,9.54,9.54,9.54,9.54,9.500000000000000000,2,1,19.00,2,100.00,0.00,0.00
22-May-2019,9.09,9.09,9.09,9.09,9.000000000000000000,2,1,18.00,2,100.00,0.00,0.00
20-May-2019,8.66,8.66,8.66,8.66,8.500000000000000000,2,1,17.00,2,100.00,0.00,0.00
14-May-2019,8.26,8.26,8.26,8.26,8.200000000000000000,5,1,41.00,5,100.00,0.00,0.00
6-May-2019,7.87,7.87,7.87,7.87,7.500000000000000000,2,1,15.00,2,100.00,0.00,0.00
25-April-2019,7.50,7.50,7.50,7.50,7.500000000000000000,2,2,15.00,2,100.00,0.00,0.00
9-April-2019,6.87,7.15,6.87,7.15,6.870517928286852589,502,2,3449.00,502,100.00,0.28,0.28
3-April-2019,6.87,6.87,6.87,6.87,6.870000000000000000,100,1,687.00,100,100.00,0.00,0.00
28-March-2019,6.55,6.87,6.55,6.87,6.549933422103861517,1502,6,9838.00,1502,100.00,0.32,0.32
18-March-2019,6.55,6.55,6.55,6.55,6.549295774647887323,71,3,465.00,71,100.00,0.00,0.00
6-March-2019,5.70,6.25,5.70,6.25,5.708737864077669902,103,3,588.00,103,100.00,0.55,0.55
5-March-2019,5.47,6.00,5.47,6.00,5.475247524752475247,202,2,1106.00,202,100.00,0.53,0.53
1-March-2019,5.22,5.75,5.22,5.75,5.222772277227722772,202,2,1055.00,202,100.00,0.53,0.53
