Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
24-December-2019,0.19,0.19,0.19,0.19,0.189054726368159203,201,1,38.00,201,100.00,0.00,0.00
20-December-2019,0.19,0.19,0.19,0.19,0.190000000000000000,300,2,57.00,300,100.00,0.00,0.00
17-December-2019,0.19,0.19,0.19,0.19,0.190000000000000000,500,1,95.00,500,100.00,0.00,0.00
16-December-2019,0.19,0.19,0.19,0.19,0.188888888888888888,450,1,85.00,450,100.00,0.00,0.00
6-December-2019,0.19,0.19,0.19,0.19,0.180000000000000000,50,1,9.00,50,100.00,0.00,0.00
4-December-2019,0.19,0.19,0.19,0.19,0.190000000000000000,1000,1,190.00,1000,100.00,0.00,0.00
29-November-2019,0.19,0.19,0.19,0.19,0.188811188811188811,429,2,81.00,429,100.00,0.00,0.00
28-November-2019,0.19,0.19,0.19,0.19,0.189686924493554327,2172,2,412.00,2172,100.00,0.00,0.00
25-November-2019,0.19,0.19,0.19,0.19,0.189378757515030060,998,2,189.00,998,100.00,0.00,0.00
22-November-2019,0.19,0.19,0.19,0.19,0.189945729791488146,3501,2,665.00,3501,100.00,0.00,0.00
21-November-2019,0.19,0.19,0.19,0.19,0.189629629629629629,675,2,128.00,675,100.00,0.00,0.00
20-November-2019,0.20,0.20,0.19,0.19,0.190066225165562913,3020,6,574.00,3020,100.00,0.01,-0.01
19-November-2019,0.19,0.20,0.19,0.19,0.190502793296089385,5370,11,1023.00,5370,100.00,0.01,0.00
18-November-2019,0.19,0.20,0.19,0.19,0.193907439953134153,3414,12,662.00,3414,100.00,0.01,0.00
15-November-2019,0.19,0.19,0.19,0.19,0.189792663476874003,627,2,119.00,627,100.00,0.00,0.00
13-November-2019,0.19,0.20,0.19,0.20,0.193663824860540995,9501,8,1840.00,9501,100.00,0.01,0.01
7-November-2019,0.19,0.19,0.19,0.19,0.189931350114416475,1748,3,332.00,1748,100.00,0.00,0.00
6-November-2019,0.19,0.19,0.19,0.19,0.189714285714285714,1750,4,332.00,1750,100.00,0.00,0.00
4-November-2019,0.19,0.19,0.19,0.19,0.188000000000000000,250,2,47.00,250,100.00,0.00,0.00
30-October-2019,0.19,0.19,0.19,0.19,0.190000000000000000,200,2,38.00,200,100.00,0.00,0.00
23-October-2019,0.19,0.19,0.19,0.19,0.000000000000000000,1,1,0.00,1,100.00,0.00,0.00
3-October-2019,0.19,0.19,0.19,0.19,0.100000000000000000,10,2,1.00,10,100.00,0.00,0.00
1-October-2019,0.19,0.19,0.19,0.19,0.000000000000000000,1,1,0.00,1,100.00,0.00,0.00
26-September-2019,0.19,0.19,0.19,0.19,0.190000000000000000,300,1,57.00,300,100.00,0.00,0.00
16-September-2019,0.19,0.19,0.19,0.19,0.000000000000000000,1,1,0.00,1,100.00,0.00,0.00
6-September-2019,0.19,0.19,0.19,0.19,0.000000000000000000,5,1,0.00,5,100.00,0.00,0.00
4-September-2019,0.19,0.19,0.19,0.19,0.190000000000000000,1000,1,190.00,1000,100.00,0.00,0.00
21-August-2019,0.19,0.19,0.19,0.19,0.187096774193548387,310,2,58.00,310,100.00,0.00,0.00
13-August-2019,0.19,0.19,0.19,0.19,0.190000000000000000,500,1,95.00,500,100.00,0.00,0.00
9-August-2019,0.19,0.19,0.19,0.19,0.190000000000000000,100,1,19.00,100,100.00,0.00,0.00
7-August-2019,0.19,0.19,0.19,0.19,0.190000000000000000,200,1,38.00,200,100.00,0.00,0.00
6-August-2019,0.19,0.19,0.19,0.19,0.190000000000000000,100,1,19.00,100,100.00,0.00,0.00
30-July-2019,0.19,0.19,0.19,0.19,0.189981001899810018,10001,1,1900.00,10001,100.00,0.00,0.00
26-July-2019,0.19,0.19,0.19,0.19,0.189371980676328502,1035,3,196.00,1035,100.00,0.00,0.00
25-July-2019,0.19,0.19,0.19,0.19,0.190000000000000000,10000,2,1900.00,10000,100.00,0.00,0.00
22-July-2019,0.19,0.19,0.19,0.19,0.166666666666666666,30,1,5.00,30,100.00,0.00,0.00
16-July-2019,0.19,0.19,0.19,0.19,0.190000000000000000,300,2,57.00,300,100.00,0.00,0.00
4-July-2019,0.19,0.19,0.19,0.19,0.186666666666666666,75,4,14.00,75,100.00,0.00,0.00
3-July-2019,0.19,0.19,0.19,0.19,0.189916853636003695,7577,2,1439.00,7577,100.00,0.00,0.00
28-June-2019,0.19,0.19,0.19,0.19,0.190000000000000000,5000,1,950.00,5000,100.00,0.00,0.00
27-June-2019,0.19,0.19,0.19,0.19,0.189946777054997043,8455,4,1606.00,8455,100.00,0.00,0.00
26-June-2019,0.20,0.21,0.19,0.19,0.201142440447253281,8228,7,1655.00,8228,100.00,0.02,-0.01
25-June-2019,0.20,0.20,0.20,0.20,0.200000000000000000,300,3,60.00,300,100.00,0.00,0.00
20-May-2019,0.19,0.19,0.19,0.19,0.190000000000000000,100,1,19.00,100,100.00,0.00,0.00
5-March-2019,0.18,0.19,0.18,0.18,0.180000000000000000,6100,5,1098.00,6100,100.00,0.01,0.00
25-February-2019,0.18,0.18,0.18,0.18,0.180000000000000000,100,1,18.00,100,100.00,0.00,0.00
18-February-2019,0.17,0.17,0.17,0.17,0.170000000000000000,100,1,17.00,100,100.00,0.00,0.00
