Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
7-January-2020,9.95,9.95,9.40,9.88,9.778346808464270926,45887,85,448699.00,41875,91.26,0.55,-0.07
6-January-2020,9.75,9.95,9.15,9.33,9.429864404515396433,29942,83,282349.00,21030,70.24,0.80,-0.42
3-January-2020,9.50,9.89,9.31,9.73,9.684392076128735531,91319,149,884369.00,86551,94.78,0.58,0.23
2-January-2020,9.29,9.60,9.02,9.48,9.325547219429190192,64645,119,602850.00,56825,87.90,0.58,0.19
1-January-2020,9.20,9.20,8.86,9.02,8.966635581804994301,19302,57,173074.00,14463,74.93,0.34,-0.18
31-December-2019,9.00,9.25,8.86,9.00,8.982470784641068447,4792,32,43044.00,3842,80.18,0.39,0.00
30-December-2019,9.00,9.39,8.75,9.06,9.097495018502704241,7026,43,63919.00,5636,80.22,0.64,0.06
27-December-2019,8.99,9.17,8.55,8.92,8.900785433773652267,28010,86,249311.00,24290,86.72,0.62,-0.07
26-December-2019,9.07,9.07,8.75,8.99,8.925473535138962648,5649,65,50420.00,4644,82.21,0.32,-0.08
24-December-2019,9.33,9.33,8.90,9.07,9.035230677052127022,8345,152,75399.00,8212,98.41,0.43,-0.26
23-December-2019,9.45,9.48,8.83,9.05,8.978775670629851626,10177,61,91377.00,8910,87.55,0.65,-0.40
20-December-2019,9.45,9.68,9.02,9.04,9.137368050668543279,7105,61,64921.00,6849,96.40,0.66,-0.41
19-December-2019,9.49,9.60,9.12,9.25,9.315198402795108560,8014,81,74652.00,5260,65.64,0.48,-0.24
18-December-2019,8.99,9.95,8.76,9.24,9.242364196479712680,64597,235,597029.00,35329,54.69,1.19,0.25
17-December-2019,8.30,8.99,8.30,8.75,8.810321076613330507,9437,117,83143.00,7835,83.02,0.69,0.45
16-December-2019,8.75,8.75,8.55,8.64,8.700380133358260110,16047,97,139615.00,12008,74.83,0.20,-0.11
13-December-2019,9.75,9.75,8.53,8.75,8.668939984411535463,30792,115,266934.00,18361,59.63,1.22,-1.00
12-December-2019,8.05,8.63,8.00,8.39,8.499440507273405445,18767,94,159509.00,16692,88.94,0.63,0.34
11-December-2019,8.84,8.90,8.25,8.37,8.524479827698934656,26001,66,221645.00,21484,82.63,0.65,-0.47
10-December-2019,9.19,9.19,8.50,8.65,8.749728867623604465,15675,56,137152.00,15340,97.86,0.69,-0.54
9-December-2019,9.25,9.25,8.92,9.00,9.061102018548827059,1833,51,16609.00,1548,84.45,0.33,-0.25
6-December-2019,9.27,9.27,8.84,8.85,9.001929917505487020,26426,53,237885.00,25924,98.10,0.43,-0.42
5-December-2019,9.55,9.68,9.11,9.27,9.228917024643906850,8846,45,81639.00,7926,89.60,0.57,-0.28
4-December-2019,9.18,9.44,9.17,9.27,9.265358180401048678,14113,39,130762.00,11397,80.76,0.27,0.09
3-December-2019,9.87,9.87,9.10,9.10,9.213897827835880933,9944,56,91623.00,9683,97.38,0.77,-0.77
2-December-2019,9.89,9.89,9.40,9.49,9.488313556274721323,13905,79,131935.00,12565,90.36,0.49,-0.40
29-November-2019,9.60,9.81,9.38,9.39,9.491271435192337401,71203,86,675807.00,63545,89.24,0.43,-0.21
28-November-2019,10.05,10.20,9.25,9.60,9.632906368392567201,27715,103,266976.00,22013,79.43,0.95,-0.45
27-November-2019,9.90,10.00,9.54,9.85,9.814808917197452229,37680,44,369822.00,33921,90.02,0.46,-0.05
26-November-2019,9.61,9.94,9.60,9.70,9.706883509833585476,10576,36,102660.00,8518,80.54,0.34,0.09
25-November-2019,10.00,10.00,9.60,9.60,9.711747285291214215,29377,42,285302.00,28103,95.66,0.40,-0.40
22-November-2019,10.05,10.05,9.70,9.84,9.743861776295847226,3299,24,32145.00,2541,77.02,0.35,-0.21
21-November-2019,10.15,10.20,9.66,9.80,9.831410825199645075,14651,55,144040.00,12055,82.28,0.54,-0.35
20-November-2019,9.65,10.10,9.40,9.94,9.844195309042631656,33895,103,333669.00,29113,85.89,0.70,0.29
19-November-2019,9.35,9.94,9.30,9.80,9.629736582617270038,28396,126,273446.00,23593,83.09,0.64,0.45
18-November-2019,10.20,10.20,8.60,9.42,9.269301962074780963,48622,142,450692.00,35723,73.47,1.60,-0.78
15-November-2019,10.27,10.27,9.41,9.75,9.803698054329727652,85883,204,841971.00,78861,91.82,0.86,-0.52
14-November-2019,11.23,11.23,10.40,10.53,10.720523257079424504,45943,91,492533.00,36741,79.97,0.83,-0.70
13-November-2019,10.81,11.37,10.40,10.99,10.808547206612208639,51783,147,559699.00,42902,82.85,0.97,0.18
11-November-2019,11.38,11.38,10.81,11.24,11.063342696629213483,21360,57,236313.00,18328,85.81,0.57,-0.14
8-November-2019,11.25,11.76,11.01,11.09,11.156377402446126965,37774,77,421421.00,34551,91.47,0.75,-0.16
7-November-2019,11.46,11.59,11.20,11.47,11.260375723437838507,32311,54,363834.00,27354,84.66,0.39,0.01
6-November-2019,11.50,12.15,11.01,11.46,11.465202961450089354,58755,174,673638.00,44999,76.59,1.14,-0.04
5-November-2019,11.00,12.20,11.00,11.72,11.684802274489532178,61904,260,723336.00,44812,72.39,1.20,0.72
4-November-2019,11.05,11.49,10.80,11.29,11.243905095293660054,64275,147,722702.00,55335,86.09,0.69,0.24
1-November-2019,10.57,11.15,10.26,10.81,10.803045632604353127,77094,169,832850.00,63462,82.32,0.89,0.24
31-October-2019,10.52,10.80,9.65,10.24,10.378574695327002232,37171,129,385782.00,29750,80.04,1.15,-0.28
30-October-2019,10.62,10.75,10.60,10.68,10.728095975232198142,12920,51,138607.00,11817,91.46,0.15,0.06
29-October-2019,10.59,10.88,10.50,10.68,10.649653637701446466,27861,115,296710.00,23085,82.86,0.38,0.09
