Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
6-December-2019,54.00,54.00,54.00,54.00,54.000000000000000000,510,1,27540.00,510,100.00,0.00,0.00
21-November-2019,54.20,54.20,54.20,54.20,54.187500000000000000,16,1,867.00,16,100.00,0.00,0.00
13-November-2019,54.20,54.20,54.20,54.20,54.200000000000000000,350,1,18970.00,350,100.00,0.00,0.00
8-November-2019,52.00,54.20,52.00,54.20,54.095238095238095238,525,2,28400.00,525,100.00,2.20,2.20
18-October-2019,54.20,54.20,54.20,54.20,54.200000000000000000,100,1,5420.00,100,100.00,0.00,0.00
16-October-2019,54.20,54.20,54.20,54.20,54.200000000000000000,250,1,13550.00,250,100.00,0.00,0.00
14-October-2019,55.30,55.30,55.30,55.30,55.296819787985865724,283,1,15649.00,283,100.00,0.00,0.00
7-October-2019,55.30,55.30,55.30,55.30,55.300000000000000000,10,2,553.00,10,100.00,0.00,0.00
1-October-2019,55.30,55.30,55.30,55.30,55.298611111111111111,288,2,15926.00,288,100.00,0.00,0.00
17-September-2019,55.30,55.30,55.30,55.30,55.300000000000000000,160,1,8848.00,160,100.00,0.00,0.00
21-August-2019,55.00,55.00,55.00,55.00,55.000000000000000000,284,1,15620.00,284,100.00,0.00,0.00
7-August-2019,55.25,55.25,53.00,53.00,54.384615384615384615,260,3,14140.00,260,100.00,2.25,-2.25
6-August-2019,57.00,57.05,55.10,55.25,55.201775147928994082,28730,102,1585947.00,14365,50.00,1.95,-1.75
30-July-2019,58.00,58.00,58.00,58.00,58.000000000000000000,160,1,9280.00,160,100.00,0.00,0.00
26-June-2019,58.90,59.00,58.90,58.95,58.966666666666666666,300,4,17690.00,300,100.00,0.10,0.05
14-June-2019,59.00,59.00,59.00,59.00,59.000000000000000000,30,3,1770.00,30,100.00,0.00,0.00
15-April-2019,56.40,59.00,56.35,59.00,56.388185654008438818,2370,9,133640.00,2370,100.00,2.65,2.60
9-April-2019,59.30,59.30,59.30,59.30,59.000000000000000000,1,1,59.00,1,100.00,0.00,0.00
5-April-2019,62.40,62.40,62.40,62.40,62.400000000000000000,200,1,12480.00,200,100.00,0.00,0.00
4-April-2019,59.50,59.50,59.50,59.50,59.500000000000000000,200,1,11900.00,200,100.00,0.00,0.00
28-March-2019,56.70,56.70,56.70,56.70,56.700000000000000000,730,7,41391.00,730,100.00,0.00,0.00
26-March-2019,54.00,54.00,54.00,54.00,54.000000000000000000,5,1,270.00,5,100.00,0.00,0.00
19-March-2019,56.60,56.60,56.60,56.60,56.500000000000000000,2,1,113.00,2,100.00,0.00,0.00
18-March-2019,56.60,56.60,56.60,56.60,56.500000000000000000,6,1,339.00,6,100.00,0.00,0.00
14-March-2019,56.55,56.55,56.55,56.55,56.000000000000000000,1,1,56.00,1,100.00,0.00,0.00
28-February-2019,59.50,59.50,59.50,59.50,59.480000000000000000,25,1,1487.00,25,100.00,0.00,0.00
20-February-2019,59.50,59.50,59.50,59.50,59.500000000000000000,1100,2,65450.00,1100,100.00,0.00,0.00
18-February-2019,59.50,59.50,59.50,59.50,59.500000000000000000,300,2,17850.00,300,100.00,0.00,0.00
13-February-2019,56.70,56.70,56.70,56.70,56.700000000000000000,200,1,11340.00,200,100.00,0.00,0.00
7-February-2019,54.00,54.00,54.00,54.00,54.000000000000000000,100,1,5400.00,100,100.00,0.00,0.00
29-January-2019,53.90,53.90,53.90,53.90,53.895833333333333333,96,1,5174.00,96,100.00,0.00,0.00
24-January-2019,51.35,51.35,51.35,51.35,51.350000000000000000,100,1,5135.00,100,100.00,0.00,0.00
22-January-2019,53.80,53.80,48.80,51.35,51.318095238095238095,3150,5,161652.00,150,4.76,5.00,-2.45
17-January-2019,56.65,56.65,51.30,51.30,52.987500000000000000,3200,4,169560.00,200,6.25,5.35,-5.35
15-January-2019,54.00,54.00,54.00,54.00,54.000000000000000000,100,1,5400.00,100,100.00,0.00,0.00
