Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
7-January-2020,38.85,38.85,37.35,37.40,37.705605829122106005,8509,30,320837.00,7459,87.66,1.50,-1.45
6-January-2020,38.30,38.85,37.40,38.05,37.881683011705156596,3161,20,119744.00,3061,96.84,1.45,-0.25
3-January-2020,39.45,39.45,38.00,38.00,38.775940405748098055,18928,58,733951.00,18377,97.09,1.45,-1.45
2-January-2020,37.45,40.50,37.00,39.00,38.576493339063171465,37232,69,1436280.00,33023,88.70,3.50,1.55
1-January-2020,38.00,38.35,36.50,36.85,37.024712522417976579,37916,105,1403829.00,33770,89.07,1.85,-1.15
31-December-2019,38.10,38.45,37.25,38.00,37.589693313222724987,59670,80,2242977.00,48772,81.74,1.20,-0.10
30-December-2019,38.85,38.85,37.05,37.40,37.658373738176615531,25162,91,947560.00,20893,83.03,1.80,-1.45
27-December-2019,38.10,38.75,37.75,38.35,38.326304611650485436,39552,47,1515882.00,36452,92.16,1.00,0.25
26-December-2019,39.95,39.95,37.90,38.45,38.043643201700596844,61155,76,2326559.00,58910,96.33,2.05,-1.50
24-December-2019,40.90,40.90,38.00,38.55,38.822110268688480978,60144,160,2334917.00,50404,83.81,2.90,-2.35
23-December-2019,39.50,41.00,39.25,40.90,39.938741721854304635,2416,27,96492.00,2008,83.11,1.75,1.40
20-December-2019,42.40,42.40,39.60,40.95,40.416628175519630484,2165,22,87502.00,1376,63.56,2.80,-1.45
19-December-2019,40.35,41.90,40.35,40.50,40.673331835542574702,4451,21,181037.00,3931,88.32,1.55,0.15
18-December-2019,40.20,43.90,40.15,41.55,41.357719824601892453,4333,39,179203.00,3500,80.78,3.75,1.35
17-December-2019,38.50,43.80,38.15,41.45,40.469372990353697749,12440,74,503439.00,11726,94.26,5.65,2.95
16-December-2019,38.80,40.80,37.70,38.55,38.249870667356440765,7732,51,295748.00,5118,66.19,3.10,-0.25
13-December-2019,41.00,41.00,38.65,38.90,39.010818877075172542,5361,26,209137.00,4551,84.89,2.35,-2.10
12-December-2019,39.25,39.95,38.10,39.40,38.804745427582797825,8092,39,314008.00,5265,65.06,1.85,0.15
11-December-2019,39.00,40.45,38.50,40.40,39.351470588235294117,3400,13,133795.00,3031,89.15,1.95,1.40
10-December-2019,39.50,40.90,39.05,39.45,39.340579710144927536,552,7,21716.00,402,72.83,1.85,-0.05
9-December-2019,40.95,42.80,39.25,39.90,39.818147590361445783,2656,21,105757.00,2315,87.16,3.55,-1.05
6-December-2019,40.45,41.30,40.10,40.60,40.977539561000510464,1959,14,80275.00,1282,65.44,1.20,0.15
5-December-2019,39.25,40.95,39.25,40.80,40.024653739612188365,3610,18,144489.00,3024,83.77,1.70,1.55
4-December-2019,41.60,41.60,39.40,39.70,39.631441806601042269,3454,21,136887.00,3303,95.63,2.20,-1.90
3-December-2019,40.60,40.80,39.00,40.30,40.081959301857958658,12433,64,498339.00,8241,66.28,1.80,-0.30
2-December-2019,44.00,44.00,40.10,41.70,40.956431202947300977,6243,48,255691.00,4742,75.96,3.90,-2.30
29-November-2019,43.00,43.40,41.50,41.65,41.973162193698949824,10284,67,431652.00,8457,82.23,1.90,-1.35
28-November-2019,42.00,44.95,42.00,43.25,43.491721898730780583,37267,190,1620806.00,31144,83.57,2.95,1.25
27-November-2019,43.20,43.20,41.65,42.55,42.472203821656050955,19625,88,833517.00,13892,70.79,1.55,-0.65
26-November-2019,38.40,42.35,37.50,41.80,40.567123609895064229,76523,207,3104318.00,70133,91.65,4.85,3.40
25-November-2019,38.00,39.25,37.10,37.10,38.442818243703199455,11752,28,451780.00,9899,84.23,2.15,-0.90
22-November-2019,38.00,38.00,37.30,37.40,37.577121425222691045,6399,23,240456.00,6399,100.00,0.70,-0.60
21-November-2019,38.50,38.50,36.60,37.90,37.512591119946984758,6036,29,226426.00,5723,94.81,1.90,-0.60
20-November-2019,37.20,38.50,37.20,37.60,37.729108505490415038,10746,64,405437.00,7310,68.03,1.30,0.40
19-November-2019,37.55,38.50,37.00,37.45,37.723609022556390977,9975,35,376293.00,9032,90.55,1.50,-0.10
18-November-2019,37.00,38.45,37.00,38.00,37.402038505096262740,883,15,33026.00,829,93.88,1.45,1.00
15-November-2019,38.40,38.65,37.55,37.60,37.947400333484917386,13194,36,500678.00,12887,97.67,1.10,-0.80
14-November-2019,36.60,38.00,36.60,37.45,37.326025773959413420,6751,41,251988.00,5572,82.54,1.40,0.85
13-November-2019,38.00,39.00,37.50,38.00,38.057397176181706568,3258,54,123991.00,2585,79.34,1.50,0.00
11-November-2019,39.00,39.00,36.00,37.55,37.501813297515110812,7445,56,279201.00,4893,65.72,3.00,-1.45
8-November-2019,38.25,40.25,37.50,37.90,38.749440835019703908,18778,81,727637.00,14285,76.07,2.75,-0.35
7-November-2019,40.15,41.55,39.10,39.45,39.732753262896208825,4827,39,191790.00,2683,55.58,2.45,-0.70
6-November-2019,40.25,40.95,40.00,40.15,40.266104432083258568,5573,38,224403.00,4698,84.30,0.95,-0.10
5-November-2019,41.70,41.70,39.35,41.00,40.458095385090291711,6479,37,262128.00,5190,80.10,2.35,-0.70
4-November-2019,42.00,42.25,41.00,42.00,42.136615694841203159,5951,19,250755.00,5430,91.25,1.25,0.00
1-November-2019,40.15,41.90,40.15,41.15,40.656292491312887143,13238,38,538208.00,11281,85.22,1.75,1.00
31-October-2019,41.60,42.00,41.10,41.90,41.634577603143418467,2545,13,105960.00,2200,86.44,0.90,0.30
30-October-2019,41.20,42.15,40.70,40.70,41.317880794701986754,755,14,31195.00,635,84.11,1.45,-0.50
29-October-2019,42.85,42.90,40.35,41.25,40.893749791437247639,29967,99,1225463.00,22734,75.86,2.55,-1.60
27-October-2019,41.75,42.75,41.15,42.25,42.163249001331557922,7510,42,316646.00,6707,89.31,1.60,0.50
25-October-2019,41.00,41.25,39.55,39.90,39.982070707070707070,3960,19,158329.00,2885,72.85,1.70,-1.10
24-October-2019,41.05,41.75,39.50,41.10,40.677287379122241507,8066,40,328103.00,5660,70.17,2.25,0.05
23-October-2019,43.20,44.20,41.15,41.90,42.240235525024533856,10190,32,430428.00,6550,64.28,3.05,-1.30
22-October-2019,39.00,43.00,39.00,42.70,42.053662834606025006,23834,95,1002307.00,20540,86.18,4.00,3.70
18-October-2019,40.10,40.15,39.25,39.45,39.674069800980674935,3467,29,137550.00,2676,77.18,0.90,-0.65
17-October-2019,38.50,41.00,38.50,40.15,39.792156392420244662,8338,52,331787.00,5607,67.25,2.50,1.65
16-October-2019,41.00,42.00,38.60,39.65,39.682203702337930525,13559,39,538051.00,12374,91.26,3.40,-1.35
