Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
7-January-2020,78.00,78.80,76.35,76.95,77.555102635026932595,6869,170,532726.00,3119,45.41,2.45,-1.05
6-January-2020,78.40,78.80,76.00,76.30,77.346848441926345609,11296,352,873710.00,1945,17.22,2.80,-2.10
3-January-2020,79.70,83.00,79.00,80.25,81.520530465296449892,21943,523,1788805.00,6206,28.28,4.00,0.55
2-January-2020,78.15,80.85,77.70,80.50,80.138052378696623130,29554,891,2368400.00,11968,40.50,3.15,2.35
1-January-2020,75.55,80.65,74.65,78.55,78.478784910461457049,177633,1545,13940422.00,104318,58.73,6.00,3.00
31-December-2019,69.75,77.50,69.30,75.90,74.514188376211656234,73969,975,5511740.00,27002,36.50,8.20,6.15
30-December-2019,68.95,69.35,68.20,69.00,68.761041141897565071,5955,194,409472.00,3602,60.49,1.15,0.05
27-December-2019,68.60,68.60,67.50,67.85,68.093129770992366412,2620,87,178404.00,1206,46.03,1.10,-0.75
26-December-2019,67.75,70.00,66.60,68.10,68.892267053400321127,57921,344,3990309.00,16773,28.96,3.40,0.35
24-December-2019,67.10,68.05,66.35,67.10,67.402214022140221402,2439,100,164394.00,1176,48.22,1.70,0.00
23-December-2019,68.80,68.95,66.55,66.95,67.639221895498755937,4421,239,299033.00,2168,49.04,2.40,-1.85
20-December-2019,67.00,68.35,66.85,67.75,67.658745247148288973,4208,179,284708.00,1548,36.79,1.50,0.75
19-December-2019,67.80,67.80,66.65,67.10,67.068181818181818181,3652,78,244933.00,2286,62.60,1.15,-0.70
18-December-2019,67.50,69.20,67.00,68.05,68.352647735993860322,15636,287,1068762.00,7637,48.84,2.20,0.55
17-December-2019,65.35,68.25,65.30,67.45,66.905441570026761819,8968,305,600008.00,3059,34.11,2.95,2.10
16-December-2019,65.05,65.55,64.10,64.30,64.846645367412140575,4382,57,284158.00,3094,70.61,1.45,-0.75
13-December-2019,66.45,66.70,64.50,64.80,65.177612355642131626,14374,108,936863.00,11243,78.22,2.20,-1.65
12-December-2019,65.15,68.00,64.00,65.05,65.392587454685843661,76411,668,4996713.00,60906,79.71,4.00,-0.10
11-December-2019,65.70,66.00,63.25,64.80,64.689952508874604240,83384,1199,5394107.00,56398,67.64,2.75,-0.90
10-December-2019,67.40,67.40,65.30,65.55,66.310853199498117942,6376,205,422798.00,2244,35.19,2.10,-1.85
9-December-2019,68.30,68.40,66.75,66.95,67.442948263642806520,1411,61,95162.00,648,45.92,1.65,-1.35
6-December-2019,69.80,69.80,67.15,67.65,67.714567576455113449,3041,86,205920.00,609,20.03,2.65,-2.15
5-December-2019,69.25,70.00,67.75,68.40,68.530998749329998213,5597,108,383568.00,2292,40.95,2.25,-0.85
4-December-2019,69.25,70.40,67.95,69.05,68.644024211733987419,25277,525,1735115.00,12689,50.20,2.45,-0.20
3-December-2019,70.95,71.15,69.10,69.50,69.851587815942968243,3086,175,215562.00,1690,54.76,2.05,-1.45
2-December-2019,73.30,74.30,71.05,71.70,72.025764895330112721,4968,183,357824.00,3099,62.38,3.25,-1.60
29-November-2019,73.30,74.00,71.50,71.95,72.486386408189936832,9182,339,665570.00,3927,42.77,2.50,-1.35
28-November-2019,70.65,74.15,70.65,72.75,72.899256812551610239,18165,372,1324215.00,9333,51.38,3.50,2.10
27-November-2019,73.15,73.15,70.80,71.30,71.569034000635525897,12588,570,900911.00,4189,33.28,2.35,-1.85
26-November-2019,73.55,74.35,72.40,72.50,72.996093005526967791,10494,691,766021.00,3663,34.91,1.95,-1.05
25-November-2019,71.70,73.30,71.70,72.30,72.518746603876109400,16563,566,1201128.00,3406,20.56,1.60,0.60
22-November-2019,71.60,71.65,70.10,70.55,70.853452820242488139,1897,227,134409.00,1110,58.51,1.55,-1.05
21-November-2019,72.75,73.65,70.60,70.85,72.184246265278406518,8836,1123,637820.00,3205,36.27,3.05,-1.90
20-November-2019,71.40,73.40,71.40,72.25,72.599474767549151820,14089,648,1022854.00,5616,39.86,2.00,0.85
19-November-2019,72.20,73.80,70.70,71.20,72.654495524816924328,39328,3376,2857356.00,4627,11.77,3.10,-1.00
18-November-2019,69.50,72.55,69.05,71.40,71.407225017972681524,27820,735,1986549.00,10456,37.58,3.50,1.90
15-November-2019,69.90,70.95,68.20,68.85,69.423775039969905012,21266,543,1476366.00,8858,41.65,2.75,-1.05
14-November-2019,71.00,71.55,67.05,69.35,69.558588148783626447,163190,4437,11351266.00,94546,57.94,4.50,-1.65
13-November-2019,70.90,75.00,70.50,71.05,72.767781921601244935,74542,692,5424256.00,28993,38.89,4.50,0.15
11-November-2019,69.50,70.05,69.10,69.75,69.453534551231135822,2518,80,174884.00,1293,51.35,0.95,0.25
8-November-2019,69.50,70.75,68.50,69.20,70.172370654990617460,78337,4964,5497093.00,10798,13.78,2.25,-0.30
7-November-2019,71.00,71.25,68.70,69.60,69.982714333838639043,47496,1201,3323899.00,29409,61.92,2.55,-1.40
6-November-2019,71.40,72.90,69.50,71.00,71.717524435251652674,24657,838,1768339.00,3912,15.87,3.40,-0.40
5-November-2019,74.60,75.60,70.80,71.55,72.397875449640287769,17792,514,1288103.00,7086,39.83,4.80,-3.05
4-November-2019,71.90,76.15,71.90,74.65,74.304845156468332629,30773,734,2286583.00,13075,42.49,4.25,2.75
1-November-2019,68.50,71.85,66.40,70.90,69.380098816500057451,26109,1331,1811445.00,10055,38.51,5.45,2.40
31-October-2019,66.70,68.85,65.60,67.55,67.087776659959758551,15904,227,1066964.00,6733,42.34,3.25,0.85
30-October-2019,67.00,67.70,65.30,65.45,66.661677879994507757,7283,265,485497.00,3070,42.15,2.40,-1.55
29-October-2019,64.25,67.30,64.25,66.60,66.522009782125389061,11245,266,748040.00,7489,66.60,3.05,2.35
27-October-2019,63.85,64.25,63.80,63.90,64.043823038397328881,2396,110,153449.00,737,30.76,0.45,0.05
25-October-2019,63.75,64.30,62.90,63.35,63.785958669768714930,7307,259,466084.00,2015,27.58,1.40,-0.40
24-October-2019,64.80,64.90,63.10,63.35,64.154756773841335517,34803,1663,2232778.00,1540,4.42,1.80,-1.45
