Date,Open,High,Low,Close,Adj Close,Volume
2017-05-10,59.959999,60.200001,59.639999,59.950001,58.891277,965200
2017-05-11,59.619999,59.880001,59.180000,59.849998,58.793045,1287600
2017-05-12,59.650002,59.830002,59.290001,59.470001,58.419758,1158000
2017-05-15,59.689999,59.930000,59.470001,59.720001,58.665337,1138300
2017-05-16,59.720001,59.950001,59.430000,59.810001,58.753750,856700
2017-05-17,59.810001,59.810001,59.049999,59.470001,58.419758,1649000
2017-05-18,59.000000,59.580002,58.730000,59.139999,58.095581,2145800
2017-05-19,59.500000,60.369999,59.360001,60.060001,58.999336,1455100
2017-05-22,60.279999,60.820000,60.139999,60.580002,59.510151,1016700
2017-05-23,60.740002,60.869999,60.439999,60.560001,59.490509,1195700
2017-05-24,60.830002,61.299999,60.630001,60.990002,59.912910,1175800
2017-05-25,61.119999,61.369999,60.869999,61.090000,60.011143,873400
2017-05-26,60.950001,61.270000,60.730000,60.869999,59.795033,568900
2017-05-30,60.650002,60.869999,60.419998,60.799999,59.726269,732400
2017-05-31,60.889999,61.099998,60.250000,61.020000,59.942383,1315500
2017-06-01,61.200001,61.750000,60.830002,61.509998,60.423729,1627100
2017-06-02,61.590000,62.189999,61.360001,61.860001,60.767540,1186100
2017-06-05,61.869999,62.130001,61.669998,61.799999,60.708599,741900
2017-06-06,61.380001,61.759998,61.250000,61.500000,60.413902,1256100
2017-06-07,61.660000,61.830002,61.230000,61.529999,60.443375,1070300
2017-06-08,61.529999,62.020000,61.250000,61.959999,60.865776,1190300
2017-06-09,62.060001,62.860001,61.970001,62.380001,61.278366,1580700
2017-06-12,62.340000,62.669998,61.750000,61.759998,60.669312,1200800
2017-06-13,61.880001,62.259998,61.720001,62.049999,60.954189,586100
2017-06-14,62.070000,62.119999,61.430000,61.540001,60.541004,900600
2017-06-15,61.169998,62.240002,61.099998,62.209999,61.200134,783300
2017-06-16,62.290001,62.619999,61.939999,62.330002,61.318180,1464400
2017-06-19,62.540001,62.889999,62.330002,62.860001,61.839581,707500
2017-06-20,62.689999,62.750000,61.830002,61.869999,60.865650,977900
2017-06-21,61.840000,61.869999,60.450001,60.509998,59.527721,1984100
2017-06-22,60.540001,60.830002,60.259998,60.580002,59.596592,994000
2017-06-23,60.540001,60.730000,60.380001,60.430000,59.449020,1653200
2017-06-26,60.709999,60.990002,60.250000,60.419998,59.439186,1160000
2017-06-27,60.320000,60.419998,60.090000,60.090000,59.114544,773000
2017-06-28,60.450001,60.810001,60.230000,60.570000,59.586750,848600
2017-06-29,60.669998,60.810001,59.560001,60.000000,59.026009,1839500
2017-06-30,60.340000,60.939999,60.340000,60.570000,59.586750,2045300
