Date,Open,High,Low,Close,Adj Close,Volume
2017-05-10,84.209999,84.629997,84.070000,84.290001,80.051025,1710900
2017-05-11,83.970001,84.239998,83.190002,83.910004,79.690125,2954700
2017-05-12,83.809998,84.599998,83.529999,84.129997,79.899063,1851300
2017-05-15,84.059998,84.650002,84.059998,84.529999,80.278946,1234000
2017-05-16,84.489998,84.779999,84.199997,84.330002,80.089012,1559700
2017-05-17,84.330002,84.709999,83.110001,84.360001,80.117500,2254900
2017-05-18,84.330002,85.300003,83.599998,84.720001,80.459381,2173900
2017-05-19,84.779999,84.800003,84.059998,84.129997,79.899063,2685800
2017-05-22,84.580002,84.879997,84.250000,84.790001,80.525871,2085400
2017-05-23,84.690002,85.500000,84.550003,85.400002,81.105217,1289100
2017-05-24,85.550003,85.889999,85.400002,85.809998,81.494576,951500
2017-05-25,85.949997,86.389999,85.820000,86.279999,81.940941,1689600
2017-05-26,86.040001,86.629997,85.959999,86.500000,82.149872,1083500
2017-05-30,86.120003,86.419998,85.989998,86.000000,81.675026,1134300
2017-05-31,86.150002,86.400002,85.930000,86.339996,81.997917,2616500
2017-06-01,86.019997,86.940002,85.889999,86.940002,82.923103,1717900
2017-06-02,86.790001,86.790001,86.419998,86.669998,82.665581,1156200
2017-06-05,86.669998,86.940002,86.480003,86.610001,82.608353,973900
2017-06-06,86.300003,86.519997,85.779999,85.820000,81.854858,1244000
2017-06-07,86.089996,86.129997,85.570000,85.870003,81.902550,1422500
2017-06-08,85.870003,86.690002,85.839996,86.559998,82.560669,1670000
2017-06-09,86.669998,87.430000,86.550003,87.370003,83.333244,1139000
2017-06-12,87.370003,88.099998,87.330002,87.919998,83.857819,2473500
2017-06-13,87.940002,88.190002,87.790001,87.970001,83.905525,2566600
2017-06-14,87.930000,88.889999,87.830002,88.820000,84.716248,1502900
2017-06-15,88.699997,89.889999,88.500000,89.790001,85.641434,2164100
2017-06-16,90.370003,90.739998,89.550003,89.820000,85.670044,2684000
2017-06-19,90.029999,90.190002,89.080002,89.410004,85.278992,3264300
2017-06-20,89.410004,89.660004,89.180000,89.260002,85.135918,1153600
2017-06-21,89.410004,89.529999,89.029999,89.239998,85.116844,1646400
2017-06-22,89.010002,89.230003,88.209999,88.309998,84.229805,1750700
2017-06-23,88.720001,88.830002,87.989998,88.080002,84.010452,3969900
2017-06-26,88.320000,88.779999,88.169998,88.419998,84.334717,1780500
2017-06-27,88.550003,88.690002,88.029999,88.169998,84.096268,1831700
2017-06-28,88.680000,88.959999,88.370003,88.580002,84.487328,1375200
2017-06-29,89.230003,89.230003,87.809998,88.129997,84.058121,1648200
2017-06-30,88.440002,88.790001,88.120003,88.440002,84.353798,1508000
2017-07-03,88.849998,89.860001,88.629997,88.629997,84.535004,1007600
2017-07-05,88.809998,88.940002,88.269997,88.809998,84.706703,1040900
2017-07-06,88.930000,89.279999,88.529999,88.720001,84.620872,1450600
2017-07-07,88.800003,89.290001,88.540001,89.190002,85.069160,1117300
2017-07-10,88.830002,89.180000,88.830002,88.849998,84.744850,1445100
2017-07-11,88.720001,88.879997,87.739998,87.940002,83.876907,1958600
2017-07-12,88.010002,88.389999,87.910004,88.199997,84.124886,972300
2017-07-13,88.059998,88.919998,87.940002,88.599998,84.506416,1271900
2017-07-14,88.269997,89.330002,87.919998,89.050003,84.935631,1075600
2017-07-17,88.739998,88.830002,88.309998,88.489998,84.401489,1440200
2017-07-18,87.989998,89.059998,87.989998,88.879997,84.773483,2190400
2017-07-19,89.050003,89.250000,88.720001,89.250000,85.126373,1208800
2017-07-20,89.010002,89.559998,88.470001,89.220001,85.097755,1319600
2017-07-21,89.000000,89.320000,88.580002,89.160004,85.040558,1897600
2017-07-24,89.080002,89.910004,89.019997,89.769997,85.622353,1222100
2017-07-25,90.269997,90.629997,89.900002,90.209999,86.042030,1258400
2017-07-26,90.199997,90.290001,89.239998,89.400002,85.269447,1403900
2017-07-27,89.370003,89.849998,89.050003,89.680000,85.536507,2050200
2017-07-28,89.800003,90.570000,89.519997,90.500000,86.318619,1258400
2017-07-31,90.580002,91.250000,90.570000,91.000000,86.795532,1225300
2017-08-01,91.169998,91.430000,90.800003,91.000000,86.795532,2820700
2017-08-02,93.139999,94.309998,92.540001,94.160004,89.809532,3393000
2017-08-03,93.900002,94.000000,93.089996,93.930000,89.590149,2053800
2017-08-04,94.089996,94.489998,93.970001,94.220001,89.866760,1486400
2017-08-07,94.220001,94.589996,94.089996,94.239998,89.885818,1667200
2017-08-08,93.980003,94.330002,93.839996,94.209999,89.857208,1608900
2017-08-09,94.110001,94.699997,93.959999,94.699997,90.324577,1548700
2017-08-10,94.209999,94.690002,94.139999,94.160004,89.809532,1459100
2017-08-11,94.089996,94.449997,93.910004,93.949997,89.609222,1111400
2017-08-14,94.779999,94.830002,94.360001,94.419998,90.057503,1166600
2017-08-15,94.790001,94.809998,94.110001,94.379997,90.019363,1458500
2017-08-16,94.660004,95.250000,94.300003,94.379997,90.019363,2062300
2017-08-17,94.389999,94.500000,93.169998,93.330002,89.017868,1989700
2017-08-18,93.110001,93.339996,92.550003,92.919998,88.626808,2595300
2017-08-21,92.959999,92.959999,92.279999,92.720001,88.436050,2166900
2017-08-22,93.110001,93.820000,92.930000,93.769997,89.437546,1653400
2017-08-23,93.379997,93.849998,93.160004,93.180000,88.874802,1661700
2017-08-24,93.290001,93.489998,91.400002,91.540001,87.310577,3161400
2017-08-25,91.809998,92.279999,91.459999,92.019997,87.768394,2582800
2017-08-28,90.370003,90.980003,89.809998,90.650002,86.461700,3104000
2017-08-29,90.000000,91.099998,89.839996,90.820000,86.978851,1826500
2017-08-30,90.830002,91.139999,90.000000,90.070000,86.260567,2437200
2017-08-31,90.269997,90.629997,90.040001,90.500000,86.672386,2850300
2017-09-01,90.570000,91.120003,89.650002,89.779999,85.982834,2514400
2017-09-05,89.000000,89.029999,86.339996,86.489998,82.831978,4633500
2017-09-06,86.730003,88.320000,86.629997,87.500000,83.799263,4770500
2017-09-07,87.059998,87.250000,85.589996,86.449997,82.793671,3146800
2017-09-08,86.150002,90.410004,86.150002,89.610001,85.820038,4304900
2017-09-11,91.440002,93.540001,90.720001,91.230003,87.371506,3581000
2017-09-12,91.160004,91.989998,90.639999,91.870003,87.984436,2421500
2017-09-13,91.309998,91.470001,90.430000,90.940002,87.093781,2006600
2017-09-14,90.790001,90.870003,90.150002,90.500000,86.672386,1976100
2017-09-15,90.470001,91.400002,90.449997,90.879997,87.036308,2915000
2017-09-18,91.059998,91.239998,90.339996,90.480003,86.653236,1914000
2017-09-19,90.550003,91.910004,90.449997,91.139999,87.285316,2478200
2017-09-20,90.879997,91.410004,90.419998,91.379997,87.515175,1704800
2017-09-21,91.400002,92.320000,90.540001,90.669998,86.835182,1450300
2017-09-22,90.440002,90.860001,90.120003,90.529999,86.701118,1155200
2017-09-25,90.279999,91.209999,90.050003,91.040001,87.189552,1311700
2017-09-26,90.900002,91.550003,90.470001,90.730003,86.892677,1652600
2017-09-27,91.690002,91.720001,90.699997,90.889999,87.045891,1414400
2017-09-28,90.839996,91.410004,90.519997,91.290001,87.428986,1122600
