Date,Open,High,Low,Close,Adj Close,Volume
2017-05-10,80.610001,81.160004,80.410004,80.889999,76.254570,237500
2017-05-11,80.519997,80.820000,80.169998,80.790001,76.160294,350900
2017-05-12,81.000000,81.540001,80.629997,81.339996,76.678787,378800
2017-05-15,81.250000,81.709999,81.089996,81.360001,76.697639,319200
2017-05-16,81.449997,81.629997,80.239998,80.330002,75.726677,253400
2017-05-17,80.330002,80.959999,79.889999,80.550003,75.934044,420100
2017-05-18,80.239998,80.769997,79.470001,80.360001,76.180534,326900
2017-05-19,80.519997,81.209999,79.830002,81.080002,76.863083,244600
2017-05-22,81.120003,81.750000,80.650002,81.529999,77.289673,395800
2017-05-23,81.660004,82.339996,81.300003,82.089996,77.820541,331700
2017-05-24,82.209999,82.500000,81.900002,82.160004,77.886902,288000
2017-05-25,82.300003,83.239998,82.000000,83.099998,78.778023,356000
2017-05-26,83.139999,83.300003,82.629997,82.849998,78.541031,368900
2017-05-30,82.940002,83.370003,82.489998,83.190002,78.863335,279400
2017-05-31,83.239998,83.620003,82.980003,83.309998,78.977104,1013100
2017-06-01,83.290001,85.980003,83.150002,84.419998,80.029381,473500
2017-06-02,84.949997,85.199997,84.269997,84.879997,80.465446,280100
2017-06-05,84.709999,84.830002,83.849998,83.879997,79.517456,261600
2017-06-06,84.010002,84.260002,83.779999,84.099998,79.726013,421500
2017-06-07,84.199997,84.290001,83.739998,83.790001,79.432137,366900
2017-06-08,83.529999,83.820000,82.589996,83.540001,79.195137,439400
2017-06-09,83.489998,83.820000,83.029999,83.639999,79.289948,308500
2017-06-12,83.669998,84.019997,83.660004,83.900002,79.536423,315400
2017-06-13,84.080002,84.849998,83.709999,84.330002,79.944046,354800
2017-06-14,84.889999,85.410004,84.559998,85.089996,80.664528,349000
2017-06-15,84.760002,85.220001,84.339996,85.099998,80.673988,363500
2017-06-16,85.120003,85.610001,84.800003,85.540001,81.091125,662700
2017-06-19,85.410004,85.510002,84.709999,85.059998,80.636070,281000
2017-06-20,84.989998,85.059998,84.389999,84.559998,80.162094,674800
2017-06-21,84.580002,84.580002,83.709999,83.879997,79.517456,214900
2017-06-22,83.870003,84.139999,83.389999,83.449997,79.109818,237300
2017-06-23,83.459999,84.129997,83.410004,83.510002,79.166695,547000
2017-06-26,83.820000,84.459999,83.250000,84.309998,79.925079,476400
2017-06-27,83.919998,84.349998,83.019997,83.489998,79.147736,421600
2017-06-28,83.900002,84.379997,83.309998,83.349998,79.015022,402400
2017-06-29,82.980003,83.000000,82.139999,82.750000,78.446220,546800
2017-06-30,82.989998,83.419998,82.919998,82.949997,78.635826,381200
2017-07-03,83.379997,83.620003,82.690002,82.949997,78.635826,229000
2017-07-05,82.830002,83.110001,82.139999,82.680000,78.379852,421800
2017-07-06,82.349998,82.919998,82.150002,82.709999,78.408302,499700
2017-07-07,82.709999,84.070000,82.660004,83.680000,79.327858,388100
2017-07-10,83.959999,84.059998,83.300003,83.370003,79.033989,664600
2017-07-11,83.540001,83.639999,82.349998,82.419998,78.133385,363900
2017-07-12,83.339996,83.959999,83.239998,83.750000,79.394211,317400
2017-07-13,83.860001,83.860001,82.720001,83.230003,78.901260,279500
2017-07-14,83.800003,84.410004,83.459999,83.790001,79.432137,358000
2017-07-17,83.830002,84.099998,83.559998,84.000000,79.631210,264200
2017-07-18,84.230003,84.300003,83.690002,84.080002,79.707054,236700
2017-07-19,84.209999,84.709999,83.919998,84.589996,80.190529,278200
2017-07-20,85.050003,85.680000,84.559998,85.529999,81.081657,675800
2017-07-21,85.709999,86.239998,85.430000,86.220001,81.735748,176300
2017-07-24,86.220001,86.220001,85.580002,85.949997,81.479805,203800
2017-07-25,86.000000,86.980003,85.870003,86.900002,82.380386,504700
2017-07-26,86.769997,87.089996,86.489998,86.769997,82.257141,280500
2017-07-27,86.660004,87.220001,86.330002,87.019997,82.494141,254800
2017-07-28,87.019997,87.220001,86.300003,86.570000,82.067558,220400
2017-07-31,86.650002,86.930000,86.120003,86.760002,82.247673,563900
2017-08-01,86.940002,87.430000,86.629997,87.379997,82.835426,347400
2017-08-02,87.379997,88.690002,86.959999,88.690002,84.077301,307900
2017-08-03,87.300003,88.220001,86.300003,87.410004,82.863876,531800
2017-08-04,87.309998,87.800003,86.790001,87.190002,82.655304,368400
2017-08-07,87.269997,87.400002,86.730003,86.879997,82.361420,290200
2017-08-08,86.989998,87.589996,86.639999,87.589996,83.034508,426100
2017-08-09,87.650002,88.099998,87.150002,87.430000,82.882820,489000
2017-08-10,87.260002,87.879997,87.010002,87.669998,83.110321,222900
2017-08-11,87.669998,87.730003,86.849998,87.160004,82.626862,263000
2017-08-14,87.349998,87.839996,87.309998,87.739998,83.176682,215000
2017-08-15,87.269997,88.209999,87.269997,87.779999,83.214622,355000
2017-08-16,87.919998,88.610001,87.800003,88.400002,83.802368,245200
2017-08-17,87.919998,88.040001,87.440002,87.459999,83.335480,290000
2017-08-18,87.309998,87.459999,86.830002,87.120003,83.011513,293500
2017-08-21,87.190002,87.760002,87.040001,87.589996,83.459358,321300
2017-08-22,87.550003,88.190002,87.290001,88.180000,84.021523,198600
2017-08-23,88.120003,88.349998,87.660004,88.279999,84.116806,158800
2017-08-24,88.279999,88.580002,87.820000,88.410004,84.240685,220300
