1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
1.0,-0.27617258931521327,-0.06949954104242806,0,0.04972361205883897,-0.02799317191533632,-0.12398350793664879,0.3908070886862089,0.6066805030712362,0.14338522998617706,0.6288857986189273,0.05352216473954823,0.04873566522944808,-0.07133580057573867,0.04004739174964507,0.20710380555832575,0.4464645347701053,0.2228638969762993,-0.19338966557818138,-0.10252151655035019,-0.23841685494012083,-0.27829116343960864,-0.29483063889637456,-0.25403371637637784,0.45689550592434924,-0.2802594601221845,0.3383675700444163,0.03223461747526767,0.17346830473110902,0.35770544324088277
-0.27617258931521327,1.0,0.3733293074928421,0,-0.8547861223448413,-0.3912553997126496,-0.15101368522408365,-0.3910000838592029,-0.15440861164943465,-0.4500314605948818,-0.4606290988483867,-0.8639066197137306,-0.4820372037368855,-0.30254597443419196,-0.4739726264851367,0.5213466291028382,-0.8680012468066056,-0.1492420204854936,-0.2221374063630915,-0.13528864409375035,-0.2583256112955267,0.24457547619304915,0.9217667110319521,0.8606525806205951,-0.030038490799212225,0.6574838048837669,-0.7435406379542477,-0.5561783555840665,-0.5290098685964499,-0.7125922355076999
-0.06949954104242806,0.3733293074928421,1.0,0,-0.18941728668141194,-0.2317257092916463,-0.0694094788872541,-0.39102476188210433,-0.0812625575524534,-0.026935016156309506,-0.3604133049157894,-0.14964542618972299,-0.09969487671213732,-0.2162501418712922,-0.09312788613770635,-0.05780885150079796,-0.22597837097996853,-0.46544744264907406,-0.10601872729844124,-0.06465406722225446,-0.1474895958247501,0.35328325795819576,0.4243051903733763,0.1873350232178694,-0.27596449774904824,0.12364821396253452,-0.015747835329508904,0.11291094250074014,0.007207325802538434,-0.3201300604082654
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04972361205883897,-0.8547861223448413,-0.18941728668141194,0,1.0,0.2676237867132232,0.06478851898405852,0.36427422339656207,0.06111479632296659,0.37132391742958304,0.22556509795446386,0.9216180304838582,0.36095059402129104,0.17245685812458839,0.35678467064632813,-0.635335745284661,0.7073865488195663,0.035406506498887,0.0978010495577899,0.0568358419405478,0.11568234418657358,-0.26530566027248886,-0.8002180225783556,-0.7982181674772504,-0.07235089526893594,-0.5380916117691305,0.6429429736733421,0.6756716892899065,0.3996595200095603,0.5952694285182073
-0.027993171915336318,-0.3912553997126496,-0.23172570929164632,0,0.2676237867132232,1.0,0.3034599400062966,-0.24264370556443182,-0.32190978832883244,0.6705807309056432,-0.10033484549322705,0.5490393780028077,0.8437889180966569,0.7641592142227888,0.8405532890023044,-0.27357289605644475,0.3113087603328547,-0.22298639639684692,0.4356711433150156,0.26107291820065637,0.5627286129825595,0.5049252666975039,-0.42364380683087827,-0.26040850182877984,-0.2334107135368555,-0.6381046496852673,0.6272724351715009,0.007600586536786627,0.6571406113890544,0.1287277343616908
-0.12398350793664879,-0.15101368522408365,-0.0694094788872541,0,0.06478851898405852,0.3034599400062966,1.0,-0.10154838156771198,-0.07575410291690529,0.08501620594967729,-0.054087134687801734,0.19192051040036906,0.24341291548576793,0.28885704414571184,0.2650151580511358,-0.05766031092762438,0.10624246917147653,-0.0004564193630005567,0.7010314765175306,0.8555450858658847,0.523615820368383,0.27294451695016536,0.007087678395113514,0.028921544489888745,-0.09530050898549017,-0.19694780705185705,0.18606985119223585,-0.023459242115622524,0.25611147819542357,0.05974259929340382
0.3908070886862089,-0.3910000838592029,-0.39102476188210433,0,0.3642742233965621,-0.24264370556443185,-0.10154838156771197,1.0,0.6120069480807839,-0.24222879305179434,0.658182990672672,0.17485264796055544,-0.2797857796182452,-0.197534767999565,-0.27297712264467633,0.14384066651163616,0.4012478075902728,0.6127289187334302,-0.14854547795297865,-0.08582490169053504,-0.1794644391945133,-0.7876685147933453,-0.44582059976427724,-0.24564287130390924,0.6796259013557039,-0.07230528188677647,0.011944803309384262,0.3116952872468174,-0.2715474548819647,0.49118005059282327
0.6066805030712363,-0.15440861164943465,-0.0812625575524534,0,0.06111479632296658,-0.3219097883288325,-0.0757541029169053,0.6120069480807839,0.9999999999999999,-0.21802468837047032,0.7403622415184478,-0.08220063829166199,-0.28763899221138634,-0.2840370127511231,-0.2773354719317445,0.39726840737844804,0.2041335763266955,0.3186993410366251,-0.13704167566070233,-0.06146231785267073,-0.18796747966423624,-0.5532642758626994,-0.17392383146732565,-0.08766312110883644,0.6208086443708087,-0.05386208424152225,0.003077199739263781,0.01843786163211523,-0.23963271471184674,0.23195122688731737
0.1433852299861771,-0.4500314605948818,-0.026935016156309503,0,0.3713239174295831,0.6705807309056432,0.08501620594967729,-0.24222879305179434,-0.21802468837047032,1.0,-0.05806520138333475,0.5623037936363305,0.8871354232673629,0.32887415776017825,0.8842407252231247,-0.3658719595049791,0.3246718223788828,-0.33866101497868684,0.11533865785907679,0.07531215648010199,0.16882964306062861,0.5257416018110128,-0.4224452100387891,-0.3185595935033732,-0.21086483456707675,-0.6102789942764849,0.8113098619331032,0.08712564969548467,0.8220072498014231,0.09294428761792536
