CompanyA,CompanyB,Value
AGN,ADM,0.25177982059403214
AGN,AEE,0.04382239789731333
AGN,AEP,0.01921038628598692
AGN,AFL,0.2588776820789382
AGN,AGN,1.0
AGN,AIG,0.21893600651616144
AGN,AIV,0.14536560253467629
AGN,AJG,0.22056712127343775
AGN,ALGN,0.19372135416104275
AGN,ALK,0.19104298772934805
AGN,ALL,0.20351426220281824
AGN,AMD,0.233153814580425
AGN,AME,0.2765727371043802
AGN,ANTM,0.16419954638345188
AGN,AON,0.21282224708717862
AGN,ARE,0.13407952730743983
AGN,ATO,0.10402418262354404
AGN,AWK,0.05534712782430101
AGN,AXP,0.2460089413907593
AGN,GOOG,0.2519458023096464
AGN,GOOGL,0.2555392865626654
AGN,LNT,0.06476828207115175
AGN,MCD,0.1586491034648898
AGN,MMM,0.22528656940047562
AIG,AAP,0.1282248623299846
AIG,ADM,0.3752355675080005
AIG,AEE,0.08927805643869458
AIG,AEP,0.0127324761680365
AIG,AFL,0.4766040841090554
AIG,AGN,0.21893600651616146
AIG,AIG,1.0
AIG,AIV,0.10862632676619584
AIG,AJG,0.43081261067219956
AIG,ALGN,0.23256244083798155
AIG,ALK,0.28760833054004614
AIG,ALL,0.43950032008294077
AIG,AMD,0.28601523952814034
AIG,AME,0.4914265211528216
AIG,ANTM,0.22278621801947965
AIG,AON,0.4225114312257653
AIG,ARE,0.2024624919855714
AIG,ATO,0.10657885657415626
AIG,AWK,0.08895092173068408
AIG,AXP,0.46245195410774476
AIG,GOOG,0.3185244917706426
AIG,GOOGL,0.31705069895575766
AIG,LNT,0.04105186035832552
AIG,MCD,0.21241051839873154
AIG,MMM,0.36683837318277734
AIV,AAP,0.1054626186865943
AIV,ADM,0.2705258125712866
AIV,AEE,0.5154411842245606
AIV,AEP,0.5053254135941262
AIV,AFL,0.29782007472570415
AIV,AGN,0.14536560253467629
AIV,AIG,0.10862632676619582
AIV,AIV,1.0
AIV,AJG,0.3359021828449803
AIV,ALGN,0.16524605388972463
AIV,ALK,0.18541693508412313
AIV,ALL,0.2481723779799902
AIV,AMD,0.08563975914181167
AIV,AME,0.20948000346573586
AIV,ANTM,0.19868895157477298
AIV,AON,0.3285306797402608
AIV,ARE,0.7196593618195253
AIV,ATO,0.5185999895473572
AIV,AWK,0.5349512348642039
AIV,AXP,0.26542877402274456
AIV,GOOG,0.21411223734802737
AIV,GOOGL,0.21676138834203384
AIV,LNT,0.5226710098318804
AIV,MCD,0.26739966299661616
AIV,MMM,0.22061890801452846
AJG,AAP,0.2000703097140476
AJG,ADM,0.3479471810240716
AJG,AEE,0.296780680573596
AJG,AEP,0.2358957316085667
AJG,AFL,0.5306026454773531
AJG,AGN,0.22056712127343775
AJG,AIG,0.43081261067219956
AJG,AIV,0.3359021828449803
AJG,AJG,0.9999999999999998
AJG,ALGN,0.2761035305977349
AJG,ALK,0.2960309481804779
AJG,ALL,0.5380058958273118
AJG,AMD,0.2455871315673939
AJG,AME,0.5163252434302946
AJG,ANTM,0.3046855486501507
AJG,AON,0.7188885725850991
AJG,ARE,0.34545991597597164
AJG,ATO,0.3180639869448535
AJG,AWK,0.29908261412931475
AJG,AXP,0.5338501892512081
AJG,GOOG,0.37162007313663714
AJG,GOOGL,0.36965061929311294
AJG,LNT,0.268131526971024
AJG,MCD,0.33633778397700587
AJG,MMM,0.3812369321593461
ALGN,AAP,0.11721272381587702
ALGN,ADM,0.19465373779660203
ALGN,AEE,0.10142774362178594
ALGN,AEP,0.08053518067272337
ALGN,AFL,0.2627723134678038
ALGN,AGN,0.19372135416104275
ALGN,AIG,0.23256244083798153
ALGN,AIV,0.16524605388972463
ALGN,AJG,0.2761035305977349
ALGN,ALGN,0.9999999999999999
ALGN,ALK,0.1839549989066451
ALGN,ALL,0.23617796565972324
ALGN,AMD,0.42682597962093344
ALGN,AME,0.3750530582526823
ALGN,ANTM,0.24875007711891486
ALGN,AON,0.21778168545967727
ALGN,ARE,0.20353918372742869
ALGN,ATO,0.13791796412905105
ALGN,AWK,0.10391485321180696
ALGN,AXP,0.2661377092921658
ALGN,GOOG,0.38641897848736523
ALGN,GOOGL,0.3816912747348501
ALGN,LNT,0.09709412129669316
ALGN,MCD,0.12446736563831529
ALGN,MMM,0.3023248737289222
ALK,AAP,0.22320637899842188
ALK,ADM,0.2938369203799269
ALK,AEE,0.06796595031436536
ALK,AEP,0.04719387230014871
ALK,AFL,0.28986088671187
ALK,AGN,0.19104298772934805
ALK,AIG,0.28760833054004614
ALK,AIV,0.18541693508412316
ALK,AJG,0.2960309481804779
ALK,ALGN,0.1839549989066451
ALK,ALK,1.0
ALK,ALL,0.2877997463098601
ALK,AMD,0.32426555513819555
ALK,AME,0.37468484282415193
ALK,ANTM,0.14591629455706942
ALK,AON,0.27436870979768146
ALK,ARE,0.21087915056143622
ALK,ATO,0.09637017333493622
ALK,AWK,0.0693783923764734
ALK,AXP,0.3345269335782445
ALK,GOOG,0.26269350423556215
ALK,GOOGL,0.2598165763853791
ALK,LNT,0.05965735204027845
ALK,MCD,0.16799638904854336
ALK,MMM,0.3450110288636192
ALL,AAP,0.15219159429223775
ALL,ADM,0.35275275344303614
ALL,AEE,0.1800280606688745
ALL,AEP,0.1515469785916131
ALL,AFL,0.4996543347530541
ALL,AGN,0.20351426220281824
ALL,AIG,0.43950032008294077
ALL,AIV,0.24817237797999023
ALL,AJG,0.5380058958273118
ALL,ALGN,0.23617796565972327
ALL,ALK,0.2877997463098601
ALL,ALL,1.0
ALL,AMD,0.15055508376542084
ALL,AME,0.4402802261953905
ALL,ANTM,0.2903186069821625
ALL,AON,0.47033242840463696
ALL,ARE,0.3272476939405678
ALL,ATO,0.21254166698731292
ALL,AWK,0.2155591962991328
ALL,AXP,0.469075050569244
ALL,GOOG,0.32598683886842184
ALL,GOOGL,0.326298178658614
ALL,LNT,0.18083171247586868
ALL,MCD,0.29277934822665425
ALL,MMM,0.3976314415497203
AMD,AAP,0.07322696619579558
AMD,ADM,0.253687098038904
AMD,AEE,0.033838328855733346
AMD,AEP,-0.027521904640275274
AMD,AFL,0.23694647164692426
AMD,AGN,0.233153814580425
AMD,AIG,0.28601523952814034
AMD,AIV,0.08563975914181167
AMD,AJG,0.24558713156739392
AMD,ALGN,0.42682597962093344
AMD,ALK,0.32426555513819555
AMD,ALL,0.15055508376542084
AMD,AMD,1.0
AMD,AME,0.3790231887575844
AMD,ANTM,0.22017853049189892
AMD,AON,0.2313317049586423
AMD,ARE,0.14521814645716674
AMD,ATO,0.02350477040912057
AMD,AWK,0.04173492502009988
AMD,AXP,0.3554041266775833
AMD,GOOG,0.41348132879114546
AMD,GOOGL,0.4130911246463267
AMD,LNT,-0.009376490022728777
AMD,MCD,0.15746313529422348
AMD,MMM,0.2990993407898855
AME,AAP,0.21929214911066977
AME,ADM,0.3895067377740676
AME,AEE,0.0897339860084115
AME,AEP,-0.0053369781246288125
AME,AFL,0.4792784484392317
AME,AGN,0.2765727371043802
AME,AIG,0.49142652115282154
AME,AIV,0.20948000346573586
AME,AJG,0.5163252434302946
AME,ALGN,0.37505305825268237
AME,ALK,0.37468484282415193
AME,ALL,0.4402802261953905
AME,AMD,0.3790231887575844
AME,AME,0.9999999999999998
AME,ANTM,0.3071715397884236
AME,AON,0.47825951288935714
AME,ARE,0.2786509793855898
AME,ATO,0.14526786232894237
AME,AWK,0.11206769045111552
AME,AXP,0.5656122647251173
AME,GOOG,0.4994338967946179
AME,GOOGL,0.49902129860169026
AME,LNT,0.03945668043155418
AME,MCD,0.2395186200421999
AME,MMM,0.6243621965604335
ANTM,AAP,0.1422974826565589
ANTM,ADM,0.2115657703939364
ANTM,AEE,0.09155073495056228
ANTM,AEP,0.04974675987682713
ANTM,AFL,0.28038493165842837
ANTM,AGN,0.16419954638345188
ANTM,AIG,0.22278621801947968
ANTM,AIV,0.19868895157477295
ANTM,AJG,0.3046855486501507
ANTM,ALGN,0.24875007711891486
ANTM,ALK,0.14591629455706942
ANTM,ALL,0.29031860698216244
ANTM,AMD,0.2201785304918989
ANTM,AME,0.3071715397884236
ANTM,ANTM,1.0
ANTM,AON,0.23984271476422045
ANTM,ARE,0.21247561936866932
ANTM,ATO,0.13818580834942656
ANTM,AWK,0.10398756465672068
ANTM,AXP,0.3127886956041706
ANTM,GOOG,0.34222002636076165
ANTM,GOOGL,0.33439106452440337
ANTM,LNT,0.0767696954160794
ANTM,MCD,0.18777357589325666
ANTM,MMM,0.27080842116414017
AON,AAP,0.18860653237485925
AON,ADM,0.3183590332669496
AON,AEE,0.24773478511077743
AON,AEP,0.19436220253724995
AON,AFL,0.475777801744296
AON,AGN,0.21282224708717862
AON,AIG,0.4225114312257653
AON,AIV,0.3285306797402608
AON,AJG,0.7188885725850991
AON,ALGN,0.21778168545967727
AON,ALK,0.27436870979768146
AON,ALL,0.470332428404637
AON,AMD,0.2313317049586423
AON,AME,0.47825951288935703
AON,ANTM,0.23984271476422048
AON,AON,1.0
AON,ARE,0.320810307778986
AON,ATO,0.26543525366815696
AON,AWK,0.24359282393739862
AON,AXP,0.5469256358450463
AON,GOOG,0.319784308883006
AON,GOOGL,0.32353064624096267
AON,LNT,0.23741092001527203
AON,MCD,0.3114983867360997
AON,MMM,0.3914950448143837
ARE,AAP,0.14806556213634242
ARE,ADM,0.2889104849773308
ARE,AEE,0.44441823882037795
ARE,AEP,0.40040844696815653
ARE,AFL,0.31274708475843316
ARE,AGN,0.13407952730743983
ARE,AIG,0.20246249198557137
ARE,AIV,0.7196593618195252
ARE,AJG,0.34545991597597164
ARE,ALGN,0.2035391837274287
ARE,ALK,0.2108791505614362
ARE,ALL,0.32724769394056785
ARE,AMD,0.14521814645716674
ARE,AME,0.27865097938558975
ARE,ANTM,0.2124756193686693
ARE,AON,0.320810307778986
ARE,ARE,1.0
ARE,ATO,0.4559740501504913
ARE,AWK,0.44388211986023013
ARE,AXP,0.30278310563787636
ARE,GOOG,0.242583251357509
ARE,GOOGL,0.24744232625872456
ARE,LNT,0.42392194346678896
ARE,MCD,0.25215916871897004
ARE,MMM,0.2599350993830321
ATO,AAP,0.12297541323907975
ATO,ADM,0.20236980491612153
ATO,AEE,0.7703567159269988
ATO,AEP,0.7293267578999081
ATO,AFL,0.24437775354191474
ATO,AGN,0.10402418262354406
ATO,AIG,0.10657885657415626
ATO,AIV,0.5185999895473573
ATO,AJG,0.3180639869448535
ATO,ALGN,0.13791796412905105
ATO,ALK,0.09637017333493622
ATO,ALL,0.21254166698731294
ATO,AMD,0.02350477040912057
ATO,AME,0.1452678623289424
ATO,ANTM,0.13818580834942656
ATO,AON,0.26543525366815696
ATO,ARE,0.4559740501504913
ATO,ATO,0.9999999999999999
ATO,AWK,0.7091211318512896
ATO,AXP,0.16865630250874408
ATO,GOOG,0.08139694591573453
ATO,GOOGL,0.08247285287764601
ATO,LNT,0.7813951378502181
ATO,MCD,0.2362601757882104
ATO,MMM,0.13436061831014778
AWK,AAP,0.05535375233583404
AWK,ADM,0.15482361940616463
AWK,AEE,0.7516901529683601
AWK,AEP,0.7607498702432997
AWK,AFL,0.27451781557688476
AWK,AGN,0.05534712782430101
AWK,AIG,0.0889509217306841
AWK,AIV,0.534951234864204
AWK,AJG,0.29908261412931475
AWK,ALGN,0.10391485321180696
AWK,ALK,0.0693783923764734
AWK,ALL,0.2155591962991328
AWK,AMD,0.04173492502009988
AWK,AME,0.1120676904511155
AWK,ANTM,0.10398756465672068
AWK,AON,0.24359282393739862
AWK,ARE,0.4438821198602302
AWK,ATO,0.7091211318512894
AWK,AWK,1.0
AWK,AXP,0.1829470735535027
AWK,GOOG,0.09337189507635309
AWK,GOOGL,0.09740670555633986
AWK,LNT,0.7912446189641344
AWK,MCD,0.2703802551638056
AWK,MMM,0.10540670656774458
AXP,AAP,0.17212636532233513
AXP,ADM,0.39505054813443613
AXP,AEE,0.16705334278437772
AXP,AEP,0.08890460244962459
AXP,AFL,0.5197948353458599
AXP,AGN,0.24600894139075927
AXP,AIG,0.46245195410774476
AXP,AIV,0.26542877402274456
AXP,AJG,0.5338501892512081
AXP,ALGN,0.2661377092921658
AXP,ALK,0.3345269335782445
AXP,ALL,0.469075050569244
AXP,AMD,0.3554041266775833
AXP,AME,0.5656122647251173
AXP,ANTM,0.3127886956041706
AXP,AON,0.5469256358450463
AXP,ARE,0.30278310563787636
AXP,ATO,0.16865630250874408
AXP,AWK,0.18294707355350273
AXP,AXP,1.0
AXP,GOOG,0.5324104193704663
AXP,GOOGL,0.5316720364786423
AXP,LNT,0.12831233051777105
AXP,MCD,0.3161867047258504
AXP,MMM,0.4801185046770916
GOOG,AAP,0.14690262574098312
GOOG,ADM,0.2777818998601733
GOOG,AEE,0.04304598364417397
GOOG,AEP,-0.015288767190679007
GOOG,AFL,0.3027927663038449
GOOG,AGN,0.2519458023096464
GOOG,AIG,0.3185244917706426
GOOG,AIV,0.21411223734802737
GOOG,AJG,0.3716200731366371
GOOG,ALGN,0.38641897848736523
GOOG,ALK,0.26269350423556215
GOOG,ALL,0.3259868388684219
GOOG,AMD,0.41348132879114546
GOOG,AME,0.49943389679461797
GOOG,ANTM,0.34222002636076165
GOOG,AON,0.319784308883006
GOOG,ARE,0.242583251357509
GOOG,ATO,0.08139694591573454
GOOG,AWK,0.09337189507635309
GOOG,AXP,0.5324104193704664
GOOG,GOOG,1.0
GOOG,GOOGL,0.9951388540371131
GOOG,LNT,0.037175532342408585
GOOG,MCD,0.23317478699389252
GOOG,MMM,0.42742018818173294
GOOGL,AAP,0.14626130753281016
GOOGL,ADM,0.2792371867576688
GOOGL,AEE,0.04600337200589175
GOOGL,AEP,-0.01181594852299705
GOOGL,AFL,0.29949723628239155
GOOGL,AGN,0.2555392865626654
GOOGL,AIG,0.31705069895575766
GOOGL,AIV,0.21676138834203384
GOOGL,AJG,0.369650619293113
GOOGL,ALGN,0.3816912747348501
GOOGL,ALK,0.2598165763853791
GOOGL,ALL,0.326298178658614
GOOGL,AMD,0.41309112464632664
GOOGL,AME,0.49902129860169026
GOOGL,ANTM,0.3343910645244034
GOOGL,AON,0.32353064624096267
GOOGL,ARE,0.24744232625872456
GOOGL,ATO,0.08247285287764601
GOOGL,AWK,0.09740670555633986
GOOGL,AXP,0.5316720364786423
GOOGL,GOOG,0.9951388540371131
GOOGL,GOOGL,1.0
GOOGL,LNT,0.04030563186581377
GOOGL,MCD,0.23189227663822834
GOOGL,MMM,0.43217592974545616
LNT,AAP,0.029210858351622675
LNT,ADM,0.1411039221624967
LNT,AEE,0.8607416287793471
LNT,AEP,0.8678283366438644
LNT,AFL,0.20541822563040504
LNT,AGN,0.06476828207115175
LNT,AIG,0.04105186035832551
LNT,AIV,0.5226710098318805
LNT,AJG,0.268131526971024
LNT,ALGN,0.09709412129669316
LNT,ALK,0.05965735204027845
LNT,ALL,0.18083171247586868
LNT,AMD,-0.009376490022728777
LNT,AME,0.039456680431554175
LNT,ANTM,0.07676969541607939
LNT,AON,0.23741092001527203
LNT,ARE,0.42392194346678896
LNT,ATO,0.7813951378502181
LNT,AWK,0.7912446189641344
LNT,AXP,0.12831233051777105
LNT,GOOG,0.037175532342408585
LNT,GOOGL,0.04030563186581377
LNT,LNT,1.0
LNT,MCD,0.23298807982450945
LNT,MMM,0.07078507362446625
MCD,AAP,0.08887665498644269
MCD,ADM,0.13309793801887257
MCD,AEE,0.24645196449488527
MCD,AEP,0.2191200917550264
MCD,AFL,0.3212590880249924
MCD,AGN,0.1586491034648898
MCD,AIG,0.2124105183987315
MCD,AIV,0.26739966299661616
MCD,AJG,0.3363377839770058
MCD,ALGN,0.12446736563831529
MCD,ALK,0.16799638904854336
MCD,ALL,0.2927793482266543
MCD,AMD,0.15746313529422348
MCD,AME,0.2395186200421999
MCD,ANTM,0.18777357589325663
MCD,AON,0.3114983867360997
MCD,ARE,0.25215916871897004
MCD,ATO,0.23626017578821043
MCD,AWK,0.27038025516380554
MCD,AXP,0.3161867047258504
MCD,GOOG,0.2331747869938925
MCD,GOOGL,0.23189227663822834
MCD,LNT,0.23298807982450945
MCD,MCD,0.9999999999999998
MCD,MMM,0.198465261680027
MMM,AAP,0.16558830625997006
MMM,ADM,0.3847757147144055
MMM,AEE,0.1150035677980164
MMM,AEP,0.041284670084515994
MMM,AFL,0.4015657491905612
MMM,AGN,0.22528656940047562
MMM,AIG,0.36683837318277734
MMM,AIV,0.22061890801452846
MMM,AJG,0.3812369321593461
MMM,ALGN,0.3023248737289222
MMM,ALK,0.3450110288636192
MMM,ALL,0.39763144154972035
MMM,AMD,0.29909934078988554
MMM,AME,0.6243621965604335
MMM,ANTM,0.27080842116414017
MMM,AON,0.39149504481438374
MMM,ARE,0.25993509938303216
MMM,ATO,0.13436061831014776
MMM,AWK,0.10540670656774458
MMM,AXP,0.4801185046770916
MMM,GOOG,0.42742018818173294
MMM,GOOGL,0.43217592974545616
MMM,LNT,0.07078507362446623
MMM,MCD,0.198465261680027
MMM,MMM,1.0
