CompanyA,CompanyB,Value
ABMD,ABBV,0.21259044462553273
ABMD,ABC,0.11256962278183903
ABMD,ABMD,1.0
ABMD,ABT,0.42616318345618603
ABMD,ADBE,0.35525950070281065
ABMD,AES,0.06364299443224031
ABMD,AIZ,0.15281050811651034
ABMD,AKAM,0.22947077461312365
ABMD,ALB,0.21368758382603736
ABMD,ALLE,0.2205688615364975
ABMD,ALXN,0.2603634009946911
ABMD,AMAT,0.29006351009400083
ABMD,AMP,0.28768795930482843
ABMD,AMT,0.041668076239135446
ABMD,AMZN,0.34937406450292985
ABMD,ANSS,0.3673786138058793
ABMD,AOS,0.2766789381863407
ABMD,APA,0.18581398917912012
ABMD,APD,0.18689130686707275
ABMD,APH,0.3195630414103572
ABMD,APTV,0.2720029705075142
ABMD,ARNC,0.1350090415746958
ABMD,ATVI,0.23098622242107295
ABT,AAL,0.3446439326110912
ABT,AAPL,0.46873114683937833
ABT,ABBV,0.43435661210567106
ABT,ABC,0.32363687723734863
ABT,ABMD,0.42616318345618603
ABT,ABT,0.9999999999999998
ABT,ADBE,0.5338914224577537
ABT,AES,0.27152320509671685
ABT,AIZ,0.35229496525638654
ABT,AKAM,0.4353393631271468
ABT,ALB,0.3137658239178321
ABT,ALLE,0.4055496799494023
ABT,ALXN,0.41616148226410016
ABT,AMAT,0.431877719994242
ABT,AMP,0.47580575815594056
ABT,AMT,0.2191615152753005
ABT,AMZN,0.47992597594756126
ABT,ANSS,0.5474131745318959
ABT,AOS,0.3683755494466828
ABT,APA,0.19675299673349209
ABT,APD,0.5274351676111608
ABT,APH,0.5323278062311522
ABT,APTV,0.3734806338169696
ABT,ARNC,0.2960275316380736
ABT,ATVI,0.35865584679785384
ADBE,AAL,0.36834090468135977
ADBE,AAPL,0.5583145889279055
ADBE,ABBV,0.33092282861150224
ADBE,ABC,0.19763920240945773
ADBE,ABMD,0.35525950070281065
ADBE,ABT,0.5338914224577537
ADBE,ADBE,0.9999999999999999
ADBE,AES,0.19984403386487545
ADBE,AIZ,0.2581522128710405
ADBE,AKAM,0.42582324602738253
ADBE,ALB,0.31038166822817087
ADBE,ALLE,0.3870568881487899
ADBE,ALXN,0.3672664337052468
ADBE,AMAT,0.49447317980605393
ADBE,AMP,0.420359020760482
ADBE,AMT,0.1995401586802875
ADBE,AMZN,0.642103000265492
ADBE,ANSS,0.6954779135746787
ADBE,AOS,0.3613216608493977
ADBE,APA,0.18875742734176587
ADBE,APD,0.41584763013978204
ADBE,APH,0.5217233283811997
ADBE,APTV,0.3416352475224435
ADBE,ARNC,0.2727630422799249
ADBE,ATVI,0.5242348087521437
AES,AAL,0.12684271200070987
AES,AAPL,0.2146321772013748
AES,ABBV,0.19213400523194113
AES,ABC,0.13617351721961618
AES,ABMD,0.0636429944322403
AES,ABT,0.2715232050967168
AES,ADBE,0.19984403386487548
AES,AES,0.9999999999999999
AES,AIZ,0.22849146580477267
AES,AKAM,0.21409720259807624
AES,ALB,0.18661096772278635
AES,ALLE,0.23302683400709498
AES,ALXN,0.1650013682860509
AES,AMAT,0.1494177324178012
AES,AMP,0.24972455010474695
AES,AMT,0.21098438225263447
AES,AMZN,0.14344189042695155
AES,ANSS,0.21706859411256338
AES,AOS,0.15257463260534665
AES,APA,0.14979546634720275
AES,APD,0.26353153857040956
AES,APH,0.28461872810272276
AES,APTV,0.14651873038025226
AES,ARNC,0.1441567531700809
AES,ATVI,0.1680127823478428
AIZ,AAL,0.2811004339142482
AIZ,AAPL,0.26250432105881816
AIZ,ABBV,0.2417930495825562
AIZ,ABC,0.26014171761868327
AIZ,ABMD,0.15281050811651034
AIZ,ABT,0.3522949652563866
AIZ,ADBE,0.2581522128710405
AIZ,AES,0.2284914658047727
AIZ,AIZ,1.0
AIZ,AKAM,0.2773371036953557
AIZ,ALB,0.2526411824322117
AIZ,ALLE,0.321349332161739
AIZ,ALXN,0.24951972742517486
AIZ,AMAT,0.28162696101345985
AIZ,AMP,0.4754226957118633
AIZ,AMT,0.09649431240152491
AIZ,AMZN,0.24519195038041824
AIZ,ANSS,0.31783415456375463
AIZ,AOS,0.3110686733125976
AIZ,APA,0.21114409677386925
AIZ,APD,0.4183652571741861
AIZ,APH,0.3624088656419005
AIZ,APTV,0.28317216048710175
AIZ,ARNC,0.3193016488992125
AIZ,ATVI,0.1732595591404166
AKAM,AAL,0.35697243635751214
AKAM,AAPL,0.4023592001091055
AKAM,ABBV,0.2337447489884425
AKAM,ABC,0.2562150223801152
AKAM,ABMD,0.22947077461312362
AKAM,ABT,0.4353393631271468
AKAM,ADBE,0.4258232460273825
AKAM,AES,0.21409720259807624
AKAM,AIZ,0.2773371036953557
AKAM,AKAM,1.0
AKAM,ALB,0.2819272127578868
AKAM,ALLE,0.3622084147261998
AKAM,ALXN,0.3042455334715807
AKAM,AMAT,0.3624238222376847
AKAM,AMP,0.37184413870724803
AKAM,AMT,0.1846518071172278
AKAM,AMZN,0.3840087273270289
AKAM,ANSS,0.48320296527552936
AKAM,AOS,0.3757345661751948
AKAM,APA,0.19933205776220211
AKAM,APD,0.3713317244989153
AKAM,APH,0.47915526670924347
AKAM,APTV,0.343157712091172
AKAM,ARNC,0.2734879081543993
AKAM,ATVI,0.3511174884386817
ALB,AAL,0.3478375866262133
ALB,AAPL,0.3990755656218011
ALB,ABBV,0.18423645149162832
ALB,ABC,0.22391465076945422
ALB,ABMD,0.2136875838260374
ALB,ABT,0.3137658239178321
ALB,ADBE,0.3103816682281709
ALB,AES,0.18661096772278635
ALB,AIZ,0.2526411824322116
ALB,AKAM,0.2819272127578868
ALB,ALB,0.9999999999999998
ALB,ALLE,0.36083766088741126
ALB,ALXN,0.23197985016777836
ALB,AMAT,0.38856714107011053
ALB,AMP,0.42130197205716585
ALB,AMT,0.04742000528633952
ALB,AMZN,0.3529229410375362
ALB,ANSS,0.35880253924919425
ALB,AOS,0.4228520831547471
ALB,APA,0.3157771128945033
ALB,APD,0.41188502663005416
ALB,APH,0.4750676105131086
ALB,APTV,0.4173551236127585
ALB,ARNC,0.2766167272803252
ALB,ATVI,0.28070139550516693
ALLE,AAL,0.4598202879476507
ALLE,AAPL,0.3866763813177965
ALLE,ABBV,0.2529433149512795
ALLE,ABC,0.3188600481772778
ALLE,ABMD,0.22056886153649752
ALLE,ABT,0.4055496799494023
ALLE,ADBE,0.3870568881487899
ALLE,AES,0.233026834007095
ALLE,AIZ,0.32134933216173894
ALLE,AKAM,0.36220841472619986
ALLE,ALB,0.3608376608874112
ALLE,ALLE,1.0
ALLE,ALXN,0.2928418865734426
ALLE,AMAT,0.4421635080513558
ALLE,AMP,0.48070361204036316
ALLE,AMT,0.13319113744384828
ALLE,AMZN,0.3775593109553833
ALLE,ANSS,0.43487033445568885
ALLE,AOS,0.47083357692251987
ALLE,APA,0.24138640402451345
ALLE,APD,0.3810834832430771
ALLE,APH,0.5205088651516848
ALLE,APTV,0.3657570482663891
ALLE,ARNC,0.3200361531580052
ALLE,ATVI,0.29853707562048115
ALXN,AAL,0.24968641349201198
ALXN,AAPL,0.33206429268681603
ALXN,ABBV,0.3634701393496306
ALXN,ABC,0.2980098906097554
ALXN,ABMD,0.2603634009946911
ALXN,ABT,0.41616148226410016
ALXN,ADBE,0.36726643370524675
ALXN,AES,0.1650013682860509
ALXN,AIZ,0.24951972742517484
ALXN,AKAM,0.3042455334715807
ALXN,ALB,0.23197985016777833
ALXN,ALLE,0.2928418865734426
ALXN,ALXN,1.0
ALXN,AMAT,0.3189380083494354
ALXN,AMP,0.3946359941191908
ALXN,AMT,0.0663990915094107
ALXN,AMZN,0.39927025115799186
ALXN,ANSS,0.38589275518301913
ALXN,AOS,0.30313016347049687
ALXN,APA,0.25189457201702903
ALXN,APD,0.26458224605521496
ALXN,APH,0.3842113650505387
ALXN,APTV,0.29943235539481383
ALXN,ARNC,0.26674135557056694
ALXN,ATVI,0.2954036411179019
AMAT,AAL,0.4366856766762156
AMAT,AAPL,0.5495787985088071
AMAT,ABBV,0.27223841938863447
AMAT,ABC,0.22892407802442802
AMAT,ABMD,0.2900635100940009
AMAT,ABT,0.431877719994242
AMAT,ADBE,0.49447317980605393
AMAT,AES,0.1494177324178012
AMAT,AIZ,0.28162696101345985
AMAT,AKAM,0.3624238222376847
AMAT,ALB,0.38856714107011053
AMAT,ALLE,0.44216350805135574
AMAT,ALXN,0.3189380083494354
AMAT,AMAT,1.0
AMAT,AMP,0.47496445765007556
AMAT,AMT,0.10232153394298509
AMAT,AMZN,0.4820568244855455
AMAT,ANSS,0.5403495008123453
AMAT,AOS,0.4419902119491116
AMAT,APA,0.21122963575765183
AMAT,APD,0.4136462039999588
AMAT,APH,0.538813415181952
AMAT,APTV,0.4229221257546358
AMAT,ARNC,0.313791572149674
AMAT,ATVI,0.41616558119620317
AMP,AAL,0.5174695743827781
AMP,AAPL,0.4583154560282821
AMP,ABBV,0.35446278755637484
AMP,ABC,0.3498481497411576
AMP,ABMD,0.28768795930482843
AMP,ABT,0.47580575815594056
AMP,ADBE,0.42035902076048204
AMP,AES,0.24972455010474698
AMP,AIZ,0.47542269571186324
AMP,AKAM,0.371844138707248
AMP,ALB,0.4213019720571659
AMP,ALLE,0.48070361204036316
AMP,ALXN,0.3946359941191908
AMP,AMAT,0.47496445765007556
AMP,AMP,1.0
AMP,AMT,0.05656661213292459
AMP,AMZN,0.43083138878808797
AMP,ANSS,0.49204068688971464
AMP,AOS,0.503336300346319
AMP,APA,0.3363742727164796
AMP,APD,0.4951487842250182
AMP,APH,0.5268577012343996
AMP,APTV,0.5189603119040621
AMP,ARNC,0.4033583579565556
AMP,ATVI,0.31844841183721867
AMT,AAL,0.04626595493678468
AMT,AAPL,0.1475657683960272
AMT,ABBV,0.1525990353853191
AMT,ABC,0.10183500559560581
AMT,ABMD,0.041668076239135446
AMT,ABT,0.2191615152753005
AMT,ADBE,0.19954015868028746
AMT,AES,0.2109843822526345
AMT,AIZ,0.09649431240152491
AMT,AKAM,0.1846518071172278
AMT,ALB,0.047420005286339516
AMT,ALLE,0.13319113744384828
AMT,ALXN,0.0663990915094107
AMT,AMAT,0.10232153394298509
AMT,AMP,0.05656661213292459
AMT,AMT,1.0
AMT,AMZN,0.13071907081075132
AMT,ANSS,0.18959381643363343
AMT,AOS,0.08279287712919109
AMT,APA,0.002425264850108095
AMT,APD,0.23093239437694477
AMT,APH,0.1687215606194663
AMT,APTV,0.054456901552581385
AMT,ARNC,0.033719493147107295
AMT,ATVI,0.1576639396488254
AMZN,AAL,0.3615140396913404
AMZN,AAPL,0.5854687441064194
AMZN,ABBV,0.2929326680282811
AMZN,ABC,0.21606791470644582
AMZN,ABMD,0.34937406450292985
AMZN,ABT,0.47992597594756126
AMZN,ADBE,0.642103000265492
AMZN,AES,0.14344189042695155
AMZN,AIZ,0.24519195038041827
AMZN,AKAM,0.3840087273270289
AMZN,ALB,0.3529229410375362
AMZN,ALLE,0.3775593109553833
AMZN,ALXN,0.39927025115799186
AMZN,AMAT,0.48205682448554554
AMZN,AMP,0.43083138878808797
AMZN,AMT,0.13071907081075132
AMZN,AMZN,0.9999999999999999
AMZN,ANSS,0.5868273681329029
AMZN,AOS,0.3843639514828877
AMZN,APA,0.23836772230472178
AMZN,APD,0.33519629020884517
AMZN,APH,0.49469322483722733
AMZN,APTV,0.37426846007645015
AMZN,ARNC,0.32849377299029187
AMZN,ATVI,0.4937027024732528
ANSS,AAL,0.39998038974731015
ANSS,AAPL,0.5576770743786228
ANSS,ABBV,0.3187013555280332
ANSS,ABC,0.2569963850827029
ANSS,ABMD,0.3673786138058793
ANSS,ABT,0.5474131745318959
ANSS,ADBE,0.6954779135746787
ANSS,AES,0.21706859411256335
ANSS,AIZ,0.31783415456375463
ANSS,AKAM,0.4832029652755294
ANSS,ALB,0.3588025392491942
ANSS,ALLE,0.43487033445568896
ANSS,ALXN,0.3858927551830192
ANSS,AMAT,0.5403495008123452
ANSS,AMP,0.49204068688971464
ANSS,AMT,0.18959381643363346
ANSS,AMZN,0.5868273681329029
ANSS,ANSS,1.0
ANSS,AOS,0.3954504719370429
ANSS,APA,0.22017432135061357
ANSS,APD,0.4697442354689541
ANSS,APH,0.5742673415054398
ANSS,APTV,0.4132509905029153
ANSS,ARNC,0.27801537285683947
ANSS,ATVI,0.4683474602074618
AOS,AAL,0.47844787693454366
AOS,AAPL,0.4345764685343404
AOS,ABBV,0.25404273048665454
AOS,ABC,0.2576923265615886
AOS,ABMD,0.2766789381863407
AOS,ABT,0.36837554944668277
AOS,ADBE,0.3613216608493977
AOS,AES,0.15257463260534665
AOS,AIZ,0.3110686733125976
AOS,AKAM,0.3757345661751948
AOS,ALB,0.4228520831547471
AOS,ALLE,0.4708335769225199
AOS,ALXN,0.3031301634704969
AOS,AMAT,0.44199021194911164
AOS,AMP,0.5033363003463189
AOS,AMT,0.08279287712919109
AOS,AMZN,0.38436395148288777
AOS,ANSS,0.3954504719370429
AOS,AOS,1.0
AOS,APA,0.24059313331381593
AOS,APD,0.42196110710767337
AOS,APH,0.5059411054390084
AOS,APTV,0.5003580992084354
AOS,ARNC,0.34573795941434143
AOS,ATVI,0.31854765392681833
APA,AAL,0.15715309640234534
APA,AAPL,0.2765224970889899
APA,ABBV,0.18904615372714434
APA,ABC,0.2076325754884208
APA,ABMD,0.1858139891791201
APA,ABT,0.19675299673349206
APA,ADBE,0.18875742734176587
APA,AES,0.14979546634720278
APA,AIZ,0.21114409677386925
APA,AKAM,0.19933205776220211
APA,ALB,0.3157771128945033
APA,ALLE,0.24138640402451345
APA,ALXN,0.25189457201702903
APA,AMAT,0.21122963575765183
APA,AMP,0.3363742727164796
APA,AMT,0.0024252648501080945
APA,AMZN,0.2383677223047218
APA,ANSS,0.22017432135061357
APA,AOS,0.2405931333138159
APA,APA,0.9999999999999999
APA,APD,0.2189953179619882
APA,APH,0.3076782941746841
APA,APTV,0.2820857739443923
APA,ARNC,0.24596929075297896
APA,ATVI,0.14326774985112703
APD,AAL,0.379673250677448
APD,AAPL,0.4187239227994967
APD,ABBV,0.279327058750047
APD,ABC,0.26348539898649403
APD,ABMD,0.18689130686707275
APD,ABT,0.5274351676111609
APD,ADBE,0.41584763013978204
APD,AES,0.26353153857040956
APD,AIZ,0.41836525717418604
APD,AKAM,0.3713317244989154
APD,ALB,0.41188502663005416
APD,ALLE,0.38108348324307706
APD,ALXN,0.26458224605521496
APD,AMAT,0.4136462039999588
APD,AMP,0.49514878422501823
APD,AMT,0.23093239437694477
APD,AMZN,0.33519629020884517
APD,ANSS,0.46974423546895416
APD,AOS,0.42196110710767337
APD,APA,0.2189953179619882
APD,APD,1.0
APD,APH,0.508333549823514
APD,APTV,0.37336968027967693
APD,ARNC,0.3337304071318961
APD,ATVI,0.2642673834369976
APH,AAL,0.43576352620251335
APH,AAPL,0.6142200186357637
APH,ABBV,0.3745484202524317
APH,ABC,0.2479948721671738
APH,ABMD,0.3195630414103572
APH,ABT,0.5323278062311522
APH,ADBE,0.5217233283811997
APH,AES,0.28461872810272276
APH,AIZ,0.3624088656419005
APH,AKAM,0.4791552667092434
APH,ALB,0.4750676105131086
APH,ALLE,0.5205088651516847
APH,ALXN,0.38421136505053866
APH,AMAT,0.538813415181952
APH,AMP,0.5268577012343996
APH,AMT,0.1687215606194663
APH,AMZN,0.4946932248372274
APH,ANSS,0.5742673415054398
APH,AOS,0.5059411054390084
APH,APA,0.3076782941746841
APH,APD,0.5083335498235141
APH,APH,1.0
APH,APTV,0.5097475659258864
APH,ARNC,0.35047476229345254
APH,ATVI,0.42647907474603436
APTV,AAL,0.42935940980894155
APTV,AAPL,0.4377697716012245
APTV,ABBV,0.24481504484036568
APTV,ABC,0.2660503158411345
APTV,ABMD,0.27200297050751426
APTV,ABT,0.3734806338169696
APTV,ADBE,0.3416352475224435
APTV,AES,0.14651873038025226
APTV,AIZ,0.28317216048710175
APTV,AKAM,0.3431577120911721
APTV,ALB,0.41735512361275856
APTV,ALLE,0.3657570482663891
APTV,ALXN,0.2994323553948138
APTV,AMAT,0.4229221257546358
APTV,AMP,0.5189603119040621
APTV,AMT,0.054456901552581385
APTV,AMZN,0.3742684600764501
APTV,ANSS,0.41325099050291536
APTV,AOS,0.5003580992084355
APTV,APA,0.2820857739443923
APTV,APD,0.3733696802796769
APTV,APH,0.5097475659258864
APTV,APTV,1.0
APTV,ARNC,0.2983326334705271
APTV,ATVI,0.3315980692992782
ARNC,AAL,0.31633046681113075
ARNC,AAPL,0.2706956182497576
ARNC,ABBV,0.21767282326830922
ARNC,ABC,0.20433424734208228
ARNC,ABMD,0.1350090415746958
ARNC,ABT,0.29602753163807355
ARNC,ADBE,0.2727630422799249
ARNC,AES,0.14415675317008086
ARNC,AIZ,0.3193016488992125
ARNC,AKAM,0.2734879081543993
ARNC,ALB,0.2766167272803252
ARNC,ALLE,0.3200361531580052
ARNC,ALXN,0.26674135557056694
ARNC,AMAT,0.313791572149674
ARNC,AMP,0.4033583579565556
ARNC,AMT,0.033719493147107295
ARNC,AMZN,0.32849377299029187
ARNC,ANSS,0.2780153728568394
ARNC,AOS,0.34573795941434143
ARNC,APA,0.245969290752979
ARNC,APD,0.33373040713189617
ARNC,APH,0.35047476229345254
ARNC,APTV,0.2983326334705271
ARNC,ARNC,1.0
ARNC,ATVI,0.24701313102612277
ATVI,AAL,0.2837428433660791
ATVI,AAPL,0.46410591006949525
ATVI,ABBV,0.21352431020094112
ATVI,ABC,0.15544285082518247
ATVI,ABMD,0.23098622242107295
ATVI,ABT,0.3586558467978539
ATVI,ADBE,0.5242348087521437
ATVI,AES,0.16801278234784284
ATVI,AIZ,0.1732595591404166
ATVI,AKAM,0.3511174884386817
ATVI,ALB,0.2807013955051669
ATVI,ALLE,0.2985370756204811
ATVI,ALXN,0.29540364111790185
ATVI,AMAT,0.41616558119620317
ATVI,AMP,0.31844841183721867
ATVI,AMT,0.15766393964882544
ATVI,AMZN,0.4937027024732529
ATVI,ANSS,0.4683474602074618
ATVI,AOS,0.31854765392681833
ATVI,APA,0.14326774985112703
ATVI,APD,0.2642673834369976
ATVI,APH,0.42647907474603436
ATVI,APTV,0.33159806929927826
ATVI,ARNC,0.2470131310261228
ATVI,ATVI,1.0
