,Date,Open,High,Low,Close,Adj Close,Volume,gainORloss
0,2017-05-10,143.860001,144.639999,143.729996,144.520004,135.15905800000002,2273300,0.0
1,2017-05-11,144.080002,144.41000400000001,143.399994,144.21000700000002,134.869125,1941900,0.21496219745692227
2,2017-05-12,144.5,145.5,144.46000700000002,145.360001,135.944641,2747900,-0.7911351073807382
3,2017-05-15,145.429993,146.399994,145.429993,146.279999,136.805038,3332800,-0.6289294546686404
4,2017-05-16,146.550003,147.669998,146.279999,147.28999299999998,137.74963400000001,3540900,-0.6857180039379714
5,2017-05-17,147.28999299999998,147.46000700000002,146.240005,146.41000400000001,136.926651,3875600,0.6010443111523761
6,2017-05-18,146.41000400000001,147.240005,145.809998,147.009995,137.487762,2730900,-0.40812939283481275
7,2017-05-19,147.25,148.830002,146.83999599999999,148.149994,138.553925,4071200,-0.7694897375426076
8,2017-05-22,148.300003,148.880005,147.929993,148.190002,138.59133899999998,3294500,-0.02699777276472421
9,2017-05-23,148.220001,148.529999,147.649994,147.820007,138.245331,3262300,0.2503010299546182
10,2017-05-24,147.940002,149.990005,147.0,149.5,139.816467,3348900,-1.1237411371237433
11,2017-05-25,149.809998,149.949997,149.270004,149.779999,140.078354,3408100,-0.18694018017719685
12,2017-05-26,149.869995,150.240005,149.25,149.860001,140.153152,3258200,-0.05338449183648908
13,2017-05-30,149.949997,150.330002,149.520004,149.929993,140.218643,3113900,-0.046683120968320835
14,2017-05-31,150.119995,151.149994,149.600006,150.889999,141.116425,6415700,-0.6362290452397662
15,2017-06-01,150.78999299999998,152.389999,150.350006,152.389999,143.412704,4349800,-0.9843165626636693
16,2017-06-02,152.520004,153.899994,152.149994,153.740005,144.683197,4316700,-0.878109767200806
17,2017-06-05,153.630005,153.66000400000001,152.759995,152.78999299999998,143.78913899999998,2633700,0.6217763227464873
18,2017-06-06,152.369995,152.58999599999999,151.21000700000002,151.229996,142.321045,3661900,1.031539404391693
19,2017-06-07,151.229996,152.009995,150.729996,151.940002,142.989212,2922900,-0.46729366240234277
20,2017-06-08,151.940002,152.149994,151.009995,151.429993,142.509262,3709900,0.33679523448171633
21,2017-06-09,151.880005,152.0,150.899994,151.479996,142.556305,4143100,-0.03300963910772997
22,2017-06-12,151.479996,151.479996,148.03999299999998,148.470001,139.723633,5902600,2.027342210363428
23,2017-06-13,148.860001,150.25,148.619995,149.820007,140.99414099999998,4267700,-0.9010852602616736
24,2017-06-14,150.320007,151.080002,149.91000400000001,150.679993,141.803452,2675500,-0.5707366869867005
25,2017-06-15,149.899994,151.520004,149.649994,151.169998,142.264587,2517500,-0.32414169906914764
26,2017-06-16,150.979996,152.889999,150.919998,151.990005,143.036255,5443900,-0.5395137660532375
27,2017-06-19,152.389999,153.179993,151.83999599999999,153.139999,144.118546,3263800,-0.750942932943334
28,2017-06-20,154.270004,155.279999,153.83999599999999,154.070007,144.993729,3614400,-0.6036268954021758
29,2017-06-21,154.179993,154.419998,153.610001,153.729996,144.673767,2448500,0.2211741422279124
30,2017-06-22,153.779999,154.91000400000001,153.679993,154.800003,145.68074,2003800,-0.691218978852348
31,2017-06-23,155.0,155.449997,154.429993,154.639999,145.530197,2214700,0.10346870216936235
32,2017-06-26,155.179993,155.46000700000002,153.520004,153.96000700000002,144.890213,2360900,0.44166794562432704
33,2017-06-27,154.0,154.820007,153.46000700000002,153.720001,144.66438300000002,2139000,0.15613192716543267
34,2017-06-28,154.03999299999998,154.679993,153.740005,154.300003,145.21022,1302800,-0.37589241006042456
