,Date,Open,High,Low,Close,Adj Close,Volume,gainORloss
0,2017-05-10,54.720001,54.93,54.16,54.349998,52.079121,763800,0.0
1,2017-05-11,54.099998,54.23,53.509997999999996,54.110001000000004,51.849148,660400,0.4435353826735197
2,2017-05-12,54.029999,54.029999,53.41,53.540001000000004,51.302966999999995,519700,1.0646245598687982
3,2017-05-15,53.57,54.18,53.560001,54.0,51.743744,600200,-0.8518499999999931
4,2017-05-16,54.110001000000004,54.580002,53.830002,54.5,52.222846999999994,671700,-0.9174311926605505
5,2017-05-17,54.5,54.5,53.380001,53.43,51.197556,556200,2.0026202507954336
6,2017-05-18,53.18,53.630001,52.900002,53.02,50.804691,1281300,0.7732930969445427
7,2017-05-19,53.0,54.009997999999996,52.939999,53.810001,51.561687,993900,-1.4681304317388817
8,2017-05-22,54.040001000000004,54.310001,53.799999,53.860001000000004,51.6096,798500,-0.0928332697208904
9,2017-05-23,54.099998,54.349998,53.669998,54.130001,51.868317,578500,-0.4987991779272201
10,2017-05-24,54.130001,54.450001,54.07,54.290001000000004,52.021629,522900,-0.29471356981556085
11,2017-05-25,54.41,54.709998999999996,54.259997999999996,54.5,52.222846999999994,818000,-0.3853192660550391
12,2017-05-26,54.290001000000004,54.43,53.990002000000004,54.07,51.810818,578100,0.7952653967079707
13,2017-05-30,53.939999,54.43,53.689999,54.380001,52.107867999999996,561800,-0.570064351414778
14,2017-05-31,54.439999,54.98,53.93,54.869999,52.57739300000001,1362600,-0.8930162364318613
15,2017-06-01,55.150002,55.310001,54.73,55.240002000000004,52.931934,706400,-0.6698098960966802
16,2017-06-02,55.509997999999996,56.580002,55.470001,56.25,53.899731,1144000,-1.795551999999993
17,2017-06-05,56.139998999999996,56.610001000000004,56.110001000000004,56.169998,53.823071,730600,0.1424283476029327
18,2017-06-06,55.919998,56.18,55.18,55.27,52.960678,1129100,1.6283662022797112
19,2017-06-07,55.240002000000004,55.939999,55.049999,55.82,53.487705000000005,856800,-0.9853099247581462
20,2017-06-08,55.84,56.43,55.48,56.369999,54.014720999999994,665700,-0.975694535669585
21,2017-06-09,56.419998,56.869999,55.540001000000004,56.040001000000004,53.698513,1015000,0.5888615169724858
22,2017-06-12,55.919998,56.130001,55.310001,56.119999,53.775172999999995,633100,-0.14254811373035883
23,2017-06-13,56.34,57.220001,56.110001000000004,56.84,54.465088,795100,-1.2667153413089434
24,2017-06-14,56.93,57.130001,56.669998,56.860001000000004,54.484249,459400,-0.03517586994062944
25,2017-06-15,56.27,56.849998,56.27,56.799999,54.42675,517400,0.10563732580348166
26,2017-06-16,56.75,57.110001000000004,56.360001000000004,56.740002000000004,54.369267,1877800,0.10574021481352017
27,2017-06-19,57.23,57.560001,56.810001,57.52,55.116676,512700,-1.356046592489567
28,2017-06-20,57.310001,57.580002,56.75,56.790001000000004,54.417170999999996,582000,1.2854357935299199
29,2017-06-21,56.849998,56.900002,56.360001000000004,56.450001,54.091377,610300,0.6023029122709908
30,2017-06-22,56.689999,56.689999,56.009997999999996,56.27,53.918896,899500,0.31988803980806324
31,2017-06-23,56.279999,56.759997999999996,55.950001,56.360001000000004,54.005134999999996,966100,-0.15968949326314044
32,2017-06-26,56.57,56.889998999999996,56.25,56.75,54.378849,510100,-0.6872229074889797
33,2017-06-27,56.75,56.75,56.189999,56.279999,53.928470999999995,600800,0.8351119551370346
34,2017-06-28,56.360001000000004,56.639998999999996,56.240002000000004,56.5,54.139281999999994,551700,-0.38938230088496184
35,2017-06-29,56.509997999999996,56.619999,55.32,55.950001,53.612278,546800,0.9830187491864382
36,2017-06-30,55.939999,56.720001,55.849998,56.330002,53.976395,690300,-0.6745978812498533
