,Date,Open,High,Low,Close,Adj Close,Volume,gainORloss
0,2017-05-10,956.2199710000001,956.7100220000001,949.840027,954.840027,954.840027,1146000,0.0
1,2017-05-11,951.2899779999999,957.98999,948.6099849999999,955.8900150000001,955.8900150000001,1031100,-0.10984401798569873
2,2017-05-12,957.849976,957.9799800000001,952.0599980000001,955.1400150000001,955.1400150000001,1214900,0.078522519025653
3,2017-05-15,955.2899779999999,962.7000119999999,952.820007,959.2199710000001,959.2199710000001,1337700,-0.4253410190935274
4,2017-05-16,963.5499880000001,965.900024,960.349976,964.6099849999999,964.6099849999999,1101500,-0.5587765090364307
5,2017-05-17,959.7000119999999,960.98999,940.0599980000001,942.169983,942.169983,2449100,2.3817360354177124
6,2017-05-18,943.2000119999999,954.179993,941.2700199999999,950.5,950.5,1800500,-0.8763826407154127
7,2017-05-19,952.820007,959.5599980000001,952.0,954.650024,954.650024,1360300,-0.4347167962780075
8,2017-05-22,957.0,964.820007,956.5599980000001,964.070007,964.070007,1387400,-0.9771057009970855
9,2017-05-23,969.9600220000001,974.51001,964.5,970.5499880000001,970.5499880000001,1545400,-0.6676607161011129
10,2017-05-24,975.26001,978.1199949999999,971.6300050000001,977.6099849999999,977.6099849999999,1133000,-0.7221690764543326
11,2017-05-25,979.0,995.7800289999999,977.820007,991.8599849999999,991.8599849999999,1954100,-1.4366947165430815
12,2017-05-26,992.0,996.3900150000001,987.3599849999999,993.2700199999999,993.2700199999999,1636400,-0.14195888042608934
13,2017-05-30,992.5,997.6199949999999,991.3599849999999,996.169983,996.169983,1516200,-0.29111126107883045
14,2017-05-31,996.2100220000001,999.599976,981.679993,987.090027,987.090027,1724100,0.9198711112091945
15,2017-06-01,990.9600220000001,993.1400150000001,981.2899779999999,988.2899779999999,988.2899779999999,1306400,-0.12141689450582913
16,2017-06-02,988.590027,996.4799800000001,987.070007,996.1199949999999,996.1199949999999,1735500,-0.7860515840764745
17,2017-06-05,997.8900150000001,1007.400024,995.4500119999999,1003.8800050000001,1003.8800050000001,1378900,-0.773001749347542
18,2017-06-06,1003.3099980000001,1008.6099849999999,994.7999880000001,996.679993,996.679993,1552100,0.7223995716346369
19,2017-06-07,999.090027,1003.909973,995.8699949999999,1001.5,1001.5,1374100,-0.4812787818272623
20,2017-06-08,1004.2299800000001,1005.599976,996.6199949999999,1004.2800289999999,1004.2800289999999,1687900,-0.2768181104594981
21,2017-06-09,1005.48999,1005.5,953.3699949999999,970.1199949999999,970.1199949999999,3647900,3.521217393318442
22,2017-06-12,958.7199710000001,968.0,936.7999880000001,961.8099980000001,961.8099980000001,4202100,0.8639956974121451
23,2017-06-13,972.0399779999999,977.909973,962.01001,970.5,970.5,2005400,-0.895414940752183
24,2017-06-14,975.5,979.7000119999999,959.51001,967.929993,967.929993,1505500,0.26551579335139297
25,2017-06-15,948.0200199999999,960.679993,940.3699949999999,960.179993,960.179993,2427600,0.8071403337394888
26,2017-06-16,957.909973,959.9500119999999,948.7000119999999,958.6199949999999,958.6199949999999,2559200,0.1627337222399648
27,2017-06-19,969.650024,979.2999880000001,968.2000119999999,975.2199710000001,975.2199710000001,1468800,-1.7021776105526651
28,2017-06-20,975.3099980000001,980.7899779999999,968.2000119999999,968.98999,968.98999,1297300,0.6429355374455484
29,2017-06-21,970.7899779999999,979.5499880000001,969.4500119999999,978.590027,978.590027,1161600,-0.981007034113166
30,2017-06-22,976.8699949999999,980.5,973.3099980000001,976.6199949999999,976.6199949999999,1009500,0.20171940059450252
31,2017-06-23,975.5,986.6199949999999,974.4600220000001,986.090027,986.090027,1564000,-0.9603618068028652
32,2017-06-26,990.0,993.98999,970.330017,972.090027,972.090027,1517900,1.440195826636127
33,2017-06-27,961.599976,967.2199710000001,947.090027,948.090027,948.090027,2443600,2.5314051742472343
34,2017-06-28,950.659973,963.23999,936.159973,961.01001,961.01001,2745600,-1.3444171096615323
35,2017-06-29,951.349976,951.659973,929.599976,937.820007,937.820007,3206700,2.4727562673974743
36,2017-06-30,943.98999,945.0,929.6099849999999,929.679993,929.679993,2287700,0.8755716011197484
37,2017-07-03,933.2199710000001,934.23999,915.3099980000001,919.4600220000001,919.4600220000001,1694800,1.1115187996721703
38,2017-07-05,924.2000119999999,936.2899779999999,918.6300050000001,932.26001,932.26001,2094100,-1.3730062281658817
39,2017-07-06,925.0,936.1400150000001,919.849976,927.6900019999999,927.6900019999999,2014900,0.4926223188939822
40,2017-07-07,930.98999,944.659973,929.7899779999999,940.8099980000001,940.8099980000001,1663300,-1.3945425779797174
41,2017-07-10,941.9500119999999,953.1300050000001,941.9500119999999,951.0,951.0,1451500,-1.0715038906414234
42,2017-07-11,950.5200199999999,954.8900150000001,945.1199949999999,953.5300289999999,953.5300289999999,1461200,-0.26533291276135573
43,2017-07-12,960.8599849999999,969.6300050000001,957.0399779999999,967.659973,967.659973,1602100,-1.4602178858544288
44,2017-07-13,970.7999880000001,978.7000119999999,964.7999880000001,968.849976,968.849976,1524600,-0.12282634354938905
45,2017-07-14,974.0,977.5399779999999,970.150024,976.909973,976.909973,1079600,-0.8250501297728144
46,2017-07-17,976.320007,983.349976,970.7999880000001,975.9600220000001,975.9600220000001,1660500,0.0973350320285908
47,2017-07-18,973.3599849999999,990.849976,972.0399779999999,986.9500119999999,986.9500119999999,1413300,-1.1135305604515062
48,2017-07-19,990.01001,995.599976,987.01001,992.7700199999999,992.7700199999999,1412100,-0.5862392984026683
49,2017-07-20,997.0,998.679993,984.6199949999999,992.1900019999999,992.1900019999999,1418400,0.05845835967212211
50,2017-07-21,989.0,995.1099849999999,984.169983,993.840027,993.840027,1463300,-0.16602521081594834
51,2017-07-24,994.099976,1006.1900019999999,990.2700199999999,998.3099980000001,998.3099980000001,3984500,-0.447753804825673
52,2017-07-25,970.7000119999999,976.7299800000001,963.7999880000001,969.0300289999999,969.0300289999999,5933600,3.0215749898087183
53,2017-07-26,972.7800289999999,973.9500119999999,960.2299800000001,965.3099980000001,965.3099980000001,2221600,0.38537164306878285
54,2017-07-27,969.179993,969.5200199999999,937.0599980000001,952.51001,952.51001,3717900,1.3438166387353871
55,2017-07-28,947.98999,961.7899779999999,945.3099980000001,958.330017,958.330017,1813800,-0.6073071798605713
56,2017-07-31,960.0,961.1900019999999,941.7299800000001,945.5,945.5,2283500,1.356955790586991
57,2017-08-01,947.8099980000001,954.48999,944.9600220000001,946.5599980000001,946.5599980000001,1402600,-0.11198423789720133
58,2017-08-02,948.3699949999999,949.099976,932.5200199999999,947.6400150000001,947.6400150000001,2039400,-0.11396912149177216
